PERMIT_ID,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,NAMEADDR,APN,BESTSTAT,BESTDATE
N201307262866,2,2,0,0,721 KIRKHAM ST,1857036,CONSTRUCTION,2015-05-29
N201407252241,6,1,0,0,615 MINNA,3727085,BP ISSUED,2015-11-17
N201204238894,24,1,0,0,621 STOCKTON ST,0256003,PL APPROVED,2012-05-10
N201301117743,2,1,0,0,645 20TH AV,1624005B,BP FILED,2013-01-11
N200711198515,2,1,0,0,658 03RD AV,1642036,CONSTRUCTION,2015-11-30
N201411171684,2,1,0,0,66 COOK ST,1067028,CONSTRUCTION,2016-02-23
N201503312337,3,1,0,0,672 37TH AV,1579017D,BP ISSUED,2016-02-22
N201307222456,2,2,0,0,715 KIRKHAM ST,1857037,CONSTRUCTION,2015-05-29
N201307303167,37,1,0,0,720 YORK ST,4080015,BP APPROVED,2015-12-01
N200912243860,1,1,0,0,721 CLEMENTINA ST,3729039,BP FILED,2009-12-24
N201303283273,3,1,0,0,751 WEBSTER ST,0797003,BP FILED,2013-03-28
N201012307679,2,2,0,0,857 ALABAMA ST,4085026,CONSTRUCTION,2012-11-02
N200809040762,2,1,0,0,762 37TH AV,1608012,BP FILED,2008-09-04
N201302079711,2,1,0,0,774 33RD AV,1612017N,BP FILED,2013-02-07
N201208026449,3,1,0,0,80 SYCAMORE ST,3576076,BP FILED,2012-08-02
N201408063205,2,1,0,0,824 BRAZIL AV,6075001B,BP ISSUED,2015-04-17
N200909146733,1,1,0,0,854 FOLSOM ST,3733020A,BP ISSUED,2010-06-14
N200407027962,1,1,0,0,870 INGERSON AV,4964019,BP REINSTATED,2014-05-23
N201501145767,2,1,0,0,895 NOE ST,3621030,CONSTRUCTION,2015-12-15
N200704128664,8,6,0,0,95 LELAND AV,6250028,BP REINSTATED,2010-03-05
N201407100913,15,15,2,2,5 SHIPLEY ST / 935 FOLSOM ST / 77 FALMOUTH ST,3753314,CONSTRUCTION,2016-01-27
N201107261089,3,3,0,0,70 GOLD MINE DR,7520033,BP FILED,2011-07-26
