PERMIT_ID,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,NAMEADDR,APN,BESTSTAT,BESTDATE
N201511051844,2,1,0,0,110 TUCKER AV,6201004,BP FILED,2015-11-05
N201207104447,98,98,98,98,1100 GOLDEN GATE AV,0757025,CONSTRUCTION,2016-03-25
N201503161018,3,3,0,0,1100 POTRERO AV,4211001,BP FILED,2015-03-17
N201502107933,2,1,0,0,1110 YORK ST,4209002,BP FILED,2015-02-10
N201109215213,2,1,0,0,1115 POTRERO AV,4212011,BP APPROVED,2012-03-05
N201401307462,1,1,0,0,1117 HOWARD ST,3730118,BP FILED,2014-01-30
N201509177270,10,1,0,0,1117 OCEAN AV,6944046,BP FILED,2015-09-17
N201407292390,2,1,0,0,112 12TH AV,1371039,BP FILED,2014-07-29
N201507232260,2,1,0,0,1121 FELTON ST,5971029,BP FILED,2015-07-23
N201003037492,4,1,0,0,1122 PAGE ST,1219008,BP ISSUED,2011-05-31
N201402208929,2,1,0,0,1123 CAROLINA ST,4219043,BP FILED,2014-02-20
N200907072084,1,1,0,0,1123 GIRARD ST,6173005,BP REINSTATED,2014-01-14
N201408214436,4,4,0,0,1126 IRVING ST,1738021,BP FILED,2014-08-21
N201509187456,3,1,0,0,1133 TENNESSEE ST,4172028,BP FILED,2015-09-18
N201411101145,112,112,13,13,1140 FOLSOM ST,3730015,BP FILED,2015-12-30
N201509086400,2,1,0,0,1145 BACON ST,6038036,BP APPROVED,2016-03-09
N201511203273,54,54,0,0,1145 POLK ST,0691001,PL FILED,2015-11-20
N201506229509,3,1,0,0,1148 MONTGOMERY ST,0134025,BP FILED,2015-06-22
N201505227051,3,3,0,0,115 TELEGRAPH HILL BL,0105065,BP FILED,2015-05-22
N200605111391,2,2,0,0,1208 15TH AV,1736033,CONSTRUCTION,2014-06-06
N201307252822,3,1,0,0,1150 SOUTH VAN NESS AV,3637010,BP APPROVED,2014-05-20
N201502249220,3,2,0,0,1152 POTRERO AV,4211011,PL FILED,2015-12-16
N201507020526,11,11,0,0,1155 MARKET ST,3702054,CONSTRUCTION,2016-02-23
N201411191947,1,1,0,0,116 ELSIE ST,5618007,BP FILED,2014-11-19
N201502047491,18,3,0,0,1160 PINE ST,0252011,BP FILED,2015-02-04
N201410280026,2,1,0,0,1167 PALOU AV,4757047,BP FILED,2014-10-28
N200803288274,1,1,0,0,1167 STANYAN ST,2630017,BP ISSUED,2013-09-25
N200803288288,2,2,0,0,1169 STANYAN ST,2630018,BP ISSUED,2013-09-25
N200806114219,2,1,0,0,1173 PLYMOUTH AV,6942004,BP FILED,2008-06-11
N201508265383,42,42,0,0,1174 - 1178 FOLSOM ST,3730023,BP FILED,2015-08-26
N201403100278,3,1,0,0,1181 VALENCIA ST,3636027,BP ISSUED,2015-08-10
N201511102336,2,1,0,0,1187 PALOU AV,4757014,BP FILED,2015-11-10
N201406249298,39,39,0,0,119 07TH ST,3726103,BP ISSUED,2015-05-11
N201402067966,1,1,0,0,119 VERNON ST,7085017,BP FILED,2014-02-06
N201601227793,2,1,0,0,1192 NAPLES ST,6482021,BP Filed,2016-01-22
N201505146405,3,1,0,0,1221 14TH AV,1736061,BP FILED,2015-05-14
N200710155355,2,1,0,0,1196 HAMPSHIRE ST,4210013,CONSTRUCTION,2013-07-03
N201507141495,52,52,0,0,1198 VALENCIA ST,3635014,PL FILED,2015-07-14
N201501155871,2,1,0,0,1200 32ND AV,1719012,BP ISSUED,2015-09-04
N201312234917,300,300,34,34,1201 - 1225 TENNESSEE STREET,4172022,CONSTRUCTION,2016-03-25
N201510260810,299,299,0,0,1208 JUNIPERO SERRA BL,7326001,BP FILED,2015-10-26
N201509156948,3,1,0,0,1211 SCOTT ST,1127003,BP FILED,2015-09-15
N201312315375,2,2,0,0,1212 EGBERT AV,4909003,BP FILED,2013-12-31
N201309237536,1,1,0,0,122 ARCH ST,7119027,BP FILED,2013-09-23
N201506189331,2,1,0,0,1225 ATHENS ST,6447040,BP ISSUED,2015-12-14
N200703307744,3,3,0,0,1225 DOLORES ST,6534029,BP ISSUED,2015-04-03
N201509258131,24,24,0,0,1228 FOLSOM ST,3729011,BP FILED,2015-09-25
N201511021410,2,1,0,0,123 YUKON ST,2716037,BP FILED,2015-11-02
N201507313053,2,1,0,0,1230 21ST AV,1730037,BP FILED,2015-07-31
N200810224855,1,1,0,0,1230 TWIN PEAKS BL,2821022,BP APPROVED,2010-05-26
N201507091099,4,4,0,0,1234 GRANT AV,0145044,BP FILED,2015-07-09
N201402078043,3,2,0,0,1236 19TH AV,1732037,BP FILED,2014-02-07
N201405236581,3,2,0,0,1236 ARGUELLO BL,1265019,BP ISSUED,2016-04-01
N201510099392,2,2,0,0,1238 45TH AV,1706037,BP FILED,2015-10-09
N201507161644,37,37,4,4,1238 SUTTER ST,0670011,BP FILED,2015-07-16
N201311212547,5,3,0,0,1239 17TH ST,3985027,BP FILED,2013-11-21
N201404163343,2,1,0,0,1239 21ST AV,1729007,BP FILED,2014-04-16
N201512144945,3,3,0,0,1244 LARKIN ST,0278010,BP FILED,2015-12-14
N201411212188,2,1,0,0,1246 38TH AV,1713036,BP FILED,2014-11-21
N201005061831,2,1,0,0,1248 SILVER AV,5918001,BP FILED,2010-05-06
N200801172733,1,1,0,0,3342 STEINER ST,0491020,BP FILED,2008-01-17
N201306149565,20,20,0,0,1255- 1275 COLUMBUS AV,0028014,BP ISSUED,2014-04-22
N201304295719,2,1,0,0,1259 21ST AV,1729012,CONSTRUCTION,2016-02-17
N201512235842,7,2,0,0,126 LAGUNA ST,0856013,PL APPROVED,2015-12-23
N201408295126,2,1,0,0,1267 NOE ST,6553024,CONSTRUCTION,2016-02-09
N201412194190,1,1,0,0,127 23RD AV,1383004,BP FILED,2014-12-19
N201208076803,4,4,0,0,127 BUCHANAN ST,0869007,BP FILED,2012-08-07
N201405296982,1,1,0,0,127 EDGEHILL WY,2933007,BP FILED,2014-05-29
N201310169408,2,2,0,0,1271 19TH AV,1731015,BP ISSUED,2016-02-01
N201510099393,3,1,0,0,1273 24TH AV,1726015,BP FILED,2015-10-09
N201503039869,3,1,0,0,1274 HAMPSHIRE ST,4266012,BP FILED,2015-03-03
N201503251826,3,1,0,0,1308 04TH AV,1758046,BP FILED,2015-03-25
N201502198775,35,35,0,0,1278 - 1298 VALENCIA ST,3644021,BP FILED,2015-02-19
N200909237457,1,1,0,0,128 ELSIE ST,5618011,BP ISSUED,2015-05-22
N201511203280,2,1,0,0,1290 SHAFTER AV,4787012A,BP FILED,2015-11-20
N201410108662,9,9,0,0,1298 FITZGERALD AVENUE,4913011,BP FILED,2014-10-10
N201406067752,155,130,0,0,1298 HOWARD ST,3728019,BP FILED,2014-06-06
N201303212751,1,1,0,0,13 LUCKY ST,6521004,BP FILED,2013-03-21
N201505085804,2,1,0,0,1507 DIAMOND ST,6604026,BP FILED,2015-05-08
N201507272485,143,143,0,0,1300 04TH ST,8711021,BP ISSUED,2016-01-22
N201506199453,1,1,0,0,1301 TURK ST,0756018,BP FILED,2015-06-19
N201310119147,3,1,0,0,1302 YORK ST,4274001,CONSTRUCTION,2015-08-25
N201306199977,9,9,0,0,131 MISSOURI ST,3985024,CONSTRUCTION,2016-01-21
N201504214240,2,1,0,0,1315 SILLIMAN ST,5938049,CONSTRUCTION,2016-03-11
N201510210391,2,1,0,0,1318 COLE ST,1286024,BP FILED,2015-10-21
N201407312605,2,1,0,0,1318 HAMPSHIRE ST,4275001A,BP APPROVED,2015-01-12
N201409186681,2,1,0,0,1321 19TH AV,1774006,BP FILED,2014-09-18
N200804038738,3,2,0,0,1321 DE HARO ST,4218036,BP ISSUED,2016-03-17
N201104113839,2,1,0,0,1322 47TH AV,1801040,BP ISSUED,2014-05-07
N201301087514,2,1,0,0,1325 OCEAN AV,6942054,CONSTRUCTION,2016-03-15
N201504012491,2,1,0,0,1330 HAMPSHIRE ST,4275003,BP ISSUED,2015-12-22
N201507131253,2,1,0,0,1331 SAN BRUNO AV,4262020A,BP FILED,2015-07-13
N201505085803,3,1,0,0,1333 42ND AV,1797006,BP APPROVED,2016-03-02
N201505065520,3,1,0,0,1335 05TH AV,1760009,BP FILED,2015-05-06
N201406269542,67,67,0,0,1335 FOLSOM ST,3519063,BP FILED,2014-06-26
N201403100361,20,20,0,0,1335 LARKIN ST,0645003,PL FILED,2014-07-23
N201009271690,8,4,0,0,1338 FILBERT ST,0524031,BP ISSUED,2011-01-31
N201512114904,3,1,0,0,1339 FRANCISCO ST,0480013,BP FILED,2015-12-11
N201511303726,2,1,0,0,1342 YORK ST,4274005,BP FILED,2015-11-30
N201508033190,3,1,0,0,1349 TARAVAL ST,2402034,BP FILED,2015-08-03
N201306038460,5,5,0,0,135 WETMORE ST,0212031,BP ISSUED,2015-11-19
N201512155196,3,1,0,0,1351 REVERE AV,4788020A,BP FILED,2015-12-15
N201504224304,2,1,0,0,1354 27TH AV,1781033,BP FILED,2015-04-22
N201508063611,3,1,0,0,1355 JACKSON ST,0187036,BP FILED,2015-08-06
N201009080449,4,4,0,0,136 PIXLEY ST,0516028A,CONSTRUCTION,2013-01-29
N200504281137,1,1,0,0,136 SOUTH PARK AV,3775063,BP ISSUED,2015-06-19
N201408123674,1,1,0,0,1364 PACIFIC AV,0155020,BP FILED,2014-08-12
N201504032736,2,1,0,0,1366 09TH AV,1763027,BP ISSUED,2016-01-08
N201408123679,1,1,0,0,1370 PACIFIC AV,0155021,BP FILED,2014-08-12
N201309308119,1,1,0,0,1375 EVANS AV,5237013,BP ISSUED,2015-10-05
N201511233357,2,2,0,0,1380 REVERE AV,4761039,BP FILED,2015-11-23
N201504224361,2,1,0,0,139 SWEENY ST,5879040,BP FILED,2015-04-22
N201508194769,68,68,0,0,1394 HARRISON ST,3519017,BP FILED,2015-08-19
N201512145054,256,256,0,0,1395 22ND ST,4167011,BP FILED,2015-12-14
N201511203191,2,1,0,0,1395 SHAFTER AV,4791025,BP FILED,2015-11-20
N201112070227,470,470,0,0,1400 07TH ST,3833001,CONSTRUCTION,2016-03-03
N201505136221,3,1,0,0,1407 29TH AV,1824001A,BP FILED,2015-05-13
N201206041789,2,1,0,0,1411 CHURCH ST,6566027,BP FILED,2012-06-04
N200808290369,6,6,0,0,1415 OCEAN AV,6941063,BP FILED,2008-08-29
N201407010196,2,1,0,0,1419 FUNSTON AV,1840002,BP FILED,2014-07-01
N201309197251,2,1,0,0,1433 48TH AV,1805006,CONSTRUCTION,2016-02-16
N201410239774,3,1,0,0,144 LEXINGTON ST,3589091,BP FILED,2014-10-23
N201301288928,2,1,0,0,1443 12TH AV,1841007,BP FILED,2013-01-28
N201603232845,2,1,0,0,1447 OAKDALE AV,5324020,BP Filed,2016-03-23
N200609253192,1,1,0,0,193 BREWSTER ST,5577010,CONSTRUCTION,2016-01-22
N201306280738,23,23,3,3,1450 15TH ST,3549064,CONSTRUCTION,2016-02-04
N200809252660,69,69,9,9,1450 FRANKLIN ST,0671006,CONSTRUCTION,2016-03-16
N201302250862,3,1,0,0,1451 MARIPOSA ST,4004034,CONSTRUCTION,2016-02-26
N201510169913,3,1,0,0,1453 18TH AV,1835010,BP FILED,2015-10-16
N201407070583,1,1,0,0,1455 11TH AV,1842011,BP FILED,2014-07-07
N201405276744,8,8,0,0,1458 BROADWAY,0572013,BP FILED,2014-05-27
N201512215664,3,1,0,0,1460 PAGE ST,1222014,BP FILED,2015-12-21
N201404223881,14,14,0,0,1463 LOMBARD ST,0503021,BP FILED,2014-04-22
N201512114902,2,1,0,0,1465 REVERE AV,4789014,BP FILED,2015-12-11
N201602230257,2,1,0,0,1466 PALOU AV,5324010,BP Filed,2016-02-23
N201210313210,9,9,0,0,1469 PACIFIC AV,0185029,PL FILED,2013-07-10
N201302150317,3,3,0,0,1470 MCALLISTER ST,0776035,CONSTRUCTION,2015-05-22
N201309126610,2,1,0,0,1474 48TH AV,1806019A,BP ISSUED,2015-03-12
N201411212191,2,1,0,0,1477 26TH AV,1827013A,BP ISSUED,2016-03-22
N200810315636,15,15,0,0,1490 OCEAN AV,3197010,CONSTRUCTION,2016-02-16
N201004029551,2,1,0,0,1491 FUNSTON AV,1840015,BP FILED,2010-04-02
N201601126880,13,13,0,0,15 - 23 GRACE ST,3509024,BP REINSTATED,2016-01-19
N201506229593,1,1,0,0,15 JOY ST,5577005,BP FILED,2015-06-22
N201012106469,1,1,0,0,1927 ALEMANY BL,6959030,CONSTRUCTION,2013-12-31
N201311010933,2,1,0,0,1936 FOLSOM ST,3552008,BP APPROVED,2014-06-06
N200908033985,1,1,0,0,194 SWEENY ST,5858024,BP ISSUED,2015-03-09
N201405125450,2,2,0,0,1947 OAKDALE AV,5319037,CONSTRUCTION,2016-02-24
N200609253191,3,3,0,0,195 BREWSTER ST,5577009,CONSTRUCTION,2016-02-11
N201502188607,4,2,0,0,195 BROAD ST,7113063,BP FILED,2015-02-18
N201504103368,2,1,0,0,25 JOSIAH AV,7050031,BP FILED,2015-04-10
N200904106077,2,2,0,0,1966 GREAT HY,2086007A,BP FILED,2009-04-10
N201504153723,3,1,0,0,1967 HAYES ST,1210031,BP FILED,2015-04-15
N201507171855,2,2,0,0,1973 GREENWICH ST,0518029,BP FILED,2015-07-17
N201312174382,351,351,0,0,1979 MISSION ST,3553052,BP FILED,2013-12-17
N201408053094,28,28,0,0,198 VALENCIA ST,3502108,BP FILED,2014-08-05
N201505126143,2,1,0,0,1987 OAKDALE AV,5319028,CONSTRUCTION,2016-03-23
N201509308468,2,1,0,0,1988 21ST AV,2114022,BP FILED,2015-09-30
N201405226523,1,1,0,0,2495 HARRISON ST,4084018,CONSTRUCTION,2016-02-23
N201410229595,4,1,0,0,25 ALVARADO ST,3634025,BP FILED,2014-10-22
N201408123622,12,3,0,0,25 ELGIN PARK ST,3502111,BP FILED,2014-08-12
N201301228393,3,1,0,0,333 SAN CARLOS ST,3609109,BP FILED,2013-01-22
N201501075157,3,1,0,0,3336 BRODERICK ST,0927024,BP FILED,2015-01-07
N201504093287,2,1,0,0,334 32ND AV,1402036,BP FILED,2015-04-09
N201003188484,1,1,0,0,3350 TARAVAL ST,2372024A,BP FILED,2010-03-18
N201408063130,2,1,0,0,336 HANOVER ST,6489035,BP FILED,2014-08-06
N201404012185,1,1,0,0,457 WALLER ST,0867031,BP ISSUED,2016-01-19
N201601147151,3,1,0,0,458 12TH AV,1533029,BP Filed,2016-01-14
N201506259894,10,1,0,0,460 14TH ST,3533021,BP FILED,2015-06-25
N201412184051,2,2,0,0,460 31ST AV,1462031,BP FILED,2014-12-18
N201303212727,2,1,2,1,4616 03RD ST,5306025,CONSTRUCTION,2015-08-19
N201502128133,1,1,0,0,462 PRENTISS ST,5701011,BP FILED,2015-02-12
N201506027757,2,1,0,0,463 32ND AV,1464006,BP FILED,2015-06-02
N201602089074,3,1,0,0,829 YORK ST,4088024,BP Filed,2016-02-08
N200711077576,1,1,0,0,83 PANORAMA DR,2821010,CONSTRUCTION,2015-03-17
N201312134211,1,1,0,0,830 EL CAMINO DEL MAR *,1312022,BP FILED,2013-12-13
N201411040616,1,1,0,0,831 CHENERY ST,6738020,BP FILED,2014-11-04
N201406138386,27,27,2,2,832 SUTTER ST,0281003,CONSTRUCTION,2016-01-21
N200902182284,3,1,0,0,835 LOMBARD ST,0073020,BP FILED,2009-02-18
N201412113579,3,3,0,0,835 SOUTH VAN NESS AV,3594023,BP FILED,2014-12-11
N200709072126,2,1,0,0,836 48TH AV,1690032,BP REINSTATED,2011-11-08
N201508174387,4,4,0,0,150 EUREKA ST,2692007,BP FILED,2015-08-17
N201406138394,431,431,50,50,150 VAN NESS AV,0814001,BP FILED,2014-06-13
N201601076586,3,1,0,0,1500 INNES AV,5259034,BP Filed,2016-01-07
N201511303685,10,1,0,0,1500 McAllister Street,1155005,BP Filed,2015-11-30
N201409297547,2,1,0,0,1507 33RD AV,1879001A,BP ISSUED,2015-05-15
N201411262632,3,2,0,0,151 BERNARD ST,0156015A,BP ISSUED,2015-12-18
N201009140824,1,1,0,0,1510 25TH ST,4224027,BP ISSUED,2011-08-19
N201409196840,2,1,0,0,1510 YORK ST,5514002,BP FILED,2014-09-19
N201407090780,2,2,0,0,1513 YORK ST,5513011,BP FILED,2014-07-09
N201512175343,2,1,0,0,1514 25TH AV,1870023,BP FILED,2015-12-17
N201504305084,3,1,0,0,1518 19TH AV,1864001N,BP FILED,2015-04-30
N201410148838,3,3,0,0,1524 OCEAN AV,3196006,BP REINSTATED,2015-03-30
N201312305280,1,1,0,0,1525 SHOTWELL ST,5545019,BP FILED,2013-12-30
N201504305082,2,1,0,0,1526 22ND AV,1867036,BP FILED,2015-04-30
N201307222452,1,1,0,0,1893 OAKDALE AV,5320015,BP FILED,2013-07-22
N201603222793,5,1,0,0,1528 15TH ST,3548021,BP FILED,2016-03-22
N201308285446,2,2,0,0,153 ARKANSAS ST,3983014,BP FILED,2013-08-28
N201509086337,2,1,0,0,1531 44TH AV,1890005,BP FILED,2015-09-08
N201405307085,15,15,0,0,1532 HOWARD ST,3511015,BP FILED,2014-05-30
N201409106031,9,8,0,0,1532 OCEAN AV,3196028,BP FILED,2014-09-10
N201512094574,2,2,0,0,1545 CLEMENT ST,1448038,BP FILED,2015-12-09
N201312033256,107,107,12,12,1545 PINE ST,0667016,BP ISSUED,2015-12-30
N201311222657,110,110,13,13,1546 - 1564 MARKET ST,0836007,BP FILED,2013-11-22
N201106228677,4,1,0,0,1551  FRANKLIN ST,0665002,BP ISSUED,2014-06-30
N201312305292,1,1,0,0,1551 SHOTWELL ST,5545017,BP FILED,2013-12-30
N201505146319,2,1,0,0,1555 23RD AV,1869011,BP FILED,2015-05-14
N201506199431,3,1,0,0,1555 FRANCISCO ST,0482030,BP ISSUED,2016-02-03
N201410159002,2,1,0,0,1560 DOLORES ST,6618003,BP ISSUED,2016-03-08
N201502249184,3,1,0,0,1594 GOLDEN GATE AV,0753010,CONSTRUCTION,2016-03-23
N201512235830,28,28,0,0,1598 BAY ST,0459007,PL FILED,2015-12-17
N201602220209,3,1,0,0,1599 DOLORES ST,6617018,BP Filed,2016-02-22
N201408133730,2,2,0,0,160 BERNARD ST,0156036,BP FILED,2014-08-13
N200810315629,1,1,0,0,160 SAN MARCOS AV,2861011,CONSTRUCTION,2014-01-23
N201603031058,145,145,0,0,1601 - 1677 MARIPOSA STREET / 485 CAROLINA (BLDG 1 OF 2),4006006,BP FILED,2016-03-03
N201311041047,4,4,0,0,1631 MCALLISTER ST,1179024A,CONSTRUCTION,2015-12-24
N201603010904,154,154,0,0,1601 - 1677 MARIPOSA STREET / 485 CAROLINA (BLDG 2 OF 2),4005001B,BP FILED,2016-03-01
N200412171712,27,27,0,0,1601 LARKIN ST,0620006,CONSTRUCTION,2016-03-22
N200902041380,3,1,0,0,161 SAN CARLOS ST,3589026,BP ISSUED,2009-11-23
N201412123685,2,1,0,0,161 UNIVERSITY ST,5934026,BP FILED,2014-12-12
N201603071401,3,1,0,0,1615 OAKDALE AV,5322047,BP Filed,2016-03-07
N200607106046,1,1,0,0,162 BREWSTER ST,5556019,CONSTRUCTION,2014-05-21
N201410229565,2,2,0,0,162 GRAND VIEW AV,2754052,BP ISSUED,2016-03-15
N201508134169,2,1,0,0,1625 CLEMENT ST,1449040,BP FILED,2015-08-13
N201502239095,1,1,0,0,1625 OAK ST,1223003,CONSTRUCTION,2015-08-26
N201510169944,2,2,0,0,1631 OAKDALE AV,5322032,BP FILED,2015-10-16
N201312184508,260,260,31,31,1634 - 1690 PINE ST,0647007,CONSTRUCTION,2016-03-29
N201203025301,1,1,0,0,1636 BUSH ST,0665012,BP FILED,2012-03-02
N201510068917,1,1,0,0,1642 GREAT HY,1895034,BP FILED,2015-10-06
N201504022622,3,1,0,0,1649 10TH AV,1933008,BP FILED,2015-04-02
N201510260778,1,1,0,0,1649 TREAT AV,5543009,BP FILED,2015-10-26
N200807176988,2,2,0,0,165 - 167 BRUSSELS ST,5926021,CONSTRUCTION,2016-01-05
N201203055396,34,34,0,0,1650 BROADWAY *,0570011,CONSTRUCTION,2016-03-21
N201409237117,4,4,0,0,1656 POST ST,0686040,CONSTRUCTION,2016-03-22
N201508275422,2,1,0,0,166 PALO ALTO AV,2721075,BP FILED,2015-08-27
N201110146866,2,1,0,0,166 WINFIELD ST,5617014,CONSTRUCTION,2015-09-23
N200706255058,7,4,0,0,1662 - 1664 UNION ST,0528008,BP FILED,2007-06-25
N201302140247,2,2,0,0,1750 OAKDALE AV,5312014,BP FILED,2013-02-14
N201410219535,2,1,0,0,167 HARVARD ST,5909023,BP FILED,2014-10-21
N201601116781,3,3,0,0,1670 ARMSTRONG AV,5419023,BP Filed,2016-01-11
N201602179822,113,113,0,0,168 - 186 EDDY ST,0331011,BP Filed,2016-02-17
N201507060742,4,4,0,0,1695 FOLSOM ST,3522074,BP FILED,2015-07-06
N200612018971,2,1,0,0,1698 10TH AV,1934023,BP FILED,2006-12-01
N201406108024,160,160,0,0,1699 MARKET ST,3504030,BP FILED,2014-06-10
N201601126879,13,13,0,0,17 GRACE ST,3509026,BP REINSTATED,2016-01-19
N201601076555,2,1,0,0,17 OTTAWA AV,7044A018,BP Filed,2016-01-07
N201604074244,42,42,5,5,1700 MARKET ST,0855016,BP FILED,2016-04-07
N200904065665,6,6,0,0,1701 09TH AV,2040001,CONSTRUCTION,2013-01-08
N201004261017,2,1,0,0,1710 OAKDALE AV,5312049,BP FILED,2010-04-26
N201503191302,2,1,0,0,1715 26TH AV,2023004,BP FILED,2015-03-19
N201301238540,14,14,0,0,1727 LOMBARD ST,0506036,BP FILED,2013-01-23
N200908124639,19,18,0,0,1731 - 1741 POWELL ST,0101004,BP ISSUED,2015-02-24
N201009241613,2,1,0,0,1734 NEWCOMB AV,5305010,BP FILED,2010-09-24
N201511203266,2,1,0,0,1738 FILBERT ST,0520008,BP FILED,2015-10-20
N201306250390,2,1,0,0,1748 OAKDALE AV,5312013,BP FILED,2013-06-25
N201312305300,2,1,0,0,1749 DOLORES ST,6659006,CONSTRUCTION,2015-10-05
N201305157021,1,1,0,0,175 BREWSTER ST,5577012,BP ISSUED,2015-11-24
N201505287372,2,1,0,0,175 MAYNARD ST,5891004A,BP ISSUED,2016-01-22
N201310159297,2,1,0,0,1756 REVERE AV,5338018,CONSTRUCTION,2015-06-01
N201305298094,1,1,0,0,1758 12TH AV,2038A019,CONSTRUCTION,2015-12-08
N200712261296,2,1,0,0,176 RANDALL ST,6655030,BP APPROVED,2014-02-11
N201307151824,1,1,0,0,1762 12TH AV,2038A018,CONSTRUCTION,2016-02-18
N201501307147,3,1,0,0,1767 BEACH ST,0443A017,BP FILED,2015-01-30
N201306068876,1,1,0,0,1769 11TH AV,2038A013,BP ISSUED,2014-10-07
N201403211380,1,1,0,0,177 SAGAMORE ST,7147050,BP APPROVED,2016-03-10
N201601278103,1,1,0,0,1776 VALLEJO ST,0552031,BP Filed,2016-01-27
N201509227704,2,1,0,0,1780 REVERE AV,5338025,BP FILED,2015-09-22
N201305207414,2,1,0,0,1781 QUESADA AV,5338032,BP FILED,2013-05-20
N201210242702,8,8,0,0,1785 15TH ST,3555036,CONSTRUCTION,2016-03-29
N201508275396,2,1,0,0,1788 SILVER AV,5396001D,BP FILED,2015-08-27
N201505277278,4,2,0,0,1794 SAN JOSE AV,6793011,BP FILED,2015-05-27
N201310038419,54,54,0,0,1801 AND 1863 MISSION ST,3548033,BP FILED,2013-10-03
N201311222590,1,1,0,0,1801 SCOTT ST,1050007,BP ISSUED,2014-12-11
N201305015894,140,140,0,0,181 FREMONT ST,3719010,CONSTRUCTION,2016-03-28
N200709193055,3,1,0,0,1812 TAYLOR ST,0119025,BP ISSUED,2011-07-13
N201409307715,2,1,0,0,1822 22ND AV,2058009J,BP ISSUED,2016-02-01
N201310119178,7,7,0,0,1823 TURK ST,1153020,CONSTRUCTION,2016-03-22
N201508214923,3,1,0,0,1824 15TH ST,3545097,BP FILED,2015-08-21
N201511092165,2,1,0,0,1824 JENNINGS ST,4790005,BP FILED,2015-11-09
N201501054868,3,1,0,0,1837 LARKIN ST,0596004,BP FILED,2015-01-05
