PERMIT_ID,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,NAMEADDR,APN,BESTSTAT,BESTDATE
N201312315336,3,2,0,0,5875 MISSION ST,6472022,BP FILED,2013-12-31
N201502188607,4,2,0,0,195 BROAD ST,7113063,BP FILED,2015-02-18
N200702214545,3,2,0,0,1419 BRODERICK ST,1080008,BP FILED,2007-02-21
N201407020323,2,2,0,0,935 KANSAS ST,4094045,BP FILED,2014-07-02
N200806275518,2,2,0,0,339 18TH AV,1450007,BP FILED,2008-06-27
N201310169408,2,2,0,0,1271 19TH AV,1731015,PL FILED,2014-08-15
N201405125450,2,2,0,0,1947 OAKDALE AV,5319037,BP FILED,2014-05-12
N201312315375,2,2,0,0,1212 EGBERT AV,4909003,BP FILED,2013-12-31
N201412163794,2,2,0,0,2774 SAN BRUNO AV,6048010,BP FILED,2014-12-16
N201503160999,3,2,0,0,4221 GEARY BL,1538036,BP FILED,2015-03-16
N201107089769,4,2,0,0,3932 GEARY BL,1435017,BP FILED,2011-07-08
N200704279893,2,2,0,0,106 BACHE ST,5826003,BP FILED,2007-04-27
N200911302251,3,1,0,0,483 35TH AV,1467020,BP FILED,2009-11-30
N201206041789,2,1,0,0,1411 CHURCH ST,6566027,BP FILED,2012-06-04
N200811196948,2,1,0,0,2104 CASTRO ST,6611003,BP FILED,2008-11-19
N201303293381,2,1,0,0,349 RICHLAND AV,5721077,BP FILED,2013-03-29
N201009241613,2,1,0,0,1734 NEWCOMB AV,5305010,BP FILED,2010-09-24
N201406259421,2,1,0,0,2224 SACRAMENTO ST,627006,BP FILED,2014-06-25
N201003188484,1,1,0,0,3350 TARAVAL ST,2372024A,BP FILED,2010-03-18
N201003107932,1,1,0,0,890 GROVE ST,797019,CONSTRUCTION,2014-05-27
N201408123679,1,1,0,0,1370 PACIFIC AV,155021,BP FILED,2014-08-12
N201408123674,1,1,0,0,1364 PACIFIC AV,155020,BP FILED,2014-08-12
N200908034026,2,1,0,0,445 WALLER ST,867033,BP FILED,2009-08-03
N200906160568,2,1,0,0,60 FOUNTAIN ST,6501010,BP FILED,2009-06-16
N201004029551,2,1,0,0,1491 FUNSTON AV,1840015,BP FILED,2010-04-02
N201004261017,2,1,0,0,1710 OAKDALE AV,5312049,BP FILED,2010-04-26
N201005061831,2,1,0,0,1248 SILVER AV,5918001,BP FILED,2010-05-06
N201008279734,2,1,0,0,4335 LINCOLN WY,1706045,PL FILED,2011-05-06
N201205251254,2,1,0,0,2851 FILBERT ST,948018,PL FILED,2010-08-23
N201408053038,2,1,0,0,335 RALSTON ST,7003013,BP ISSUED,2015-06-01
N201407171522,2,1,0,0,466 VERNON ST,6994039,BP FILED,2014-07-17
N200703216875,1,1,0,0,345 LOUISBURG ST,7036012,BP FILED,2007-03-21
N200804159728,6,1,0,0,5498 MISSION ST,7044A006,PL FILED,2009-11-18
N201503231627,3,1,0,0,3769 CESAR CHAVEZ ST,6577046,BP FILED,2015-03-23
N201503060173,3,1,0,0,53 MIGUEL ST,6665049,BP FILED,2015-03-06
N200908144854,2,1,0,0,2727 GOUGH ST,529002,BP FILED,2009-08-14
N200902182284,3,1,0,0,835 LOMBARD ST,73020,BP FILED,2009-02-18
N200806114219,2,1,0,0,1173 PLYMOUTH AV,6942004,BP FILED,2008-06-11
N200902122009,2,1,0,0,227 NORIEGA ST,2046040A,BP FILED,2009-02-12
N201501276733,2,1,0,0,34 COUNTRY CLUB DR,7279041,BP FILED,2015-01-27
N201503029743,2,1,0,0,868 DUNCAN ST,7518081,BP FILED,2015-03-02
N200902061524,2,1,0,0,421 ALVARADO ST,3625040,BP FILED,2009-02-06
N201103232716,2,1,0,0,977 NORTH POINT ST,453011,BP FILED,2011-03-23
N201411040625,2,1,0,0,508 GARFIELD ST,6994020,BP FILED,2014-11-04
N200809040762,2,1,0,0,762 37TH AV,1608012,BP FILED,2008-09-04
N200707066144,2,1,0,0,623 40TH AV,1583006,BP FILED,2007-07-06
N200605222098,2,1,0,0,622 29TH AV,1571015C,BP FILED,2006-05-22
N200804159772,2,1,0,0,411 28TH AV,1460024,BP FILED,2008-04-15
N201412012693,1,1,0,0,2877 FOLSOM ST,6521025,BP FILED,2014-12-01
N201407292390,2,1,0,0,112 12TH AV,1371039,BP FILED,2014-07-29
N201503302274,2,1,0,0,1160 PRAGUE ST,6484024,BP FILED,2015-03-30
N201410017778,1,1,0,0,339 CRESCENT AV,5744016,BP FILED,2014-10-01
N201410068159,2,1,0,0,601 29TH ST,7537001,BP FILED,2014-10-06
N201312315426,2,1,0,0,2337 TARAVAL ST,2392037,BP FILED,2013-12-31
N201410280037,1,1,0,0,268 GRAND VIEW AV,2764010,BP FILED,2014-10-28
N201410158900,1,1,0,0,19 ARGUELLO BL,1355004,BP FILED,2014-10-15
N201410169094,1,1,0,0,628 29TH ST,7536010,BP FILED,2014-10-16
N200807035945,2,1,0,0,427 MORAGA ST,2039044,BP FILED,2008-07-03
N200612018971,2,1,0,0,1698 10TH AV,1934023,BP FILED,2006-12-01
N201412123652,2,1,0,0,37 BLAKE ST,1067009,BP FILED,2014-12-12
N201503312380,3,1,0,0,267 SAN CARLOS ST,3596025,BP FILED,2015-03-31
N200905289263,2,1,0,0,473 11TH AV,1533017,BP FILED,2009-05-28
N201210172213,5,1,0,0,811 CAPP ST,3642062,BP FILED,2012-10-17
N201503090286,1,1,0,0,532 NATOMA ST,3726062,BP FILED,2015-03-09
N201411040616,1,1,0,0,831 CHENERY ST,6738020,BP FILED,2014-11-04
N201503191328,1,1,0,0,2181 09TH AV,2860004,BP FILED,2015-03-19
N201503241678,2,1,0,0,428 GROVE ST,793009,BP FILED,2015-03-24
N201502249184,3,1,0,0,1594 GOLDEN GATE AV,753010,BP FILED,2015-02-24
N201502178476,2,1,0,0,779 40TH AV,1604003I,BP FILED,2015-02-17
N201503120626,2,1,0,0,4820 FULTON ST,1667024,BP FILED,2015-03-12
N201503191386,3,1,0,0,844 33RD AV,1675016,BP FILED,2015-03-19
N200707025741,2,1,0,0,2237 POLK ST,550004,BP FILED,2007-07-02
N201411030494,1,1,0,0,2008 KEITH ST,5386002,BP FILED,2014-11-03
N201411191947,1,1,0,0,116 ELSIE ST,5618007,BP FILED,2014-11-19
N201410108695,2,1,0,0,331 COLLINGWOOD ST,2752024,BP FILED,2014-10-10
N201504153735,2,1,0,0,240 CHENERY ST,6685006A,BP FILED,2015-04-15
N200801172733,1,1,0,0,3342 STEINER ST,491020,BP FILED,2008-01-17
N201503201411,1,1,0,0,4500 17TH ST,2628034,BP FILED,2015-03-20
N201502128133,1,1,0,0,462 PRENTISS ST,5701011,BP FILED,2015-02-12
N201502178455,3,1,0,0,978 - 980 GUERRERO ST,3618092,BP FILED,2015-02-17
N201501155871,2,1,0,0,1200 32ND AV,1719012,BP FILED,2015-01-15
N201503251826,3,1,0,0,1308 04TH AV,1758046,BP FILED,2015-03-25
N200805142097,2,1,0,0,1331 FLORIDA ST,4273018,BP FILED,2008-05-14
N200703216793,3,1,0,0,1366 SAN BRUNO AV,4263007,BP FILED,2007-03-21
N201410229595,4,1,0,0,25 ALVARADO ST,3634025,BP FILED,2014-10-22
N201501054868,3,1,0,0,1837 LARKIN ST,596004,BP FILED,2015-01-05
N200612159955,2,1,0,0,749 WISCONSIN ST,4098027,BP FILED,2006-12-15
N201402118267,2,1,0,0,891 CAROLINA ST,4097027,BP FILED,2014-02-11
N201503312413,2,1,0,0,268 CLARA ST,3753075,BP FILED,2015-03-31
N201502107933,2,1,0,0,1110 YORK ST,4209002,BP FILED,2015-02-10
N200803066478,2,1,0,0,3301 FOLSOM ST,5524045,BP FILED,2008-03-06
N200606204561,1,1,0,0,47 LEDYARD ST,5395065,BP FILED,2006-06-20
N201503039869,3,1,0,0,1274 HAMPSHIRE ST,4266012,BP FILED,2015-03-03
N201503110498,2,1,0,0,824 FLORIDA ST,4085003,BP FILED,2015-03-11
N201410300350,2,1,0,0,231 JULES AV,6940012,BP FILED,2014-10-30
N201412123685,2,1,0,0,161 UNIVERSITY ST,5934026,BP FILED,2014-12-12
N201412294552,2,1,0,0,497 CAMPBELL AV,6208027,BP FILED,2014-12-29
N201410027943,2,1,0,0,80 OLIVER ST,6472075,BP FILED,2014-10-02
N201412083275,2,1,0,0,4400 25TH ST,6504017,BP FILED,2014-12-08
N201501307147,3,1,0,0,1767 BEACH ST,443A017,BP FILED,2015-01-30
N201502047444,1,1,0,0,2018 19TH ST,4030014,BP FILED,2015-02-04
N201412053178,3,1,0,0,322 COLERIDGE ST,5673003,BP FILED,2014-12-05
N201410280029,3,1,0,0,33 LEO ST,6956014,BP FILED,2014-10-28
N201412304716,2,1,0,0,350 15TH AV,1446038,BP FILED,2014-12-30
N201410159002,2,1,0,0,1560 DOLORES ST,6618003,BP FILED,2014-10-15
N201411040624,2,1,0,0,252 16TH AV,1418033,BP FILED,2014-11-04
N201501216187,2,1,0,0,963 ALABAMA ST,4146025,BP FILED,2015-01-21
N201501297021,1,1,0,0,524 HICKORY ST,829024,BP FILED,2015-01-29
N201502239095,1,1,0,0,1625 OAK ST,1223003,BP FILED,2015-02-23
N201410219535,2,1,0,0,167 HARVARD ST,5909023,BP FILED,2014-10-21
N201411181853,3,1,0,0,5921 CALIFORNIA ST,1412030,BP FILED,2014-11-18
N201409196883,1,1,0,0,799 Castro Street,3603024,BP FILED,2014-09-19
N201410027946,2,1,0,0,371 12TH AV,1444015,BP FILED,2014-10-02
N201411040618,2,1,0,0,718 17TH AV,1659041,BP FILED,2014-11-04
N201307303167,37,1,0,0,720 YORK ST,4080015,BP FILED,2013-07-30
N201411242420,3,1,0,0,1044 JACKSON ST,181013,BP FILED,2014-11-24
N201411252470,3,1,0,0,102 BAKER ST,1219018,BP FILED,2014-11-25
N201312134211,1,1,0,0,830 EL CAMINO DEL MAR *,1312022,BP FILED,2013-12-13
N201312265039,1,1,0,0,23 CANYON DR,6435012,BP FILED,2013-12-26
N201309126618,2,1,0,0,618 17TH AV,1628028,BP FILED,2013-09-12
N201308225028,3,1,0,0,735 CLAYTON ST,1253009,BP FILED,2013-08-22
N201404163343,2,1,0,0,1239 21ST AV,1729007,BP FILED,2014-04-16
N201310048576,1,1,0,0,2855 FILBERT ST,948029,BP FILED,2013-10-04
N201310219830,2,1,0,0,24 ORD CT,2619066,BP FILED,2013-10-21
N201310219817,2,1,0,0,22 ORD CT,2619067,BP FILED,2013-10-21
N201407171519,2,1,0,0,547 VICTORIA ST,6992012,BP FILED,2014-07-17
N201405135633,2,1,0,0,668 23RD AV,1622025,BP FILED,2014-05-13
N201409095796,2,1,0,0,827 34TH AV,1677004,BP FILED,2014-09-09
N201501165971,2,1,0,0,607 34TH AV,1577001A,BP FILED,2015-01-16
N201503312337,3,1,0,0,672 37TH AV,1579017,BP FILED,2015-03-31
N201305207414,2,1,0,0,1781 QUESADA AV,5338032,BP FILED,2013-05-20
N201308124073,2,1,0,0,42 HOMESTEAD ST,6503006,BP FILED,2013-08-12
N201409196840,2,1,0,0,1510 YORK ST,5514002,BP FILED,2014-09-19
N201409025180,3,1,0,0,763 05TH AV,1648012,BP FILED,2014-09-02
N201404143170,1,1,0,0,2582 FILBERT ST,944030,BP FILED,2014-04-14
N201404304602,2,1,0,0,6423 CALIFORNIA ST,1407046,BP FILED,2014-04-30
N201503312346,2,1,0,0,4524 CABRILLO ST,1598020,BP FILED,2015-03-31
N201502128257,2,1,0,0,575 ATHENS ST,6092018,BP FILED,2015-02-12
N201409307715,2,1,0,0,1822 22ND AV,2058009J,BP FILED,2014-09-30
N201304094098,2,1,0,0,208 GIRARD ST,5980003,BP FILED,2013-04-09
N201306250390,2,1,0,0,1748 OAKDALE AV,5312013,BP FILED,2013-06-25
N201312305292,1,1,0,0,1551 SHOTWELL ST,5545017,BP FILED,2013-12-30
N201503029757,2,1,0,0,972 RUTLAND ST,6304014,BP FILED,2015-03-02
N201503191302,2,1,0,0,1715 26TH AV,2023004,BP FILED,2015-03-19
N201407211747,2,1,0,0,3339 ANZA ST,1567032,BP FILED,2014-07-21
N201409186681,2,1,0,0,1321 19TH AV,1774006,BP FILED,2014-09-18
N201407010196,2,1,0,0,1419 FUNSTON AV,1840002,BP FILED,2014-07-01
N201503191389,2,1,0,0,550 07TH AV,1549034,BP FILED,2015-03-19
N201501206148,1,1,0,0,418 SHRADER ST,1226019,BP FILED,2015-01-20
N201408143818,2,1,0,0,1758 36TH AV,2014004,BP FILED,2014-08-14
N201503100444,2,1,0,0,1341 17TH AV,1772004K,BP FILED,2015-03-10
N201411060898,2,1,0,0,3125 LINCOLN WY,1718046,BP FILED,2014-11-06
N201411212188,2,1,0,0,1246 38TH AV,1713036,BP FILED,2014-11-21
N201407231943,2,1,0,0,108 ORSI CR,5428D037,BP FILED,2014-07-23
N201410249874,2,1,0,0,938 SANTIAGO ST,2329008,BP FILED,2014-10-24
N201501226464,2,1,0,0,579 MIRAMAR AV,3175003,BP FILED,2015-01-22
N201408012759,2,1,0,0,88 LE CONTE CR,4991264,BP FILED,2014-08-01
N201410290258,2,1,0,0,1019 KANSAS ST,4158060,BP FILED,2014-10-29
N201411212191,2,1,0,0,1477 26TH AV,1827013A,BP FILED,2014-11-21
N201412224267,1,1,0,0,3252 19TH ST,3591025,BP FILED,2014-12-22
N201410088357,2,1,0,0,2227 33RD AV,2316001,BP FILED,2014-10-08
N201410068187,2,1,0,0,371 STAPLES AV,3158033,BP FILED,2014-10-06
N201412234434,3,1,0,0,53 DOUGLASS ST,2623039,BP FILED,2014-12-23
N201412224319,2,1,0,0,2433 SANTIAGO ST,2364047,BP FILED,2014-12-22
N201411212273,2,1,0,0,2308 21ST AV,2349038,BP FILED,2014-11-21
N201412123641,2,1,0,0,1076 RHODE ISLAND ST,4158011,BP FILED,2014-12-12
N201405307105,1,1,0,0,88 MONTCALM ST,5529012,BP FILED,2014-05-30
N201503312342,2,1,0,0,1855 30TH AV,2067002O,BP FILED,2015-03-31
N201309237536,1,1,0,0,122 ARCH ST,7119027,BP FILED,2013-09-23
N201307222452,1,1,0,0,1893 OAKDALE AV,5320015,BP FILED,2013-07-22
N201503090303,2,1,0,0,2219 31ST AV,2318005,BP FILED,2015-03-09
N201409055540,3,1,0,0,500 19TH AV,1561038A,BP FILED,2014-09-05
N201312164318,1,1,0,0,3526 FOLSOM ST,5626014,BP FILED,2013-12-16
N201503039823,2,1,0,0,466 VICTORIA ST,7008038,BP FILED,2015-03-03
N201408224556,3,1,0,0,969 OAK ST,845027,BP FILED,2014-08-22
N201405296982,1,1,0,0,127 EDGEHILL WY,2933007,BP FILED,2014-05-29
N201401226857,1,1,0,0,2528 UNION ST,945012,BP FILED,2014-01-22
N201307151824,1,1,0,0,1762 12TH AV,2038A018,BP FILED,2013-07-15
N201404012185,1,1,0,0,457 WALLER ST,867031,BP FILED,2014-04-01
N201408063130,2,1,0,0,336 HANOVER ST,6489035,BP FILED,2014-08-06
N201403211380,1,1,0,0,177 SAGAMORE ST,7147050,BP FILED,2014-03-21
N201203055412,1,1,0,0,10 APTOS AV,3261002,BP FILED,2012-03-05
N201204138248,1,1,0,0,412 HEARST AV,3116007,BP FILED,2012-04-13
N201501135623,2,1,0,0,189 COUNTRY CLUB DR,7277044,BP FILED,2015-01-13
N201407111091,3,1,0,0,55 DUNCAN ST,6597037,BP FILED,2014-07-11
N201401307462,1,1,0,0,1117 HOWARD ST,3730118,BP FILED,2014-01-30
N201306189882,3,1,0,0,3643 19TH ST,3598068,BP FILED,2013-06-18
N201409267403,2,1,0,0,300 FOERSTER ST,3116023,BP FILED,2014-09-26
N201312305280,1,1,0,0,1525 SHOTWELL ST,5545019,BP FILED,2013-12-30
N201503039806,2,1,0,0,3303 FOLSOM ST,5524044,BP FILED,2015-03-03
N201402067966,1,1,0,0,119 VERNON ST,7085017,BP FILED,2014-02-06
N201403100278,3,1,0,0,1181 VALENCIA ST,3636027,BP FILED,2014-03-10
N201409267378,2,1,0,0,76 BRUCE AV,6946019,BP FILED,2014-09-26
N201011054435,1,1,0,0,216 HEAD ST,7135023,BP FILED,2010-11-05
N201012076279,1,1,0,0,220 WILLIAMS AV,5406016,BP FILED,2010-12-07
N201402208929,2,1,0,0,1123 CAROLINA ST,4219043,BP FILED,2014-02-20
N201107119929,2,1,0,0,4267 23RD ST,2805036,BP FILED,2011-07-11
N201501125418,2,1,0,0,239 14TH AV,1419007,BP FILED,2015-01-12
