PERMIT_ID,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,NAMEADDR,APN,BESTSTAT,BESTDATE
N201307051190,162,162,0,0,101 POLK ST,811002,CONSTRUCTION,2015-03-31
N201301319232,160,160,10,10,1321 MISSION STREET,3509043,CONSTRUCTION,2015-03-31
N200810315586,156,156,0,0,1415 MISSION ST,3510001,CONSTRUCTION,2015-04-01
N201410017815,155,17,0,0,33 POWELL ST,330004,BP FILED,2014-10-01
N201305015894,140,140,0,0,181 FREMONT ST,3719010,CONSTRUCTION,2015-03-13
N201305036062,139,139,0,0,555 FULTON ST,794028,CONSTRUCTION,2015-03-31
N201209059005,116,116,160,160,100 BUCHANAN ST,870003,CONSTRUCTION,2014-12-04
N201311202410,115,115,0,0,923 FOLSOM STREET,3753106,BP APPROVED,2015-03-02
N200512281146,110,107,60,60,101 EXECUTIVE PARK BL,4991600,BP FILED,2010-10-25
N201311222657,110,110,0,0,1554 MARKET ST,836007,BP FILED,2013-11-22
N200907223197,63,63,0,0,101 DONAHUE ST,4591C042,CONSTRUCTION,2015-03-31
N201306210213,109,109,0,0,2171 THIRD ST,4045003,BP FILED,2013-06-21
N201312033256,107,107,12,12,1545 PINE ST,667016,BP FILED,2013-12-03
N201207104447,98,98,0,0,1100 GOLDEN GATE AV,757025,CONSTRUCTION,2015-03-27
N201312093691,94,94,0,0,645 TEXAS ST,4102026,BP ISSUED,2015-01-27
N201401166470,93,93,0,0,2600 ARELIOUS WALKER DR,4884025,BP ISSUED,2014-10-02
N201405054911,88,88,0,0,815 TENNESSEE STREET,4059001A,BP FILED,2014-05-05
N201312134180,87,87,0,0,2198 MARKET ST,3542039,CONSTRUCTION,2015-03-13
N201306270692,85,85,0,0,101 HYDE ST,346003A,BP FILED,2013-06-27
N201211093966,84,84,0,0,2655 BUSH ST,1052024,CONSTRUCTION,2015-03-04
N201306250465,84,84,0,0,480 POTRERO AV,3973002C,CONSTRUCTION,2015-03-26
N201412194144,81,24,0,0,690 MARKET ST,311016,BP FILED,2014-12-19
N201301238536,78,78,0,0,620 SUTTER ST,283004A,BP FILED,2013-01-23
N201311222660,77,77,0,0,2155 WEBSTER ST,629037,CONSTRUCTION,2015-03-18
N200806164548,76,37,0,0,226 06TH ST,3731003,CONSTRUCTION,2014-10-20
N201311202405,75,75,0,0,346 POTRERO AVENUE,3962008,BP ISSUED,2015-02-18
N201303273113,75,75,0,0,344 - 388 FULTON ST,785029,CONSTRUCTION,2015-03-25
N200705010136,74,74,0,0,72 TOWNSEND ST,3789003,CONSTRUCTION,2015-03-31
N201010052342,84,84,0,0,490 SOUTH VAN NESS AV,3553008,BP FILED,2010-10-05
N201309257711,71,71,11,11,2298 03RD ST,4059009,BP APPROVED,2014-12-26
N200809252660,69,69,0,0,1450 FRANKLIN ST,671006,CONSTRUCTION,2015-03-04
N201211295086,67,67,67,44,200-214 6TH ST,3731001,BP ISSUED,2014-01-30
N201010143017,67,67,0,0,527 STEVENSON ST,3703012,PL APPROVED,2014-01-10
N201006104250,61,61,0,0,5050 MISSION ST,6969001,BP APPROVED,2014-03-13
N201402047761,56,56,0,0,2800 SLOAT BL,2515001,BP ISSUED,2014-12-30
N201204168406,83,83,83,83,800 PRESIDIO AV,1073013,BP ISSUED,2014-06-20
N200712311569,50,4,0,0,875 POST ST,303014,BP ISSUED,2012-07-20
N201412163796,47,47,0,0,1 EARL ST,4591D131,BP FILED,2014-12-16
N200602023710,47,47,0,0,570 JESSIE ST,3703086,BP ISSUED,2015-02-20
N201306260573,41,41,0,0,450 HAYES STREET,808039,CONSTRUCTION,2015-03-25
N200806275522,41,41,0,0,5400 GEARY BL,1450008,PL APPROVED,2013-04-25
N201205180774,37,37,0,0,25 DOLORES ST,3534069,CONSTRUCTION,2015-01-09
N201307303167,37,1,0,0,720 YORK ST,4080015,BP FILED,2013-07-30
N201412053181,36,8,0,0,51 INNES CT,4591C092,BP FILED,2014-12-05
N201412053180,36,8,0,0,52 INNES CT,4591C082,BP FILED,2014-12-05
N200602215057,35,35,0,0,1860 VAN NESS AV,619012,CONSTRUCTION,2015-03-20
N200912223671,35,35,0,0,401 INNES AV,4591C095,CONSTRUCTION,2015-03-13
N200912032516,35,35,5,5,1 FRANKLIN ST,837003,BP ISSUED,2015-03-04
N200912223673,34,34,0,0,50 JERROLD AV,4591C099,CONSTRUCTION,2015-03-13
N201412294587,34,34,0,0,980 FOLSOM ST,3732028,BP FILED,2014-12-29
N201203055396,34,34,0,0,1650 BROADWAY *,570011,CONSTRUCTION,2015-03-20
N201412194135,31,10,0,0,10 INNES CT,4591C078,BP FILED,2014-12-19
N201312093685,29,29,0,0,580 HAYES ST,807010,BP ISSUED,2015-03-31
N201412053170,29,8,0,0,10 KENNEDY PL,4591C073,BP FILED,2014-12-05
N201408053094,28,28,0,0,198 VALENCIA ST,3502108,BP FILED,2014-08-05
N201211284953,28,28,4,4,ONE CAPITOL AV,7148040,CONSTRUCTION,2014-11-14
N200907223200,25,25,0,0,201 DONAHUE ST,4591C093,CONSTRUCTION,2015-02-11
N200507208144,25,25,0,0,468 CLEMENTINA ST,3732071,CONSTRUCTION,2015-03-09
N201312043354,24,3,0,0,885 FRANKLIN ST,744020,BP FILED,2013-12-04
N201305177243,24,24,0,0,376 CASTRO ST,2623006,BP FILED,2013-05-17
N201204238894,24,1,0,0,621 STOCKTON ST,256003,PL APPROVED,2012-05-10
N201306280738,23,23,0,0,1450 15TH ST,3549064,BP FILED,2013-06-28
N201401247066,22,22,0,0,233 SHIPLEY ST,3753096,BP ISSUED,2015-03-16
N200810023278,22,22,0,0,2210 MARKET ST,3560001,BP ISSUED,2012-03-14
N201007297765,21,21,0,0,2353 LOMBARD ST,512025,BP FILED,2010-07-29
N201401297354,21,21,0,0,2347 LOMBARD ST,512026,BP ISSUED,2014-07-25
N201403100361,20,20,0,0,1335 LARKIN ST,645003,PL FILED,2014-07-23
N201306149565,20,20,0,0,1255- 1275 COLUMBUS AV,28014,BP ISSUED,2014-04-22
N201403170944,20,20,0,0,449 14TH STREET,3546026,BP FILED,2014-03-17
N200908124639,19,18,15,15,1741 POWELL ST,101004,BP ISSUED,2015-02-24
N200408121427,18,18,0,0,899 VALENCIA ST,3596113,CONSTRUCTION,2015-03-03
N201412113580,18,18,0,0,89 KIRKWOOD AV,4591C165,BP FILED,2014-12-11
N200912243842,17,1,0,0,693 SUTTER ST,297009,CONSTRUCTION,2013-01-03
N200810013162,16,16,0,0,360 OCTAVIA ST,832026,BP FILED,2008-10-01
N201311041054,16,16,0,0,3420 18TH ST,3576090,BP FILED,2013-11-04
N200810013158,16,16,0,0,300 OCTAVIA ST,832025,BP FILED,2008-10-01
N201012277437,15,15,0,0,1050 VALENCIA ST,3617008,BP REINSTATED,2014-11-13
N201405307085,15,15,0,0,1532 HOWARD ST,3511015,BP FILED,2014-05-30
N201303122049,15,15,0,0,248 - 252 09TH ST,3518006,CONSTRUCTION,2015-02-09
N200810315636,15,15,0,0,1446 OCEAN AV,3197010,BP ISSUED,2015-03-19
N201202295144,9,9,0,0,420 INNES AV,4591C070,CONSTRUCTION,2015-02-26
N200311180506,13,13,0,0,200 DOLORES ST,3557062,BP FILED,2008-08-19
N200712140534,13,13,0,0,1 STANYAN STREET,1084001B,BP FILED,2007-12-14
N201305217457,12,12,0,0,690 PAGE ST,843016,BP FILED,2013-05-21
N200912223677,12,12,0,0,201 FRIEDELL ST,4591C094,CONSTRUCTION,2015-03-13
N201408123622,12,3,0,0,25 ELGIN PARK ST,3502111,BP FILED,2014-08-12
N200912223674,12,12,0,0,200 COLEMAN ST,4591C098,CONSTRUCTION,2015-03-19
N200912223676,12,12,0,0,198 COLEMAN ST,4591C069,CONSTRUCTION,2015-02-27
N200408040564,12,12,0,0,140 PENNSYLVANIA AV,3987010,BP ISSUED,2014-08-06
N201404032363,11,11,0,0,2419 LOMBARD ST,937029,BP FILED,2014-04-03
N201204138282,11,8,0,0,"2419, 2421 & 2435 LOMBARD ST",937028,BP FILED,2012-04-13
N201402198846,10,6,0,0,3324 19TH ST,3590014,BP FILED,2014-02-19
N201209270766,10,10,0,0,2895 SAN BRUNO AV,5457037,BP ISSUED,2013-08-19
N201405206278,10,4,0,0,2782 FOLSOM ST,3641010C,BP FILED,2014-05-20
N201105256770,10,10,0,0,140 09TH ST,3509005,CONSTRUCTION,2015-01-29
N200708079019,10,10,0,0,2350 19TH AV,2347004G,BP ISSUED,2014-07-11
N201410108662,9,9,0,0,2889 JENNINGS ST,4913011,BP FILED,2014-10-10
N201409106031,9,8,0,0,1532 OCEAN AV,3196028,BP FILED,2014-09-10
N201404223881,14,14,0,0,1463 LOMBARD ST,503021,BP FILED,2014-04-22
N201202295141,9,9,0,0,100 AVOCET WY,4591C057,CONSTRUCTION,2015-02-23
N201202295142,9,9,0,0,101 AVOCET WY,4591C059,CONSTRUCTION,2015-01-28
N200605232239,9,9,0,0,130 TURK ST,339006,CONSTRUCTION,2013-11-04
N201306199977,9,9,0,0,131 MISSOURI ST,3985024,BP FILED,2013-06-19
N201210313210,9,9,0,0,1469 PACIFIC AV,185029,PL FILED,2013-07-10
N201210242702,8,8,0,0,1785 15TH ST,3555036,BP ISSUED,2013-12-18
N201310078679,9,9,1,1,33 NORFOLK ST,3521053A,PL FILED,2014-04-17
N201405085278,9,9,0,0,2420 03RD ST,4108003F,BP FILED,2014-05-08
N201202295145,9,9,0,0,470 INNES AV,4591C046,CONSTRUCTION,2015-01-28
N201202295147,9,9,0,0,451 HUDSON AV,4591C045,CONSTRUCTION,2015-01-14
N200808058406,9,9,0,0,436 OFARRELL ST,317005,BP FILED,2008-08-05
N201202295146,9,9,0,0,421 HUDSON AV,4591C068,CONSTRUCTION,2015-01-14
N201009271690,8,4,0,0,1338 FILBERT ST,524031,BP ISSUED,2011-01-31
N200608290916,8,8,0,0,382 RANDOLPH ST,7088051,BP APPROVED,2011-11-28
N201305167075,8,8,0,0,259 CLARA ST,3753042,BP FILED,2013-05-16
N201405276744,8,8,0,0,1458 BROADWAY,572013,BP FILED,2014-05-27
N9902819,8,8,0,0,1179 TENNESSEE ST,4172053,CONSTRUCTION,2014-12-18
N201410098562,7,5,0,0,5739 MISSION ST,6473039,BP FILED,2014-10-09
N201411121318,7,7,0,0,726 PRESIDIO AV,1055013,BP FILED,2014-11-12
N201310119178,7,7,0,0,1823 TURK ST,1153020,BP FILED,2013-10-11
N200706255058,7,4,0,0,1662-1664 UNION ST.,528008,BP FILED,2007-06-25
N201405064989,7,1,0,0,987 DOLORES ST,3631017,BP REINSTATED,2014-05-14
N201011305795,9,9,0,-1,80 JULIAN AV,3547027,BP ISSUED,2011-10-27
N201106027305,7,2,0,0,2882 -  2890 GEARY BLVD,1069045,BP ISSUED,2014-02-05
N201303071701,6,4,0,0,327 BALBOA ST,1640051,CONSTRUCTION,2015-02-26
N201211093910,6,6,0,0,3038 CLEMENT ST,1402023,BP ISSUED,2014-10-27
N200904065665,6,6,0,0,1701 09TH AV,2040001,CONSTRUCTION,2013-01-08
N200808139077,6,3,0,0,3927 19TH ST,3601071,BP FILED,2008-08-13
N200607186852,6,6,0,0,270 OCEAN AV,3211010A,CONSTRUCTION,2015-01-30
N200512200747,6,6,0,0,3360 20TH ST,3594016,BP APPROVED,2010-10-21
N201305036140,6,6,0,0,5 HALLAM ST,3755096,BP ISSUED,2015-01-09
N200809262781,6,6,0,0,700 36TH AV,1609021F,BP FILED,2008-09-26
N200603025880,6,6,0,0,782-786 ANDOVER ST,5825007,CONSTRUCTION,2013-11-08
N201410108646,6,6,0,0,949 NATOMA ST,3510028,BP FILED,2014-10-10
N201303051501,6,4,0,0,2500 CLEMENT ST,1407017,BP FILED,2013-03-05
N201412314770,6,6,0,0,3945 JUDAH ST,1809028,BP FILED,2014-12-31
N200808290369,6,6,0,0,1415 OCEAN AV,6941063,BP FILED,2008-08-29
N201404254156,5,5,0,0,590 LELAND AVE.,6243019,BP FILED,2014-04-25
N200803207576,5,3,0,0,435 DUBOCE AV,3537087,PL APPROVED,2011-08-10
N201311212547,5,3,0,0,1239 17TH ST,3985027,BP FILED,2013-11-21
N200806063801,4,4,0,0,48 HARRIET ST,3731102,BP FILED,2008-06-06
N200908255545,5,5,0,0,70 CRESTLINE DR,2845005,BP ISSUED,2013-05-15
N201402219037,5,5,0,0,3822 24TH ST,3651018,BP FILED,2014-02-21
N201410249901,5,2,0,0,3215 SCOTT ST,936020,BP FILED,2014-10-24
N201306038460,5,5,0,0,135 WETMORE ST,212031,BP REINSTATED,2013-06-20
N200908185077,5,4,0,0,598 BELVEDERE ST,1279048,BP FILED,2009-08-18
N201412163783,5,5,0,0,888 NORTH POINT ST,25024,BP FILED,2014-12-16
N201310088785,5,5,0,0,34 LANGTON ST,3730096,BP FILED,2013-10-08
N201410169154,5,5,0,0,4171 24TH ST,6506032,BP FILED,2014-10-16
N201303041387,4,4,0,0,270 CAPITOL AV,7113022,CONSTRUCTION,2015-03-19
N201407181625,4,4,0,0,315 SOUTH VAN NESS AV,3549041,BP FILED,2014-07-18
N201212045418,4,2,0,0,2881 MISSION ST,6517022,BP FILED,2012-12-04
N201207265893,4,4,0,0,3820 24TH STREET,3651017,CONSTRUCTION,2014-10-31
N201209200274,4,4,0,0,685 FLORIDA ST,4022022,CONSTRUCTION,2014-10-27
N201407302554,4,4,0,0,930 BAKER ST,1118003,BP FILED,2014-07-30
N201405216382,4,4,0,0,965 POWHATTAN AV,5640010,BP FILED,2014-05-21
N200701292823,4,2,0,0,2374 FOLSOM ST,3594009,CONSTRUCTION,2012-05-10
N201410229595,4,1,0,0,25 ALVARADO ST,3634025,BP FILED,2014-10-22
N201207114624,4,3,0,0,2830 24TH ST,4209017,BP FILED,2012-07-11
N200712120285,4,3,0,0,353 SAN JOSE AV,6531022,CONSTRUCTION,2015-03-17
N201003037492,4,1,0,0,1122 PAGE ST,1219008,BP ISSUED,2011-05-31
N201105035210,4,1,0,0,226 - 228 HAIGHT ST,851012,PL APPROVED,2011-09-23
N201306280783,132,132,0,0,144 KING ST,3794024,CONSTRUCTION,2015-04-01
N201309066225,4,2,0,0,2429 CHESTNUT ST,935024,BP FILED,2013-09-06
N201208076803,4,4,0,0,127 BUCHANAN ST,869007,BP FILED,2012-08-07
N200402267273,4,4,0,0,860 INNES AV,4645018,BP ISSUED,2013-06-24
N201405206229,4,2,0,0,4024 24TH ST,3656010,BP FILED,2014-05-20
N201106228677,4,1,0,0,1551  FRANKLIN ST,665002,BP ISSUED,2014-06-30
N201408214436,4,4,0,0,1126 IRVING ST,1738021,BP FILED,2014-08-21
N201303222896,4,2,0,0,1022 PIERCE ST,754012,BP ISSUED,2015-02-27
N201107089769,4,2,0,0,3932 GEARY BL,1435017,BP FILED,2011-07-08
N201410310450,4,4,0,0,5617 GEARY BL,1524039,BP FILED,2014-10-31
N201101208700,4,2,0,0,3808 MISSION ST,6692002,BP FILED,2011-01-20
N201009080449,4,4,0,0,136 PIXLEY ST,516028A,CONSTRUCTION,2013-01-29
N201311041047,4,4,0,0,1631 MCALLISTER ST,1179024A,BP ISSUED,2014-12-09
N201409237117,4,4,0,0,1656 POST ST,686040,BP FILED,2014-09-23
N201307252822,3,1,0,0,1150 SOUTH VAN NESS AV,3637010,BP APPROVED,2014-05-20
N201210041365,3,2,0,0,1880 GOLDEN GATE AV,1152018,BP ISSUED,2014-12-23
N201405155866,3,2,0,0,423 24TH AV,1456003,BP FILED,2014-05-15
N201310038371,3,1,0,0,238 MISSOURI ST,4003006,BP ISSUED,2014-11-05
N201109144613,16,16,0,0,940 GROVE ST,798010,BP APPROVED,2012-06-14
N201307313252,3,2,0,0,1681 FULTON ST,1185026,CONSTRUCTION,2015-03-13
N201302281214,3,1,0,0,1052 OAK ST,1216005,BP FILED,2013-02-28
N201403100278,3,1,0,0,1181 VALENCIA ST,3636027,BP FILED,2014-03-10
N201311273026,3,1,0,0,2356 BRYANT ST,4145012,BP ISSUED,2014-10-31
N201412053178,3,1,0,0,322 COLERIDGE ST,5673003,BP FILED,2014-12-05
N201401146235,3,1,0,0,1155 CHURCH ST,3650028,CONSTRUCTION,2015-03-13
N201402078043,3,2,0,0,1236 19TH AV,1732037,BP FILED,2014-02-07
N201401287236,3,1,0,0,2332 TARAVAL ST,2362019,BP FILED,2014-01-28
N201307292931,3,1,0,0,3932 23RD ST,3625011A,BP FILED,2013-07-29
N201410280029,3,1,0,0,33 LEO ST,6956014,BP FILED,2014-10-28
N201405236581,3,2,0,0,1236 ARGUELLO BLVD,1265019,BP FILED,2014-05-23
N200702214545,3,2,0,0,1419 BRODERICK ST,1080008,BP FILED,2007-02-21
N200905208827,3,2,0,0,251 ARKANSAS ST,4004024,CONSTRUCTION,2014-05-29
N201411181853,3,1,0,0,5921 CALIFORNIA ST,1412030,BP FILED,2014-11-18
N201302250862,3,1,0,0,1451 MARIPOSA ST,4004034,BP ISSUED,2014-06-11
N200709193055,3,1,0,0,1812 TAYLOR ST,119025,BP ISSUED,2011-07-13
N201312315336,3,2,0,0,5875 MISSION ST,6472022,BP FILED,2013-12-31
N200812319407,3,2,0,0,30 EDITH ST,77004,BP REINSTATED,2014-06-06
N201405216415,3,1,0,0,1886 MCALLISTER ST,1158022,BP ISSUED,2014-09-24
N200807116509,3,1,0,0,3933 24TH ST,6508035,BP APPROVED,2012-04-10
N201404173443,3,2,0,0,2621 HARRISON ST,4148027,BP FILED,2014-04-17
N200703216793,3,1,0,0,1366 SAN BRUNO AV,4263007,BP FILED,2007-03-21
N201412234434,3,1,0,0,53 DOUGLASS ST,2623039,BP FILED,2014-12-23
N201301298999,3,2,0,0,471 24TH AV,1456013,BP REINSTATED,2013-02-20
N201310119147,3,1,0,0,1302 YORK ST,4274001,BP ISSUED,2014-09-25
N201301258793,3,2,0,0,748 TREAT AV,3612055,CONSTRUCTION,2015-03-26
N200706143970,3,2,0,0,520 28TH AV,1517030,CONSTRUCTION,2014-09-25
N200606295405,3,2,0,0,322 22ND AV,1453039,PL APPROVED,2011-03-03
N200609253191,3,3,0,0,195 BREWSTER ST,5577009,BP ISSUED,2014-09-04
N201003248891,3,2,0,0,3249 17TH ST,3575063,BP ISSUED,2014-03-17
N201306210141,3,2,0,0,363 21ST AV,1453013,BP ISSUED,2015-03-24
N201302150317,3,3,0,0,1470 MCALLISTER ST,776035,BP ISSUED,2013-12-19
N201301228393,3,1,0,0,333 SAN CARLOS ST,3609109,BP FILED,2013-01-22
N201305026020,3,3,0,0,1100 POTRERO AV,4211001,BP FILED,2013-05-02
N200702204428,3,3,0,0,12 SHERMAN ST,3754042,BP ISSUED,2012-11-26
N201002035833,3,1,0,0,990 GUERRERO ST,3618071,CONSTRUCTION,2012-03-07
N201408224556,3,1,0,0,969 OAK ST,845027,BP FILED,2014-08-22
N201303263083,3,1,0,0,659 GUERRERO ST,3588056,BP FILED,2013-03-26
N201006023692,3,1,0,0,81 NOE ST,3538036,BP APPROVED,2012-10-01
N201307313198,3,1,0,0,967 SUTTER ST,300015,CONSTRUCTION,2014-11-21
N201111158893,3,1,0,0,3436 SCOTT ST,465A022,BP FILED,2011-11-15
N200804038738,3,2,0,0,1321 DE HARO ST,4218036,PL APPROVED,2009-07-16
N201010253666,3,3,0,0,2034 CLEMENT ST,1412019,CONSTRUCTION,2014-04-10
N201306189882,3,1,0,0,3643 19TH ST,3598068,BP FILED,2013-06-18
N201407090811,3,3,0,0,2815 POLK ST,478003,BP FILED,2014-07-09
N200902182284,3,1,0,0,835 LOMBARD ST,73020,BP FILED,2009-02-18
N200703307744,3,3,0,0,1225 DOLORES ST,6534029,BP APPROVED,2013-07-24
N201407111091,3,1,0,0,55 DUNCAN ST,6597037,BP FILED,2014-07-11
N201411262632,3,2,0,0,151 BERNARD ST,156015A,BP FILED,2014-11-26
N201409055540,3,1,0,0,500 19TH AV,1561038A,BP FILED,2014-09-05
N200911302251,3,1,0,0,483 35TH AV,1467020,BP FILED,2009-11-30
N201411181835,3,2,0,0,2806 VAN NESS AV,499004,BP FILED,2014-11-18
N201412113579,3,3,0,0,835 SOUTH VAN NESS AV,3594023,BP FILED,2014-12-11
N201410108600,3,3,0,0,44 WOODWARD ST,3532048,BP FILED,2014-10-10
N201411242420,3,1,0,0,1044 JACKSON ST,181013,BP FILED,2014-11-24
N201001225204,3,1,0,0,430 03RD AV,1542039,BP ISSUED,2012-10-24
N200901150303,3,1,0,0,338 CARL ST,1265009,CONSTRUCTION,2011-06-30
N201410148838,3,3,0,0,1524 OCEAN AV,3196006,BP REINSTATED,2015-03-30
N201303283325,3,1,0,0,564 FELL ST,819011,BP ISSUED,2014-08-22
N201404234011,3,1,0,0,2486 FULTON ST,1168025,BP FILED,2014-04-23
N200904065668,3,1,0,0,355 CAPP ST,3590056,BP FILED,2009-04-06
N201202174465,3,1,0,0,35 LEXINGTON ST,3576039,CONSTRUCTION,2015-03-20
N201411252470,3,1,0,0,102 BAKER ST,1219018,BP FILED,2014-11-25
N201111189212,3,3,0,0,2175 HAYES ST,1212022,BP FILED,2011-11-18
N201305207321,3,1,0,0,431 02ND AV,1542005,BP FILED,2013-05-20
N201107261089,3,3,0,0,70 GOLD MINE DR,7520033,BP FILED,2011-07-26
N201407141153,3,1,0,0,72 CASELLI AV,2691019,BP ISSUED,2015-03-20
N201303283273,3,1,0,0,751 WEBSTER ST,797003,BP FILED,2013-03-28
N201409025180,3,1,0,0,763 05TH AV,1648012,BP FILED,2014-09-02
N201211023396,3,3,0,0,946 RHODE ISLAND ST,4094024,CONSTRUCTION,2014-12-23
N201311051179,3,1,0,0,778 VALLEJO ST,130020,CONSTRUCTION,2015-03-27
N201308225028,3,1,0,0,735 CLAYTON ST,1253009,BP FILED,2013-08-22
N200708109444,3,3,0,0,85 BROSNAN ST,3533165,CONSTRUCTION,2015-03-24
N201403170852,3,1,0,0,787 TREAT AV,3612017A,BP FILED,2014-03-17
N201111078462,3,3,0,0,827 NORTH POINT ST,26030,CONSTRUCTION,2014-06-03
N201208026449,3,1,0,0,80 SYCAMORE ST,3576076,BP FILED,2012-08-02
N201409055492,3,3,0,0,6044 GEARY BLVD,1456023,BP FILED,2014-09-05
N200605091174,3,1,0,0,279 26TH AV,1386015,CONSTRUCTION,2014-02-24
N200703307666,3,3,0,0,42 LEESE ST,5719023,BP FILED,2007-03-30
N200806134390,3,3,0,0,3201 BALBOA ST,1611001,BP FILED,2008-06-13
N201210011010,3,1,0,0,2830 22ND ST,4146019,BP ISSUED,2014-06-30
N201302210648,3,3,0,0,39 SAN CARLOS ST,3576018,CONSTRUCTION,2015-03-05
N201310310847,3,3,0,0,777 VALENCIA ST,3589108,BP FILED,2013-10-31
N200912304034,2,2,0,0,447 Linden St,818048,CONSTRUCTION,2014-10-10
N201407020323,2,2,0,0,935 KANSAS ST,4094045,BP FILED,2014-07-02
N201311071427,2,2,0,0,851 CORBETT AV,2778013,CONSTRUCTION,2014-11-18
N201409247165,2,1,0,0,1 HORACE ST,6525001A,BP FILED,2014-09-24
N200703126040,2,2,0,0,476 LINDEN ST,818020,CONSTRUCTION,2015-03-20
N200603025881,2,2,0,0,790 ANDOVER ST,5825008,CONSTRUCTION,2015-03-19
N201103303154,2,1,0,0,10 LUNDYS LN,5610029A,CONSTRUCTION,2011-12-02
N201306149612,2,2,0,0,80 BLAKE ST,1068003,BP FILED,2013-06-14
N201304023614,2,2,0,0,850 BATTERY ST,141008,CONSTRUCTION,2015-04-01
N200709193092,2,2,0,0,1076-1078 Hampshire St,4152016,CONSTRUCTION,2012-02-21
N201409297547,2,1,0,0,1507 33RD AV,1879001A,BP FILED,2014-09-29
N201012176969,2,2,0,0,4103 CESAR CHAVEZ ST,6581060,BP ISSUED,2014-06-13
N201402047760,2,2,0,0,8 RONDEL PL,3569052,BP FILED,2014-02-04
N201012025978,2,2,0,0,551 22ND AV,1565006A,CONSTRUCTION,2014-10-03
N201407020336,9,9,0,0,925 KANSAS ST,4094048,BP FILED,2014-07-02
N201203146037,2,2,0,0,906 CORTLAND AV,5683012,BP FILED,2012-03-14
N201307151829,2,2,0,0,579 39TH AV,1505014,BP FILED,2013-07-15
N201307222456,2,2,0,0,715 KIRKHAM ST,1857037,CONSTRUCTION,2015-02-23
N201310250236,2,2,0,0,5670 MISSION ST,7099009,CONSTRUCTION,2015-03-27
N201108263406,2,2,0,0,560 ROOSEVELT WY,2628026,BP ISSUED,2013-02-15
N201201242770,2,2,0,0,520 CARTER ST,6428001,BP FILED,2012-01-24
N201407020335,2,2,0,0,929 KANSAS ST,4094047,BP FILED,2014-07-02
N201407020334,2,2,0,0,931 KANSAS ST,4094046,BP FILED,2014-07-02
N201204249018,2,2,0,0,896 DE HARO ST,4095018,BP FILED,2012-04-24
N200506074411,2,2,0,0,746 CAROLINA ST,4096005,CONSTRUCTION,2010-03-22
N201112301504,2,2,0,0,534 TEXAS ST,4101004,BP FILED,2011-12-30
N201206112282,2,2,0,0,930 SHOTWELL ST,3641076,CONSTRUCTION,2015-01-15
N201012307679,2,2,0,0,857 ALABAMA ST,4085026,CONSTRUCTION,2012-11-02
N201303122050,2,2,0,0,910 CAROLINA ST,4160003,BP ISSUED,2015-03-20
N201307262866,2,2,0,0,721 KIRKHAM ST,1857036,CONSTRUCTION,2015-02-23
N200605111391,2,2,0,0,1208 15TH AV,1736033,CONSTRUCTION,2014-06-06
N200904106077,2,2,0,0,1966 GREAT HY,2086007A,BP FILED,2009-04-10
N201405125450,2,2,0,0,1947 OAKDALE AV,5319037,BP FILED,2014-05-12
