PERMIT_ID,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,NAMEADDR,APN,BESTSTAT,BESTDATE
N200607186852,6,6,0,0,270 OCEAN AV,3211010A,CONSTRUCTION,2015-06-26
N201504163818,113,4,0,0,545 POST ST,0306022,CONSTRUCTION,2016-01-15
N200402267273,4,4,0,0,860 INNES AV,4645018,BP ISSUED,2013-06-24
N201407302554,4,4,0,0,930 BAKER ST,1118003,BP FILED,2014-07-30
N200609253190,3,3,0,0,384 HOLLADAY AV,5577002,PL APPROVED,2009-08-19
N200201106632,3,3,0,0,950 CORBETT AV,2799013,CONSTRUCTION,2007-03-13
N201211023396,3,3,0,0,946 RHODE ISLAND ST,4094024,CONSTRUCTION,2016-01-04
N200708109444,3,3,0,0,85 BROSNAN ST,3533165,CONSTRUCTION,2015-04-16
N201012025978,2,2,0,0,551 22ND AV,1565006A,CONSTRUCTION,2016-01-11
N201307303152,2,2,0,0,3305 BRODERICK ST,0926008,CONSTRUCTION,2015-12-16
N201203125903,2,2,0,0,149 29TH ST,6634026,CONSTRUCTION,2014-12-18
N200702214545,3,2,0,0,1419 BRODERICK ST,1080008,BP APPROVED,2008-12-19
N200506074411,2,2,0,0,746 CAROLINA ST,4096005,CONSTRUCTION,2010-03-22
N200701121612,2,2,0,0,3119 HARRISON ST,5504001H,CONSTRUCTION,2011-05-03
N200806275518,2,2,0,0,339 18TH AV,1450007,BP FILED,2008-06-27
N200606295405,3,2,0,0,322 22ND AV,1453039,PL APPROVED,2011-03-03
N200704279893,2,2,0,0,106 BACHE ST,5826003,BP FILED,2007-04-27
N200603025881,2,2,0,0,790 ANDOVER ST,5825008,CONSTRUCTION,2015-03-19
N200709193092,2,2,0,0,1076 HAMPSHIRE ST,4152016,CONSTRUCTION,2012-02-21
N200810224853,1,1,0,0,1240 TWIN PEAKS BL,2821021,BP APPROVED,2010-05-26
N200603035946,2,1,0,0,70 DOUGLASS ST,2625007A,CONSTRUCTION,2009-03-27
N200407158977,1,1,0,0,1310 STANYAN ST,2706035,CONSTRUCTION,2012-07-05
N201302281214,3,1,0,0,1052 OAK ST,1216005,BP FILED,2013-02-28
N200912243842,17,1,0,0,693 SUTTER ST,0297009,CONSTRUCTION,2013-01-03
N201508073658,2,1,0,0,462 CAMBRIDGE ST,5968011,BP FILED,2015-08-07
N201011295645,1,1,0,0,721 BEACH ST,0025017,CONSTRUCTION,2015-12-18
N201308093998,1,1,0,0,49 MOSS ST,3731119,CONSTRUCTION,2015-05-20
N201311051179,3,1,0,0,778 VALLEJO ST,0130020,CONSTRUCTION,2015-10-22
N200707025741,2,1,0,0,2237 POLK ST,0550004,BP FILED,2007-07-02
N200803066478,2,1,0,0,3301 FOLSOM ST,5524045,BP FILED,2008-03-06
N200609071583,1,1,0,0,750 JAMESTOWN AV,4976019,CONSTRUCTION,2009-04-16
N200911231869,2,1,0,0,446 33RD AV,1464014,CONSTRUCTION,2014-12-04
N201004069730,3,1,0,0,2724 SAN BRUNO AV,6048002,BP ISSUED,2014-02-19
N201006225046,1,1,0,0,62 SCHWERIN ST,6255006,CONSTRUCTION,2011-08-19
N200612018992,2,1,0,0,2838 JENNINGS ST,4912002,CONSTRUCTION,2007-11-16
N201003107932,1,1,0,0,890 GROVE ST,0797019,CONSTRUCTION,2014-05-27
N200711148137,2,1,0,0,577 29TH ST,6630031,CONSTRUCTION,2011-05-05
N200812228987,2,1,0,0,239 VALLEY STREET,6619022,CONSTRUCTION,2012-12-21
N200311240936,1,1,0,0,652 LAKEVIEW AV,7016023,CONSTRUCTION,2013-06-24
N200703216875,1,1,0,0,345 LOUISBURG ST,7036012,BP FILED,2007-03-21
N200611036809,1,1,0,0,67 BISHOP ST,6168013,BP ISSUED,2009-12-31
N200602073988,2,1,0,0,230 DUNCAN ST,6593006,CONSTRUCTION,2008-02-05
N200606073385,2,1,0,0,389 27TH ST,6592034,CONSTRUCTION,2007-10-29
N200401063464,1,1,0,0,23 SPARTA ST,6176011,CONSTRUCTION,2015-12-10
N200712200979,2,1,0,0,7 SEYMOUR ST,1154023,CONSTRUCTION,2010-10-12
N201101118224,2,1,0,0,4324 ANZA ST,1510022,CONSTRUCTION,2012-11-09
N201112160822,2,1,0,0,4141 23RD ST,2804041,CONSTRUCTION,2013-12-05
N201209048832,1,1,0,0,2538 03RD ST,4172006,CONSTRUCTION,2015-05-18
N200801112324,2,1,0,0,4847 MISSION ST,6272018,CONSTRUCTION,2009-02-25
N201008279734,2,1,0,0,4335 LINCOLN WY,1706045,PL FILED,2011-05-06
N201009070276,1,1,0,0,717 PARIS ST,6349021,CONSTRUCTION,2015-04-22
N200609061483,1,1,0,0,1325 PORTOLA DR,2987A036,CONSTRUCTION,2013-12-20
N201106037362,2,1,0,0,18 VALLEY ST,6616010,BP ISSUED,2015-12-16
N201209190133,1,1,0,0,538 28TH ST,6604011,CONSTRUCTION,2015-06-25
N201411121245,2,1,0,0,1752 QUESADA AV,5327019,CONSTRUCTION,2016-01-07
N201407111091,3,1,0,0,55 DUNCAN ST,6597037,BP ISSUED,2015-11-04
N201410068187,2,1,0,0,371 STAPLES AV,3158033,CONSTRUCTION,2016-01-11
N201411252498,2,1,0,0,1458 43RD AV,1811031,CONSTRUCTION,2015-05-18
N200806023360,2,1,0,0,1701 MCKINNON AVE,5305001,BP ISSUED,2016-01-14
N201501145739,2,1,0,0,1563 32ND AV,1878002C,BP ISSUED,2015-12-22
N201503302274,2,1,0,0,1160 PRAGUE ST,6484024,CONSTRUCTION,2015-10-08
N201502178476,2,1,0,0,779 40TH AV,1604003I,BP ISSUED,2015-07-21
N201310219830,2,1,0,0,24 ORD CT,2619066,BP FILED,2013-10-21
N201312134188,2,1,0,0,1340 ALABAMA ST,4271008,CONSTRUCTION,2015-11-24
N201505065466,2,1,0,0,38 CAMEO WY,7512010,BP ISSUED,2015-12-10
N201401287236,3,1,0,0,2332 TARAVAL ST,2362019,CONSTRUCTION,2015-11-30
N201509146907,2,1,0,0,1116 BALBOA ST,1555023,BP FILED,2015-09-14
N200806194898,1,1,0,0,138 ALPHA ST,6208056,BP ISSUED,2013-04-25
N201408073330,2,1,0,0,1659 42ND AV,1901012,CONSTRUCTION,2015-11-12
N201505085846,2,1,0,0,235 MADRID ST,6009040,BP ISSUED,2016-01-11
N201405166001,1,1,0,0,2077 BANCROFT AV,5426030,CONSTRUCTION,2015-10-23
N201504062891,2,1,0,0,212 CAMBRIDGE ST,5910001,BP FILED,2015-04-06
N201407070555,2,1,0,0,167 ALLISON ST,6466015,BP ISSUED,2014-12-22
N201408194209,2,1,0,0,379 LISBON ST,6080027,CONSTRUCTION,2016-01-11
N201404173519,2,1,0,0,690 MONTEREY BL,3094055,CONSTRUCTION,2015-11-30
N201510220492,40,0,0,0,1511 15TH ST,3553054,BP FILED,2015-10-22
