PERMIT_ID,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,NAMEADDR,APN,BESTSTAT,BESTDATE,LOCATION
N201602089004,242,242,0,0,950 - 974 MARKET ST,0342001,BP APPROVED,2017-04-19,"(37.7831764221, -122.4095687866)"
N201607142409,239,239,0,0,1001 VAN NESS AV,0714016,PL APPROVED,2016-10-21,"(37.7849311829, -122.421913147)"
N201612165221,220,220,0,0,1601 MISSION ST,3514043,BP APPROVED,2017-05-02,"(37.7720413208, -122.418762207)"
N201603152080,198,198,0,0,302 SILVER AV,5952002,BP ISSUED,2016-11-21,"(37.7277793884, -122.4305648804)"
N201408133775,198,198,0,0,MISSION BAY BLOCK 1 (RESIDENTIAL) 03RD,8715004,CONSTRUCTION,2017-10-02,"(37.7750511169, -122.3906402588)"
N201406239109,194,194,3,3,2000 - 2070 BRYANT ST,4022001,BP ISSUED,2017-07-27,"(37.7615013123, -122.4105834961)"
N201312204747,185,185,0,0,706 MISSION ST,3706093,CONSTRUCTION,2017-09-26,"(37.7862052917, -122.4025344849)"
N201601278125,180,180,22,22,390 01ST ST,3749058,BP APPROVED,2017-08-04,"(37.7860908508, -122.3934707642)"
N201406188773,179,179,25,25,525 HARRISON ST,3764063,PL APPROVED,2015-09-24,"(37.7853660583, -122.3933563232)"
N201511132623,1,1,0,0,870 UNION ST,0100020,BP FILED,2015-11-13,"(37.8001556396, -122.4136581421)"
N201406108024,160,160,0,0,1699 MARKET ST,3504030,BP ISSUED,2016-12-16,"(37.7723350525, -122.4219436646)"
N201609218371,157,157,157,157,1950 MISSION ST,3554005,BP FILED,2016-09-26,"(37.7658462524, -122.4202041626)"
N201603010904,154,154,0,0,1601 - 1677 MARIPOSA ST / 485 CAROLINA,4005001B,BP ISSUED,2016-09-19,"(37.7629318237, -122.3989944458)"
N201510301302,153,153,0,0,OCEANWIDE (MISSION ST TOWER),3708012,CONSTRUCTION,2017-08-16,"(37.7894706726, -122.3983840942)"
N201408133766,152,152,0,0,MISSION BAY BLOCK 1 (RESIDENTIAL) CHANNEL,8715004,CONSTRUCTION,2017-10-02,"(37.7750511169, -122.3906402588)"
N201603031058,145,145,60,60,1601 - 1677 MARIPOSA ST / 485 CAROLINA,4006006,BP ISSUED,2016-09-12,"(37.7632369995, -122.3997573853)"
N201507272485,143,143,143,143,MISSION BAY BLOCK 6E,8711021,CONSTRUCTION,2017-09-13,"(37.7714004517, -122.3917694092)"
N201305036062,139,139,17,17,555 FULTON ST,0794028,CONSTRUCTION,2017-09-06,"(37.7781677246, -122.4257507324)"
N201607253262,136,136,22,22,1532 HARRISON ST,3521056,BP ISSUED,2017-07-28,"(37.7704849243, -122.4133148193)"
N201406067752,155,130,34,9,1298 HOWARD ST,3728019,PL APPROVED,2017-03-02,"(37.7756271362, -122.4127807617)"
N201511021443,127,127,25,25,88 ARKANSAS ST,3953002,BP ISSUED,2016-11-09,"(37.7653579712, -122.3990478516)"
N201612285985,126,126,18,18,830 EDDY ST,0738018,BP FILED,2016-12-28,"(37.7830505371, -122.4216461182)"
N201501236565,122,122,121,121,HOPE SF ALICE GRIFFITH,4884025,CONSTRUCTION,2017-09-28,"(37.7193832397, -122.3849334717)"
N201604013681,120,120,0,0,75 HOWARD ST,3741031,BP APPROVED,2016-09-28,"(37.791557312, -122.3916702271)"
N201605046495,119,119,0,0,325 FREMONT ST,3747012,BP ISSUED,2017-03-21,"(37.7877731323, -122.3929443359)"
N201612215523,119,119,0,0,MISSION BAY BLOCK 3 EAST,8711026,BP ISSUED,2017-06-14,"(37.7733001709, -122.3902359009)"
N201607283625,117,117,19,19,2675 FOLSOM ST,3639006,PL APPROVED,2016-09-22,"(37.7545928955, -122.41381073)"
N201311202410,115,115,14,14,923 FOLSOM ST,3753106,CONSTRUCTION,2017-01-11,"(37.7796096802, -122.4033813477)"
N201602179822,113,113,113,113,168 - 186 EDDY ST,0331011,CONSTRUCTION,2017-09-18,"(37.7846603394, -122.410697937)"
N201510301303,112,112,0,0,OCEANWIDE (FIRST ST TOWER),3708055,BP ISSUED,2017-07-05,"(37.7901496887, -122.3986587524)"
N201609268810,2,1,0,0,349 MANGELS AV,3089065,BP ISSUED,2017-09-29,"(37.7328643799, -122.4454956055)"
N201311222657,110,110,13,13,1546 - 1564 MARKET ST,0836007,BP ISSUED,2016-11-02,"(37.7749786377, -122.4201965332)"
N201306210213,109,109,17,17,2171 03RD ST,4045003,BP ISSUED,2017-06-08,"(37.7623405457, -122.3882522583)"
N201605066751,108,108,108,108,PARCEL O,0831024,BP ISSUED,2016-11-17,"(37.7753562927, -122.4253768921)"
N201702280331,104,104,12,12,363 06TH ST,3753079,BP FILED,2017-02-28,"(37.778049469, -122.4044494629)"
N201602179763,102,102,14,14,345 06TH ST,3753081,BP ISSUED,2017-04-05,"(37.7781639099, -122.4046783447)"
N201610210918,100,100,12,12,1740 MARKET ST,0855010,BP FILED,2016-10-21,"(37.7725448608, -122.4231033325)"
N201609299193,95,95,0,0,1200 VAN NESS AV,0691005,BP FILED,2016-09-26,"(37.786945343, -122.4209823608)"
N201510281089,95,95,11,11,950 GOUGH ST,0744010,BP FILED,2015-10-28,"(37.7822227478, -122.4237670898)"
N201312093691,94,94,11,11,645 TEXAS ST,4102026,CONSTRUCTION,2017-09-29,"(37.7579650879, -122.394569397)"
N201406279814,93,93,12,12,2051 03RD ST,3994001B,CONSTRUCTION,2017-08-04,"(37.7636375427, -122.3883590698)"
N201401166470,93,93,92,92,HOPE SF ALICE GRIFFITH,4884025,CONSTRUCTION,2017-01-30,"(37.7193832397, -122.3849334717)"
N201405286908,90,90,11,11,1075 MARKET ST,3703062,CONSTRUCTION,2017-08-31,"(37.7806434631, -122.4116134644)"
N201602099171,89,89,0,0,655 FOLSOM ST,3750050,PL APPROVED,2016-03-10,"(37.7843742371, -122.3977737427)"
N201306270692,85,85,10,10,101 HYDE ST,0346003A,BP FILED,2013-06-27,"(37.7818031311, -122.4158935547)"
N201406249199,85,85,85,85,TRANSBAY BLOCK 7,3738004,CONSTRUCTION,2017-09-05,"(37.7887039185, -122.3936080933)"
N201610120058,2,2,0,0,1085 CAPP ST,6527039,BP FILED,2016-10-12,"(37.7494277954, -122.4167709351)"
N201611303815,84,84,0,0,2500 - 2698 TURK ST,1107008,BP FILED,2016-11-30,"(37.7790985107, -122.4514465332)"
N201406269523,83,83,83,83,1036 - 1040 MISSION ST,3703079,CONSTRUCTION,2017-09-28,"(37.7805862427, -122.4097824097)"
N201612275918,80,80,13,13,555 HOWARD ST,3736110,BP FILED,2016-12-27,"(37.7875289917, -122.3968811035)"
N201602230301,79,79,9,9,750 HARRISON ST,3751029,CONSTRUCTION,2017-09-06,"(37.7817802429, -122.3986740112)"
N201612285987,75,75,7,7,2918 MISSION ST,6529002,BP FILED,2016-12-28,"(37.7503128052, -122.4185409546)"
N201305015894,74,74,0,0,181 FREMONT ST,3719010,CONSTRUCTION,2017-09-27,"(37.789642334, -122.3952178955)"
N201611072110,72,72,0,0,135 HYDE ST,0346002,BP FILED,2016-11-07,"(37.7821464539, -122.4159622192)"
N201010052342,72,72,12,12,490 SOUTH VAN NESS AV,3553008,BP ISSUED,2015-06-01,"(37.7654800415, -122.4178237915)"
N201603172392,72,72,72,72,HOPE SF POTRERO (BP ISSUED),4167007,CONSTRUCTION,2017-09-29,"(37.7572364807, -122.3944473267)"
N201309257711,71,71,0,0,2290 03RD ST,4059009,BP ISSUED,2016-07-29,"(37.760799408, -122.3889007568)"
N201611303820,71,71,0,0,2500 - 2698 TURK ST,1107008,BP FILED,2016-11-30,"(37.7790985107, -122.4514465332)"
N201405054911,69,69,10,10,815 TENNESSEE ST,4059001A,CONSTRUCTION,2017-10-02,"(37.7612266541, -122.389251709)"
N201508194769,68,68,0,0,1394 HARRISON ST,3519017,BP FILED,2015-08-19,"(37.7719078064, -122.4113006592)"
N201406269542,67,67,0,0,1335 FOLSOM ST,3519063,CONSTRUCTION,2017-09-15,"(37.77318573, -122.4119186401)"
N201006104250,61,61,9,9,5050 MISSION ST,6969001,CONSTRUCTION,2016-05-27,"(37.7177314758, -122.4405899048)"
N201607192730,60,60,7,7,2100 MARKET ST,3542041,CONSTRUCTION,2017-06-20,"(37.7675094604, -122.42943573)"
N201611223357,59,59,10,10,249 PENNSYLVANIA AV,3999002,BP FILED,2016-11-22,"(37.7629699707, -122.3931732178)"
N201507141485,59,59,8,8,777 TENNESSEE ST,4044013,BP ISSUED,2017-04-27,"(37.7620277405, -122.3893280029)"
N201402047761,56,56,7,7,2800 SLOAT BL,2515001,CONSTRUCTION,2017-08-28,"(37.7358551025, -122.504737854)"
N201511203273,54,54,0,0,1145 POLK ST,0691001,BP FILED,2015-11-20,"(37.7874641418, -122.4202957153)"
N201310038419,54,54,0,0,1801 AND 1863 MISSION ST,3548033,BP ISSUED,2017-08-01,"(37.7672653198, -122.4194641113)"
N201512316248,53,53,8,8,2435 - 2445 16TH ST,3965021,PL APPROVED,2016-07-13,"(37.7653198242, -122.4111175537)"
N200608230323,37,37,4,4,181 TURK ST / 180 JONES ST,0343014,BP ISSUED,2015-09-09,"(37.78282547, -122.4121551514)"
N201504143580,50,50,0,0,3314 CESAR CHAVEZ ST,6571012,BP FILED,2015-04-14,"(37.7485198975, -122.4164657593)"
N201607111961,50,50,8,8,992 PERALTA AV,5696036,BP FILED,2016-07-11,"(37.7373161316, -122.4094009399)"
N201507141495,49,49,6,6,1198 VALENCIA ST,3635014,CONSTRUCTION,2017-09-28,"(37.7539329529, -122.4211807251)"
N201702149384,48,48,0,0,1075 &1089 FOLSOM ST,3754038,BP FILED,2017-02-14,"(37.776889801, -122.4072341919)"
N201612235806,48,48,7,7,98 PENNSYLVANIA AV,3948002,BP FILED,2016-12-23,"(37.7655601501, -122.3942184448)"
N201605318777,47,47,6,6,1433 BUSH ST,0670024,PL APPROVED,2016-08-09,"(37.7883644104, -122.4208450317)"
N201603091627,44,44,0,0,875 CALIFORNIA ST / 770 POWELL ST,0256016,BP FILED,2016-03-09,"(37.7917823792, -122.4089126587)"
N201604285990,44,44,6,6,901 TENNESSEE ST,4108017,BP ISSUED,2017-08-01,"(37.7602272034, -122.3891525269)"
N201706209777,2,1,0,0,362 MADRID ST,6017013,BP Filed,2017-06-20,"(37.7238616943, -122.4314498901)"
N201602190104,44,44,0,0,915 - 935 MINNA ST,3510058,BP FILED,2016-02-19,"(37.7742881775, -122.415802002)"
N201508265383,42,42,0,0,1174 - 1178 FOLSOM ST,3730023,BP ISSUED,2016-07-18,"(37.7757148743, -122.4097442627)"
N201604074244,42,42,5,5,1700 MARKET ST,0855016,BP APPROVED,2017-09-26,"(37.7729530334, -122.4224472046)"
N201612225735,42,42,5,5,719 LARKIN ST,0717003,BP FILED,2016-12-22,"(37.7845458984, -122.4180755615)"
N201703312940,44,41,5,5,2238 - 2254 MARKET ST,3559008,PL APPROVED,2016-02-11,"(37.7645378113, -122.4312133789)"
N201612285989,41,41,0,0,2465 VAN NESS AV,0546001,BP FILED,2016-12-28,"(37.7982254028, -122.4243087769)"
N200806275522,41,41,4,4,5400 GEARY BL,1450008,CONSTRUCTION,2017-09-18,"(37.7811050415, -122.4775924683)"
N201703272460,40,40,0,0,1337 MISSION ST,3509037,BP FILED,2017-03-27,"(37.7756652832, -122.4149856567)"
N201406249298,39,39,0,0,119 07TH ST,3726103,CONSTRUCTION,2017-09-27,"(37.7790718079, -122.4103088379)"
N201507161644,37,37,4,4,1238 SUTTER ST,0670011,CONSTRUCTION,2017-08-08,"(37.7879295349, -122.4208221436)"
N201502198775,35,35,0,0,1278 - 1298 VALENCIA ST,3644021,PL FILED,2015-01-15,"(37.7523078918, -122.4209747314)"
N200602215057,35,35,0,0,1860 VAN NESS AV,0619012,CONSTRUCTION,2017-06-19,"(37.7929115295, -122.422416687)"
N201504093240,35,35,0,0,22 FRANKLIN ST,0836011,CONSTRUCTION,2017-09-19,"(37.7747268677, -122.4206008911)"
N201012227259,34,34,0,0,495 CAMBRIDGE ST,5992A060,BP FILED,2010-12-22,"(37.7257194519, -122.4173202515)"
N201412294587,34,34,4,4,980 FOLSOM ST,3732028,BP FILED,2014-12-29,"(37.7790184021, -122.4053649902)"
N201508134190,33,33,0,0,240 - 290 PACIFIC AV,0166003,CONSTRUCTION,2017-09-22,"(37.797870636, -122.4004516602)"
N201506159021,32,32,0,0,241 10TH ST,3518020,CONSTRUCTION,2017-08-18,"(37.773651123, -122.4134368896)"
N201608296272,31,31,31,31,HOPE SF ALICE GRIFFITH,4884026,CONSTRUCTION,2017-08-30,"(37.7189865112, -122.3860015869)"
N201606281077,30,30,0,0,75 ARKANSAS ST,3952001B,CONSTRUCTION,2017-09-22,"(37.7653961182, -122.3984069824)"
N201406239172,29,29,0,0,2100 MISSION ST,3576001,PL FILED,2016-03-25,"(37.7632293701, -122.4197921753)"
N201312093685,29,29,0,0,580 HAYES ST,0807010,CONSTRUCTION,2017-09-08,"(37.7767562866, -122.42603302)"
N201512094600,28,28,3,3,469 EDDY ST,0337014A,PL APPROVED,2016-05-12,"(37.7833023071, -122.4153213501)"
N200705010141,28,28,3,3,1004 MISSISSIPPI ST,4224015,BP ISSUED,2016-04-22,"(37.7536201477, -122.3940429688)"
N201512235830,28,28,0,0,1598 BAY ST,0459007,CONSTRUCTION,2017-09-27,"(37.8033714294, -122.433052063)"
N201408053094,28,28,0,0,198 VALENCIA ST,3502108,BP FILED,2014-08-05,"(37.7700958252, -122.4226837158)"
N201406269575,26,26,0,0,2601 VAN NESS AV,0522002A,BP ISSUED,2016-04-04,"(37.7996635437, -122.4246139526)"
N200908144872,25,25,0,0,1145 MISSION ST,3727168,PL FILED,2014-08-21,"(37.7782096863, -122.4117736816)"
N201703302802,25,25,3,3,42 OTIS ST,3505020,BP FILED,2017-03-30,"(37.7726516724, -122.419631958)"
N201509258131,24,24,0,0,1228 FOLSOM ST / 723 - 725 CLEMENTINA,3729011,PL APPROVED,2017-01-25,"(37.7747306824, -122.4108047485)"
N201305177243,24,24,3,3,376 CASTRO ST,2623006,BP FILED,2013-05-17,"(37.7629203796, -122.4355010986)"
N201602260667,24,24,0,0,603 TENNESSEE ST,3995015,BP FILED,2016-02-26,"(37.7640037537, -122.3895187378)"
N201605056698,23,23,3,3,430 EDDY ST,0334008,PL APPROVED,2016-03-08,"(37.7839355469, -122.4148330688)"
N201306280738,23,23,0,0,1450 15TH ST,3549064,CONSTRUCTION,2016-11-07,"(37.7670898438, -122.4168319702)"
N201605036401,23,23,0,0,222 DORE ST,3525083,PL FILED,2015-12-04,"(37.7715835571, -122.4103927612)"
N201612285988,22,22,0,0,2301 LOMBARD ST,0512031,BP FILED,2016-12-28,"(37.7990951538, -122.4396133423)"
N201501145720,21,21,0,0,27 KIRKWOOD AV,4591C143,CONSTRUCTION,2017-08-25,"(37.7266921997, -122.3694915771)"
N201501236483,20,20,0,0,2600 HARRISON ST,3639001,PL APPROVED,2016-08-11,"(37.7553787231, -122.4124069214)"
N201306149565,20,20,0,0,1255 - 1275 COLUMBUS AV,0028014,CONSTRUCTION,2017-09-15,"(37.8057098389, -122.4183807373)"
N201403100361,20,20,0,0,1335 LARKIN ST,0645003,BP ISSUED,2017-08-09,"(37.7903289795, -122.4193115234)"
N201508063607,20,20,0,0,595 MARIPOSA ST,3995022,CONSTRUCTION,2017-09-13,"(37.7641410828, -122.3895263672)"
N201606291227,20,20,0,0,606 CAPP ST,3615055,BP FILED,2016-06-29,"(37.7567367554, -122.4180908203)"
N200908124639,19,18,0,0,1731 - 1741 POWELL ST,0101004,CONSTRUCTION,2017-09-25,"(37.8006820679, -122.4112854004)"
N201507171867,18,18,0,0,2092 03RD ST / 600 18TH ST,3995007,PL FILED,2015-11-10,"(37.7631874084, -122.3890914917)"
N201412113580,18,18,0,0,77 KIRKWOOD AV,4591C165,CONSTRUCTION,2017-07-28,"(37.7271385193, -122.3709640503)"
N201702028469,18,18,0,0,953 - 955 FOLSOM ST,3753114,BP FILED,2017-02-02,"(37.7790489197, -122.4043273926)"
N201502107867,17,17,0,0,540 DE HARO ST,4008002,PL APPROVED,2016-06-20,"(37.7629089355, -122.4017333984)"
N201508103804,17,17,0,0,2293 POWELL ST,0041001,BP APPROVED,2017-07-10,"(37.8056182861, -122.4122009277)"
N201512316257,17,17,0,0,6424 3RD ST / 1088 KEY AV,5470002,PL FILED,2015-12-31,"(37.7198486328, -122.3971710205)"
N201611011665,16,16,0,0,2632 MISSION ST,3636005,BP FILED,2016-11-01,"(37.7548332214, -122.419052124)"
N201311041054,16,16,0,0,3420 18TH ST,3576090,CONSTRUCTION,2017-09-19,"(37.7620048523, -122.4199829102)"
N201505297549,16,16,0,0,502 07TH ST,3780001,BP ISSUED,2017-07-19,"(37.7739944458, -122.4047851562)"
N201705307830,2,1,0,0,2214 36TH AV,2314030A,BP Filed,2017-05-30,"(37.7456436157, -122.4938812256)"
N201611213210,16,16,0,0,2224 CLEMENT ST,1410021,BP FILED,2016-11-21,"(37.782333374, -122.4834136963)"
N200810315636,15,15,0,0,1490 OCEAN AV,3197010,CONSTRUCTION,2017-04-21,"(37.7245330811, -122.4578857422)"
N201405307085,15,15,0,0,1532 HOWARD ST,3511015,BP ISSUED,2016-12-22,"(37.772819519, -122.4162826538)"
N201612215597,14,14,0,0,1326 POWELL ST,0160014A,BP FILED,2016-12-21,"(37.7968826294, -122.4098739624)"
N201404223881,14,14,3,3,1463 LOMBARD ST,0503021,CONSTRUCTION,2017-09-19,"(37.8008575439, -122.4254989624)"
N201301238540,14,14,0,0,1727 LOMBARD ST,0506036,BP FILED,2013-01-23,"(37.8003196716, -122.4300308228)"
N201612286112,14,14,0,0,5500 MISSION ST,7066036,BP FILED,2016-12-28,"(37.7127189636, -122.4452056885)"
N200712140534,13,13,0,0,1 STANYAN ST,1084001B,CONSTRUCTION,2017-09-29,"(37.7810707092, -122.4565200806)"
N201601126879,13,13,0,0,17 GRACE ST,3509026,BP REINSTATED,2016-01-19,"(37.7751579285, -122.41456604)"
N201605238117,13,13,0,0,1924 MISSION ST,3554003A,BP FILED,2016-05-23,"(37.7663002014, -122.4201202393)"
N201610281361,6,6,0,0,18 TURK MURPHY LN,0147022,BP FILED,2016-10-28,"(37.7979469299, -122.4096450806)"
N200810013158,12,12,1,1,300 OCTAVIA ST,0832025,PL APPROVED,2016-06-23,"(37.775100708, -122.424041748)"
N200810013162,12,12,2,2,300 OCTAVIA ST,0832026,PL APPROVED,2016-06-23,"(37.7755203247, -122.4241256714)"
N201607152516,12,12,0,0,3701 NORIEGA ST,2081001,BP APPROVED,2017-03-15,"(37.7528076172, -122.5035705566)"
N201610261200,12,11,0,0,611 JONES ST,0304003,BP FILED,2016-10-26,"(37.7870635986, -122.4135055542)"
N200708079019,10,10,0,0,2350 19TH AV,2347004G,BP ISSUED,2014-07-11,"(37.7440376282, -122.4753646851)"
N201507091031,10,10,0,0,4320 MISSION ST,6800045,BP FILED,2015-07-09,"(37.7284584045, -122.4319000244)"
N201409106016,42,10,0,0,"530, 542, & 548 BRANNAN ST",3777072,BP ISSUED,2016-12-30,"(37.7779159546, -122.3976364136)"
N201406300003,10,10,0,0,4712 - 4720 03RD ST,5311035,BP APPROVED,2017-09-11,"(37.7354431152, -122.3908462524)"
N201410078312,9,9,2,2,2201 MARKET ST,3559001,PL APPROVED,2016-07-27,"(37.7653617859, -122.4311904907)"
N201410108662,9,9,0,0,1298 FITZGERALD AV,4913011,BP FILED,2014-10-10,"(37.7221260071, -122.3927993774)"
N201312315425,1,1,0,0,2 BYRON CT,6489090,PL APPROVED,2015-09-30,"(37.7098770142, -122.4435882568)"
N201210313210,9,9,0,0,1469 PACIFIC AV,0185029,PL FILED,2013-07-10,"(37.7950592041, -122.4194259644)"
N201505015151,9,9,0,0,1870 MARKET ST,0871004,BP FILED,2015-05-01,"(37.7712631226, -122.4246749878)"
N201507080963,9,9,0,0,1900 MISSION ST,3554001,BP FILED,2015-07-08,"(37.7665367126, -122.4201049805)"
N201610059614,9,9,0,0,2101 LOMBARD ST,0510001,BP FILED,2016-10-05,"(37.7995834351, -122.4362792969)"
N201512316246,9,9,0,0,225 SHIPLEY ST,3753099,BP FILED,2015-12-31,"(37.7792778015, -122.4032669067)"
N201405085278,9,9,0,0,2420 03RD ST,4108003F,BP FILED,2014-05-08,"(37.7589416504, -122.3887252808)"
N201406097901,9,9,0,0,33 NORFOLK ST,3521053A,BP FILED,2014-06-09,"(37.771156311, -122.4138565063)"
N200808058406,9,9,0,0,436 OFARRELL ST,0317005,CONSTRUCTION,2017-08-28,"(37.7861061096, -122.4119949341)"
N201409106021,45,9,0,0,"530, 542, & 548 BRANNAN ST",3777072,BP ISSUED,2016-12-29,"(37.7779159546, -122.3976364136)"
N201706129054,9,9,0,0,736 HYDE ST,0300010,BP Filed,2017-06-12,"(37.7877807617, -122.4164733887)"
N201405276744,8,8,0,0,1458 BROADWAY,0572013,PL APPROVED,2016-08-11,"(37.7963409424, -122.4210891724)"
N201409106031,9,8,0,0,1532 OCEAN AV,3196028,BP FILED,2014-09-10,"(37.724697113, -122.4587783813)"
N201210242702,8,8,0,0,1785 15TH ST,3555036,CONSTRUCTION,2016-10-31,"(37.766204834, -122.4238052368)"
N201705015335,8,8,0,0,2 RUSSIA AV,6272027,BP Filed,2017-05-01,"(37.7211723328, -122.4368515015)"
N201608296278,8,8,0,0,2410 MISSION ST,3609002,BP FILED,2016-08-29,"(37.7583427429, -122.4193267822)"
N201404032363,11,8,0,0,"2419, 2421 & 2435 LOMBARD ST",0937028,BP FILED,2014-04-03,"(37.7988624573, -122.4415054321)"
N201611021701,8,8,0,0,2610 MISSION ST,3636002,BP FILED,2016-11-02,"(37.7551612854, -122.4190826416)"
N201502269406,8,8,0,0,311 GROVE ST,0809020,BP ISSUED,2016-12-29,"(37.7777023315, -122.4220046997)"
N201409106022,42,8,0,0,"530, 542, & 548 BRANNAN ST",3777072,BP ISSUED,2016-12-29,"(37.7779159546, -122.3976364136)"
N201508144364,1,1,0,0,100 ALPINE TER,2609066,BP ISSUED,2017-07-05,"(37.7688980103, -122.4377670288)"
N201601157251,2,1,0,0,2238 KIRKHAM ST,1827019,PL APPROVED,2017-04-19,"(37.7597198486, -122.4850921631)"
N201507091106,5,1,0,0,100 TERRA VISTA AV,1104001,CONSTRUCTION,2017-09-05,"(37.7816123962, -122.4437942505)"
N201607122139,1,1,0,0,1000 - 1020 BROADWAY,0150054,BP FILED,2016-07-12,"(37.7972183228, -122.41381073)"
N201607122132,1,1,0,0,1000 - 1020 BROADWAY,0150054,BP FILED,2016-07-12,"(37.7972183228, -122.41381073)"
N201407080708,2,1,0,0,1001 CHESTNUT ST,0069020,CONSTRUCTION,2016-11-14,"(37.8027076721, -122.4200668335)"
N201605258264,2,2,0,0,239 ORDWAY ST,6170037,BP FILED,2016-05-25,"(37.7195587158, -122.4030914307)"
N201703242277,3,2,0,0,2420 TARAVAL ST,2363017,BP FILED,2017-03-24,"(37.7425689697, -122.4922332764)"
N201309066225,4,2,0,0,2429 CHESTNUT ST,0935024,BP ISSUED,2016-08-30,"(37.7996253967, -122.4433822632)"
N201403181032,2,2,0,0,2506 MCALLISTER ST,1144020,BP FILED,2014-03-18,"(37.7759361267, -122.4532775879)"
N201612296165,14,2,0,0,2530 FILLMORE ST,0588015,BP FILED,2016-12-29,"(37.7929420471, -122.4343414307)"
N201404173443,3,2,0,0,2621 HARRISON ST,4148027,CONSTRUCTION,2017-09-27,"(37.7553787231, -122.4118423462)"
N201506229512,2,1,0,0,1016 DE HARO ST,4159004,PL FILED,2016-04-27,"(37.7568321228, -122.4011459351)"
N201410290258,2,1,0,0,1019 KANSAS ST,4158060,BP FILED,2014-10-29,"(37.7567520142, -122.4024581909)"
N201411252470,3,1,0,0,102 BAKER ST,1219018,BP ISSUED,2017-01-19,"(37.7720184326, -122.440246582)"
N201702068659,1,1,0,0,102 SAN JOSE AV,3646002,BP FILED,2017-02-06,"(37.7532615662, -122.4217910767)"
N201706219924,2,1,0,0,1027 SANTIAGO ST,2350001C,BP Filed,2017-06-21,"(37.7445983887, -122.4784393311)"
N201501075157,3,1,0,0,3336 BRODERICK ST,0927024,PL APPROVED,2015-04-15,"(37.8012695312, -122.4444885254)"
N201602018496,4,1,0,0,1033 - 1037 WASHINGTON ST,0212038,BP APPROVED,2017-09-20,"(37.7944984436, -122.4103240967)"
N201411242420,3,1,0,0,1044 JACKSON ST,0181013,CONSTRUCTION,2017-07-18,"(37.7954597473, -122.4122848511)"
N201512023975,2,1,0,0,1050 GILMAN AV,4937006A,BP FILED,2015-12-02,"(37.7190437317, -122.3890380859)"
N201501095338,7,1,0,0,3441 - 3447 20TH ST,3610047,PL APPROVED,2016-12-05,"(37.7584877014, -122.4177322388)"
N201307242711,2,1,0,0,344 HOLLOWAY AV,6942028,CONSTRUCTION,2016-03-05,"(37.7220649719, -122.4569091797)"
N201602109217,2,1,0,0,3443 26TH ST,6569029,BP ISSUED,2017-03-28,"(37.7487983704, -122.4189987183)"
N201705015334,4,1,0,0,3481 MISSION ST,5673019,BP Filed,2017-05-01,"(37.7411422729, -122.42237854)"
N201307292973,2,1,0,0,349 CORBETT AV,2659054,BP ISSUED,2014-09-16,"(37.7597465515, -122.4450683594)"
N201303293381,2,1,0,0,349 RICHLAND AV,5721077,CONSTRUCTION,2017-05-11,"(37.7359085083, -122.4184494019)"
N201408224556,3,1,0,0,969 OAK ST,0845027,BP APPROVED,2017-09-01,"(37.7731323242, -122.4351730347)"
