PERMIT_ID,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,NAMEADDR,APN,BESTSTAT,BESTDATE,LOCATION
N201512144945,3,3,0,0,1244 LARKIN ST,0278010,BP FILED,2015-12-14,"(37.78955209430, -122.41854810300)"
N201411212188,2,1,0,0,1246 38TH AV,1713036,BP FILED,2014-11-21,"(37.76364466380, -122.49722375800)"
N201612024094,1,1,0,0,1247 BOSWORTH ST,6706045,BP FILED,2016-12-02,"(37.73563459810, -122.44142085500)"
N201306149565,20,20,0,0,1255 - 1275 COLUMBUS AV,0028014,BP ISSUED,2014-04-22,"(37.80570806040, -122.41837966600)"
N201512235842,7,2,0,0,126 LAGUNA ST,0856013,BP ISSUED,2016-09-29,"(37.77225227980, -122.42513330000)"
N201612054132,3,1,0,0,1263 03RD AV,1752003,BP FILED,2016-12-05,"(37.76496308650, -122.46021818800)"
N201609218436,3,1,0,0,1264 17TH AV,1734025,BP FILED,2016-09-21,"(37.76429819910, -122.47470099000)"
N201208076803,4,4,0,0,127 BUCHANAN ST,0869007,BP ISSUED,2016-10-14,"(37.77098409770, -122.42720819700)"
N201405296982,1,1,0,0,127 EDGEHILL WY,2933007,BP ISSUED,2016-05-11,"(37.74329978310, -122.46014819800)"
N201512155191,3,1,0,0,1270 FITZGERALD AV,4913010,BP FILED,2015-12-15,"(37.72197859780, -122.39253780700)"
N201611303826,299,299,64,64,1270 MISSION ST,3701021,BP FILED,2016-11-30,"(37.77680707880, -122.41452278800)"
N201610130185,3,1,0,0,1271 10TH AV,1740016,BP FILED,2016-10-13,"(37.76446492630, -122.46774412200)"
N201310169408,2,2,0,0,1271 19TH AV,1731015,BP ISSUED,2016-02-01,"(37.76410775280, -122.47755111400)"
N201510099393,3,1,0,0,1273 24TH AV,1726015,BP ISSUED,2016-07-18,"(37.76386662420, -122.48284971200)"
N201503039869,3,1,0,0,1274 HAMPSHIRE ST,4266012,BP FILED,2015-03-03,"(37.75181615260, -122.40746526500)"
N201502198775,35,35,0,0,1278 - 1298 VALENCIA ST,3644021,BP FILED,2015-02-19,"(37.75230964160, -122.42097736600)"
N200909237457,1,1,0,0,128 ELSIE ST,5618011,BP ISSUED,2015-05-22,"(37.74257846120, -122.41805754600)"
N201511203280,2,1,0,0,1290 SHAFTER AV,4787012A,BP FILED,2015-11-20,"(37.72791956000, -122.38476288300)"
N201410108662,9,9,0,0,1298 FITZGERALD AV,4913011,BP FILED,2014-10-10,"(37.72212533640, -122.39279638600)"
N201406067752,155,130,34,9,1298 HOWARD ST,3728019,BP FILED,2014-06-06,"(37.77562857860, -122.41277867600)"
N201303212751,1,1,0,0,13 LUCKY ST,6521004,BP APPROVED,2017-03-22,"(37.75223594730, -122.41325780200)"
N201612215558,2,1,0,0,1553 45TH AV,1891010,BP FILED,2016-12-21,"(37.75755866760, -122.50498085500)"
N201505146319,2,1,0,0,1555 23RD AV,1869011,CONSTRUCTION,2017-02-06,"(37.75859384450, -122.48140315700)"
N201410159002,2,1,0,0,1560 DOLORES ST,6618003,BP ISSUED,2016-03-08,"(37.74435086690, -122.42481604500)"
N201505287372,2,1,0,0,175 MAYNARD ST,5891004A,BP ISSUED,2016-01-22,"(37.72958962000, -122.42660330000)"
N201302140247,2,2,0,0,1750 OAKDALE AV,5312014,BP FILED,2013-02-14,"(37.73641327810, -122.39300037500)"
N200712261296,2,1,0,0,176 RANDALL ST,6655030,BP APPROVED,2014-02-11,"(37.73993178560, -122.42728750600)"
N201306068876,1,1,0,0,1769 11TH AV,2038A013,CONSTRUCTION,2016-11-21,"(37.75523669220, -122.46817430800)"
N201403211380,1,1,0,0,177 SAGAMORE ST,7147050,BP ISSUED,2017-02-17,"(37.71112298120, -122.45828956400)"
N201601278103,1,1,0,0,1776 VALLEJO ST,0552031,BP FILED,2016-01-27,"(37.79659884590, -122.42667838100)"
N201609228551,2,1,0,0,1779 22ND AV,2027012A,BP FILED,2016-09-13,"(37.75450634700, -122.48004505800)"
N201312265039,1,1,0,0,23 CANYON DR,6435012,BP ISSUED,2015-09-23,"(37.70845909950, -122.43192305100)"
N201606139725,3,1,0,0,230 ANZA ST,1091013,BP FILED,2016-06-13,"(37.78105346720, -122.44941238500)"
N201611213235,1,1,0,0,2300 MASON ST,0041037,CONSTRUCTION,2017-02-02,"(37.80487892150, -122.41330517700)"
N201612285988,22,22,0,0,2301 LOMBARD ST,0512031,BP FILED,2016-12-28,"(37.79909581810, -122.43961100000)"
N201510230698,1,1,0,0,2306 CASTRO ST,7537002,BP ISSUED,2016-11-30,"(37.74308458830, -122.43357714000)"
N201411212273,2,1,0,0,2308 21ST AV,2349038,CONSTRUCTION,2017-02-21,"(37.74462138240, -122.47764031500)"
N201410300350,2,1,0,0,231 JULES AV,6940012,BP ISSUED,2015-07-09,"(37.72243021570, -122.46156177200)"
N201609218442,2,1,0,0,2316 28TH AV,2356029,BP ISSUED,2017-01-26,"(37.74410743320, -122.48511016300)"
N201009241586,2,1,0,0,2317 15TH ST,2613020,BP FILED,2010-09-24,"(37.76545627220, -122.43618796000)"
N201603152102,2,1,0,0,2339 41ST AV,2370054,CONSTRUCTION,2017-02-16,"(37.74303326640, -122.49966315700)"
N201403271860,10,2,0,0,3527 18TH ST,3588001C,CONSTRUCTION,2017-03-02,"(37.76147673530, -122.42223868400)"
N201701066678,2,1,0,0,353 TOCOLOMA AV,5081011,BP FILED,2017-01-06,"(37.71058947750, -122.39822315500)"
N200712120290,3,3,0,0,3534 TARAVAL ST,2374019,CONSTRUCTION,2017-02-24,"(37.74204279200, -122.50418855100)"
N201602028578,2,1,0,0,354 HEAD ST,7116035,BP FILED,2016-02-02,"(37.71352291980, -122.46411587400)"
N201106289066,1,1,0,0,354 MULLEN AV,5535006,BP FILED,2011-06-28,"(37.74593445980, -122.40616538000)"
N201703302829,3,1,0,0,3546 22ND ST,3619026,BP FILED,2017-03-30,"(37.75515267410, -122.42650483000)"
N201606069227,2,1,0,0,355 PENNSYLVANIA AV,4040024,BP FILED,2016-06-06,"(37.76203184370, -122.39321270100)"
N201506259933,3,1,0,0,3551 PIERCE ST,0441B007,BP ISSUED,2016-10-13,"(37.80332205350, -122.44032809400)"
N201612165173,20,6,0,0,3560 DIVISADERO ST,0921030,BP FILED,2016-12-16,"(37.80265117840, -122.44308191800)"
N201703131339,4,1,0,0,3561 PIERCE ST,0441B005,BP FILED,2017-03-13,"(37.80345763150, -122.44035555000)"
N201605066788,2,1,0,0,359 TOCOLOMA AV,5081010,BP FILED,2016-05-06,"(37.71051055180, -122.39825291600)"
N201406037375,1,1,0,0,36 KNOLLVIEW WAY,2823A016,CONSTRUCTION,2016-04-11,"(37.74984097310, -122.45071908700)"
N201506199453,1,1,0,0,1301 TURK ST,0756018,BP ISSUED,2016-04-20,"(37.78038943320, -122.43072791600)"
N201310119147,3,1,0,0,1302 YORK ST,4274001,CONSTRUCTION,2015-08-25,"(37.75111467730, -122.40824996900)"
N201503251826,3,1,0,0,1308 04TH AV,1758046,BP FILED,2015-03-25,"(37.76407454010, -122.46065809000)"
N201306199977,9,9,0,0,131 MISSOURI ST,3985024,CONSTRUCTION,2016-12-23,"(37.76467976180, -122.39641291600)"
N201607273516,2,1,0,0,1315 14TH AV,1769004,BP FILED,2016-07-27,"(37.76342488380, -122.47193560800)"
N201510210391,2,1,0,0,1318 COLE ST,1286024,CONSTRUCTION,2017-02-06,"(37.76223233840, -122.44894397900)"
N201407312605,2,1,0,0,1318 HAMPSHIRE ST,4275001A,BP APPROVED,2015-01-12,"(37.75099660580, -122.40734378200)"
N201611102474,2,1,0,0,132 CORBETT AV,2652010,BP FILED,2016-11-10,"(37.76186080480, -122.44127466700)"
N201701177262,1,0,0,0,1333 TARAVAL ST,2402029,BP FILED,2017-01-17,"(37.74258737150, -122.48058264000)"
N201505065520,3,1,0,0,1335 05TH AV,1760009,BP FILED,2015-05-06,"(37.76352069500, -122.46231087200)"
N201406269542,67,67,0,0,1335 FOLSOM ST,3519063,BP ISSUED,2017-03-24,"(37.77318439270, -122.41191612000)"
N201403100361,20,20,0,0,1335 LARKIN ST,0645003,PL APPROVED,2016-05-25,"(37.79033011560, -122.41930836300)"
N201009271690,8,4,0,0,1338 FILBERT ST,0524031,BP ISSUED,2011-01-31,"(37.80011146190, -122.42150353700)"
N201512114904,3,1,0,0,1339 FRANCISCO ST,0480013,CONSTRUCTION,2017-01-12,"(37.80263865650, -122.42718215700)"
N201511303726,2,1,0,0,1342 YORK ST,4274005,BP FILED,2015-11-30,"(37.75051962260, -122.40824527000)"
N201612225719,3,2,0,0,1346 HAIGHT ST,1233015,BP FILED,2016-12-22,"(37.77061243090, -122.44443970200)"
N201508033190,3,1,0,0,1349 TARAVAL ST,2402034,BP FILED,2015-08-03,"(37.74257985870, -122.48075357100)"
N201702179715,2,1,0,0,135 ALPHA ST,6204060,BP FILED,2017-02-17,"(37.71409377780, -122.40390590300)"
N201611072110,72,72,0,0,135 HYDE ST,0346002,BP FILED,2016-11-07,"(37.78214757020, -122.41596570700)"
N201306038460,5,5,0,0,135 WETMORE ST,0212031,BP ISSUED,2015-11-19,"(37.79419989050, -122.41064823700)"
N201609278934,30,2,0,0,1350 PINE ST,0250006,BP FILED,2016-09-27,"(37.79020795250, -122.41811841200)"
N201512155196,3,1,0,0,1351 REVERE AV,4788020A,BP FILED,2015-12-15,"(37.72884117690, -122.38571764500)"
N201612225720,4,2,0,0,1352 HAIGHT ST,1233016,BP FILED,2016-12-22,"(37.77060154310, -122.44452510300)"
N201504224304,2,1,0,0,1354 27TH AV,1781033,CONSTRUCTION,2017-02-17,"(37.76216341620, -122.48529817700)"
N201508063611,3,1,0,0,1355 JACKSON ST,0187036,BP FILED,2015-08-06,"(37.79439413080, -122.41718901000)"
N200504281137,1,1,0,0,136 SOUTH PARK ST,3775063,BP ISSUED,2015-06-19,"(37.78149976270, -122.39467508600)"
N201408123674,1,1,0,0,1364 PACIFIC AV,0155020,BP ISSUED,2016-11-28,"(37.79569077060, -122.41769908300)"
N201012317718,2,2,0,0,2006 KEITH ST,5386001,BP FILED,2010-12-31,"(37.72869190340, -122.39030955300)"
N201504032736,2,1,0,0,1366 09TH AV,1763027,BP ISSUED,2016-01-08,"(37.76281324050, -122.46589598800)"
N201606018887,3,2,0,0,137 CLAYTON ST,1194006,BP FILED,2016-06-01,"(37.77388681480, -122.44971766900)"
N201408123679,1,1,0,0,1370 PACIFIC AV,0155021,BP ISSUED,2016-11-28,"(37.79568260090, -122.41776315400)"
N201603041252,30,3,0,0,1372 PINE ST,0250008,PL APPROVED,2016-09-20,"(37.79017463030, -122.41839770300)"
N201309308119,1,1,0,0,1375 EVANS AV,5237013,BP ISSUED,2015-10-05,"(37.74040827400, -122.38445161000)"
N201703222069,5,1,0,0,1405 15TH ST,3552044,BP FILED,2017-03-22,"(37.76667777170, -122.41600629200)"
N201505136221,3,1,0,0,1407 29TH AV,1824001A,BP ISSUED,2016-12-22,"(37.76100630370, -122.48791461900)"
N201206041789,2,1,0,0,1411 CHURCH ST,6566027,BP FILED,2012-06-04,"(37.74825524100, -122.42678970200)"
N201611162922,10,4,0,0,1418 RHODE ISLAND ST,4281A004,BP FILED,2016-11-16,"(37.75165902710, -122.40162575500)"
N201407010196,2,1,0,0,1419 FUNSTON AV,1840002,BP ISSUED,2017-02-03,"(37.76155436780, -122.47076478500)"
N201612165233,3,2,0,0,142 CORTLAND AV,5675006,BP FILED,2016-12-16,"(37.73972095500, -122.42023169800)"
N201605318777,47,47,6,6,1433 BUSH ST,0670024,PL APPROVED,2016-08-09,"(37.78836325480, -122.42084130500)"
N201607202864,2,1,0,0,1550 DIAMOND ST,6605001,BP FILED,2016-07-20,"(37.74486657560, -122.43596850700)"
N201410239774,3,1,0,0,144 LEXINGTON ST,3589091,BP ISSUED,2016-09-19,"(37.76098620740, -122.42122984500)"
N201612155108,2,2,0,0,1440 DE HARO ST,4282A001C,BP FILED,2016-12-15,"(37.75145498350, -122.40062458200)"
N201608094577,3,1,0,0,1441 SOUTH VAN NESS AV,6526021,BP FILED,2016-08-09,"(37.75013560490, -122.41570363100)"
N201301288928,2,1,0,0,1443 12TH AV,1841007,BP FILED,2013-01-28,"(37.76119008830, -122.46966471500)"
N201612165176,2,1,0,0,2007 22ND AV,2142001A,BP FILED,2016-12-16,"(37.75014429590, -122.47967150500)"
N201603232845,2,1,0,0,1447 OAKDALE AV,5324020,CONSTRUCTION,2017-02-23,"(37.73279355950, -122.38768223100)"
N201306280738,23,23,0,0,1450 15TH ST,3549064,CONSTRUCTION,2016-11-07,"(37.76709156440, -122.41683342100)"
N201604285888,4,2,0,0,1450 UNION ST,0526014,BP FILED,2016-04-28,"(37.79893322260, -122.42324311900)"
N201302250862,3,1,0,0,1451 MARIPOSA ST,4004034,CONSTRUCTION,2016-08-02,"(37.76356714780, -122.39812495900)"
N201510169913,3,1,0,0,1453 18TH AV,1835010,CONSTRUCTION,2016-08-31,"(37.76076710660, -122.47618795500)"
N201608316527,3,1,0,0,1456 08TH AV,1846033,BP ISSUED,2017-02-17,"(37.76113369400, -122.46470750300)"
N201411030494,1,1,0,0,2008 KEITH ST,5386002,BP ISSUED,2016-02-01,"(37.72858017170, -122.39041005900)"
N201405276744,8,8,0,0,1458 BROADWAY,0572013,PL APPROVED,2016-08-11,"(37.79633951570, -122.42108681700)"
N201512215664,3,1,0,0,1460 PAGE ST,1222014,BP ISSUED,2016-12-15,"(37.77150991410, -122.44490359700)"
N201404223881,14,14,3,3,1463 LOMBARD ST,0503021,CONSTRUCTION,2017-03-17,"(37.80085891240, -122.42549627900)"
N201512114902,2,1,0,0,1465 REVERE AV,4789014,BP FILED,2015-12-11,"(37.73005098980, -122.38784938900)"
N201608054307,3,1,0,0,1466 11TH AV,1843029,BP FILED,2016-08-05,"(37.76085582140, -122.46790624300)"
N201602230257,2,1,0,0,1466 PALOU AV,5324010,BP FILED,2016-02-23,"(37.73274956390, -122.38819992900)"
N201210313210,9,9,0,0,1469 PACIFIC AV,0185029,PL FILED,2013-07-10,"(37.79506103910, -122.41942478000)"
N201309126610,2,1,0,0,1474 48TH AV,1806019A,BP ISSUED,2015-03-12,"(37.75896644150, -122.50764242000)"
N201608054293,2,1,0,0,148 FELTON ST,5926017,BP ISSUED,2017-03-17,"(37.72981543770, -122.40632756500)"
N200810315636,15,15,0,0,1490 OCEAN AV,3197010,CONSTRUCTION,2017-02-09,"(37.72453300080, -122.45788196500)"
N201004029551,2,1,0,0,1491 FUNSTON AV,1840015,BP FILED,2010-04-02,"(37.76032041170, -122.47067851500)"
N201604134664,2,1,0,0,15 GUY PL,3749012,BP ISSUED,2016-11-14,"(37.78630745780, -122.39435201500)"
N201609309277,2,2,0,0,150 07TH ST,3727004,BP FILED,2016-09-30,"(37.77839634560, -122.41029478700)"
N201609167950,1,1,0,0,150 BRONTE ST,5698009,BP REINSTATED,2016-10-14,"(37.73749665600, -122.41051123400)"
N201601116825,5,2,0,0,1551  FRANKLIN ST,0665002,PL APPROVED,2016-10-24,"(37.78896526490, -122.42398482900)"
N201511303685,10,1,0,0,1500 MCALLISTER ST,1155005,BP FILED,2015-11-30,"(37.77819461160, -122.43692117400)"
N201409297547,2,1,0,0,1507 33RD AV,1879001A,BP ISSUED,2015-05-15,"(37.75894495010, -122.49213705300)"
N201505085804,2,1,0,0,1507 DIAMOND ST,6604026,BP FILED,2015-05-08,"(37.74538648680, -122.43542334600)"
N201411262632,3,2,0,0,151 BERNARD ST,0156015A,CONSTRUCTION,2016-11-15,"(37.79609378650, -122.41592354400)"
N201703060737,2,1,0,0,151 LIBERTY ST,3607036A,BP FILED,2017-03-06,"(37.75725837230, -122.42447687900)"
N201409196840,2,1,0,0,1510 YORK ST,5514002,BP FILED,2014-09-19,"(37.74786107310, -122.40784763300)"
N201609016554,2,1,0,0,1531 06TH AV,1852006,BP FILED,2016-09-01,"(37.75995113490, -122.46313568200)"
N201607253262,136,136,22,22,1532 HARRISON ST,3521056,BP FILED,2016-07-25,"(37.77048389680, -122.41331634600)"
N201405307085,15,15,0,0,1532 HOWARD ST,3511015,BP ISSUED,2016-12-22,"(37.77281762700, -122.41628426300)"
N201409106031,9,8,0,0,1532 OCEAN AV,3196028,BP FILED,2014-09-10,"(37.72469703930, -122.45877928100)"
N201512094574,2,2,0,0,1545 CLEMENT ST,1448038,BP FILED,2015-12-09,"(37.78220934790, -122.47601494500)"
N201312033256,100,100,12,12,1545 PINE ST,0667016,CONSTRUCTION,2017-03-23,"(37.78927210560, -122.42121122900)"
N201311222657,110,110,13,13,1546 - 1564 MARKET ST,0836007,BP ISSUED,2016-11-02,"(37.77498042420, -122.42019610700)"
N201606149976,2,1,0,0,1583 OAKDALE AV,5323016B,BP FILED,2016-06-14,"(37.73420711150, -122.39018878400)"
N201608044167,4,4,0,0,159 & 161 CHARTER OAK AV,5377070,PL FILED,2016-03-15,"(37.73521357800, -122.40418306300)"
N201608044162,3,3,0,0,159 CHARTER OAK AV,5377071,BP FILED,2016-08-04,"(37.73532481200, -122.40425399900)"
N201512235830,28,28,0,0,1598 BAY ST,0459007,BP ISSUED,2016-10-21,"(37.80337067160, -122.43305160600)"
N201602220209,3,1,0,0,1599 DOLORES ST,6617018,BP FILED,2016-02-22,"(37.74398458420, -122.42401833300)"
N201408133730,2,2,0,0,160 BERNARD ST,0156036,BP ISSUED,2017-01-13,"(37.79632821490, -122.41605980300)"
N201701177298,2,1,0,0,160 CASELLI AV,2690008,BP FILED,2017-01-17,"(37.75986082580, -122.44221584200)"
N201612225774,14,2,0,0,160 CONNECTICUT ST,3983008,PL FILED,2017-02-03,"(37.76427615210, -122.39797107400)"
N201703080978,2,1,0,0,1601 ORTEGA ST,2111001,BP FILED,2017-03-08,"(37.75201673470, -122.48083150500)"
N201608124857,2,1,0,0,160 YALE ST,5938054,BP APPROVED,2017-02-01,"(37.72701098940, -122.41787140000)"
N201603010904,154,154,0,0,1601 - 1677 MARIPOSA ST / 485 CAROLINA,4005001B,BP ISSUED,2016-09-19,"(37.76293307330, -122.39899152800)"
N201603031058,145,145,60,60,1601 - 1677 MARIPOSA ST / 485 CAROLINA,4006006,BP ISSUED,2016-09-12,"(37.76323623990, -122.39976097300)"
N201612165221,220,220,0,0,1601 MISSION ST,3514043,BP FILED,2016-12-16,"(37.77204073220, -122.41876324800)"
N201504204018,1,1,0,0,292 ARLETA AV,6234024,BP FILED,2015-04-20,"(37.71463115930, -122.40860102300)"
N201412123685,2,1,0,0,161 UNIVERSITY ST,5934026,BP APPROVED,2017-03-28,"(37.72796636480, -122.41435223800)"
N201612306273,2,2,0,0,1615 INDIANA ST,4353008,BP FILED,2016-12-30,"(37.74983032880, -122.38944485200)"
N201603071401,3,1,0,0,1615 OAKDALE AV,5322047,BP ISSUED,2017-02-01,"(37.73483271570, -122.39128274800)"
N200607106046,1,1,0,0,162 BREWSTER ST,5556019,CONSTRUCTION,2014-05-21,"(37.74410348700, -122.40739959600)"
N201410229565,2,2,0,0,162 GRAND VIEW AV,2754052,BP REINSTATED,2016-06-01,"(37.75550535050, -122.44061512700)"
N201508134169,2,1,0,0,1625 CLEMENT ST,1449040,BP ISSUED,2016-08-10,"(37.78217376700, -122.47678744700)"
N201608044194,16,1,0,0,1631 CHESTNUT ST,0495001C,BP FILED,2016-08-04,"(37.80136665580, -122.43012424700)"
N201601116781,3,3,0,0,1670 ARMSTRONG AV,5419023,BP FILED,2016-01-11,"(37.72727260870, -122.39370668600)"
N201602179822,113,113,113,113,168 - 186 EDDY ST,0331011,BP ISSUED,2017-02-07,"(37.78465846020, -122.41069584500)"
N201507060742,4,4,0,0,1695 FOLSOM ST,3522074,BP FILED,2015-07-06,"(37.76976214260, -122.41525496600)"
N201406108024,160,160,0,0,1699 MARKET ST,3504030,BP ISSUED,2016-12-16,"(37.77233473240, -122.42194349000)"
N201601126879,13,13,0,0,17 GRACE ST,3509026,BP SUSPEND,2016-01-19,"(37.77515717720, -122.41456501800)"
N201601076555,2,1,0,0,17 OTTAWA AV,7044A018,CONSTRUCTION,2017-03-15,"(37.71382272250, -122.44431195200)"
N201609288977,47,5,0,0,1700 CALIFORNIA ST,0642036,PL APPROVED,2016-09-26,"(37.79049540830, -122.42302740600)"
N201604074244,42,42,5,5,1700 MARKET ST,0855016,BP FILED,2016-04-07,"(37.77295341530, -122.42244714200)"
N201612296139,2,1,0,0,1701 LA SALLE AV,5297001,BP FILED,2016-12-29,"(37.73743840960, -122.39080330300)"
N201004261017,2,1,0,0,1710 OAKDALE AV,5312049,BP FILED,2010-04-26,"(37.73603443750, -122.39233179600)"
N201611142542,6,6,0,0,1713 YOSEMITE ST,5418010,BP FILED,2016-11-14,"(37.72783937710, -122.39395473100)"
N201503191302,2,1,0,0,1715 26TH AV,2023004,BP FILED,2015-03-19,"(37.75541793030, -122.48434316100)"
N201301238540,14,14,0,0,1727 LOMBARD ST,0506036,BP FILED,2013-01-23,"(37.80032139090, -122.43003137500)"
N200908124639,19,18,0,0,1731 - 1741 POWELL ST,0101004,CONSTRUCTION,2017-03-22,"(37.80068262450, -122.41128750400)"
N201009241613,2,1,0,0,1734 NEWCOMB AV,5305010,BP FILED,2010-09-24,"(37.73687961090, -122.39215623900)"
N201411101145,112,112,13,13,1140 FOLSOM ST,3730015,CONSTRUCTION,2017-03-29,"(37.77623838020, -122.40895221600)"
N201606230730,3,1,0,0,1396 REVERE AV,4761036,BP FILED,2016-06-23,"(37.72967318080, -122.38611215100)"
N200908144872,25,25,0,0,1145 MISSION ST,3727168,PL FILED,2014-08-21,"(37.77820989470, -122.41177415700)"
N201511203273,54,54,0,0,1145 POLK ST,0691001,BP FILED,2015-11-20,"(37.78746580900, -122.42029839000)"
N201506229509,3,1,0,0,1148 MONTGOMERY ST,0134025,BP FILED,2015-06-22,"(37.79989251400, -122.40395299700)"
N201609218400,3,1,0,0,1148 MONTGOMERY ST,0134025,BP FILED,2016-09-21,"(37.79989251400, -122.40395299700)"
