PERMIT_ID,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,NAMEADDR,APN,BESTSTAT,BESTDATE,LOCATION
N201502138346,37,1,0,0,1036 POLK ST,0693015,BP ISSUED,2016-01-29,"(37.7866015637, -122.419640)"
N200706265226,2,2,0,0,104 BACHE ST,5826002,CONSTRUCTION,2014-10-03,"(37.7337909400, -122.417782)"
N201411242420,3,1,0,0,1044 JACKSON ST,0181013,BP FILED,2014-11-24,"(37.7954586092, -122.412286)"
N201012277437,15,15,0,0,1050 VALENCIA ST,3617008,CONSTRUCTION,2016-02-12,"(37.7559439906, -122.421318)"
N201307313282,1,1,0,0,1055 ASHBURY ST,1269167,CONSTRUCTION,2016-03-23,"(37.7636922120, -122.446738)"
N201512316217,2,2,0,0,1058 MISSISSIPPI ST,4224022,BP FILED,2015-12-31,"(37.7530033585, -122.393982)"
N200610245911,1,1,0,0,1060 GILMAN AV,4937014,BP REINSTATED,2010-11-04,"(37.7191086990, -122.389150)"
N201406128212,304,304,0,0,1066 MARKET ST,0350003,PL APPROVED,2016-03-17,"(37.7817990067, -122.411742)"
N201405286908,90,90,0,0,1075 MARKET ST,3703062,PL APPROVED,2015-11-13,"(37.7806442145, -122.411615)"
N201412123641,2,1,0,0,1076 RHODE ISLAND ST,4158011,BP FILED,2014-12-12,"(37.7561577623, -122.402056)"
N201407231943,2,1,0,0,108 ORSI CR,5428D037,BP FILED,2014-07-23,"(37.7282105051, -122.398218)"
N201511102331,2,1,0,0,1083 HOLLISTER AV,4965029,BP FILED,2015-11-10,"(37.7193339273, -122.392284)"
N201409116118,202,202,0,0,1095 MARKET ST,3703059,BP ISSUED,2015-11-17,"(37.7803286884, -122.412014)"
N201511233353,1,1,0,0,11 HILIRITAS AV,7552026,BP FILED,2015-11-23,"(37.7376079744, -122.437044)"
N201505085779,2,1,0,0,11 MADDUX AV,5384C013C,BP FILED,2015-05-08,"(37.7349519249, -122.397981)"
N201511051844,2,1,0,0,110 TUCKER AV,6201004,BP FILED,2015-11-05,"(37.7162143772, -122.406088)"
N201207104447,98,98,98,98,1100 GOLDEN GATE AV,0757025,CONSTRUCTION,2016-03-25,"(37.7803534879, -122.429509)"
N201503161018,3,3,0,0,1100 POTRERO AV,4211001,BP FILED,2015-03-17,"(37.7544079493, -122.406811)"
N201502107933,2,1,0,0,1110 YORK ST,4209002,BP FILED,2015-02-10,"(37.7540269229, -122.408580)"
N201109215213,2,1,0,0,1115 POTRERO AV,4212011,BP APPROVED,2012-03-05,"(37.7540362493, -122.406083)"
N201401307462,1,1,0,0,1117 HOWARD ST,3730118,BP FILED,2014-01-30,"(37.7774865092, -122.409558)"
N201509177270,10,1,0,0,1117 OCEAN AV,6944046,BP FILED,2015-09-17,"(37.7232681294, -122.454562)"
N201407292390,2,1,0,0,112 12TH AV,1371039,BP FILED,2014-07-29,"(37.7859109754, -122.470750)"
N201507232260,2,1,0,0,1121 FELTON ST,5971029,BP FILED,2015-07-23,"(37.7268601150, -122.415848)"
N201003037492,4,1,0,0,1122 PAGE ST,1219008,BP ISSUED,2011-05-31,"(37.7721654228, -122.439365)"
N201402208929,2,1,0,0,1123 CAROLINA ST,4219043,BP FILED,2014-02-20,"(37.7543069487, -122.399317)"
N200907072084,1,1,0,0,1123 GIRARD ST,6173005,BP REINSTATED,2014-01-14,"(37.7186769610, -122.400654)"
N201408214436,4,4,0,0,1126 IRVING ST,1738021,BP FILED,2014-08-21,"(37.7641244235, -122.470017)"
N201509187456,3,1,0,0,1133 TENNESSEE ST,4172028,BP FILED,2015-09-18,"(37.7572329386, -122.388876)"
N201411101145,112,112,13,13,1140 FOLSOM ST,3730015,BP FILED,2015-12-30,"(37.7762383793, -122.408952)"
N201509086400,2,1,0,0,1145 BACON ST,6038036,BP APPROVED,2016-03-09,"(37.7247387172, -122.414194)"
N201511203273,54,54,0,0,1145 POLK ST,0691001,PL FILED,2015-11-20,"(37.7874658081, -122.420298)"
N201506229509,3,1,0,0,1148 MONTGOMERY ST,0134025,BP FILED,2015-06-22,"(37.7998925131, -122.403953)"
N201505227051,3,3,0,0,115 TELEGRAPH HILL BL,0105065,BP FILED,2015-05-22,"(37.8016015930, -122.405750)"
N200605111391,2,2,0,0,1208 15TH AV,1736033,CONSTRUCTION,2014-06-06,"(37.7652505860, -122.472542)"
N201307252822,3,1,0,0,1150 SOUTH VAN NESS AV,3637010,BP APPROVED,2014-05-20,"(37.7547084793, -122.416840)"
N201502249220,3,2,0,0,1152 POTRERO AV,4211011,PL FILED,2015-12-16,"(37.7537094516, -122.406744)"
N201507020526,11,11,0,0,1155 MARKET ST,3702054,CONSTRUCTION,2016-02-23,"(37.7792227726, -122.413409)"
N201411191947,1,1,0,0,116 ELSIE ST,5618007,BP FILED,2014-11-19,"(37.7428227962, -122.417900)"
N201502047491,18,3,0,0,1160 PINE ST,0252011,BP FILED,2015-02-04,"(37.7906167276, -122.414946)"
N201410280026,2,1,0,0,1167 PALOU AV,4757047,BP FILED,2014-10-28,"(37.7291861810, -122.382995)"
N200803288274,1,1,0,0,1167 STANYAN ST,2630017,BP ISSUED,2013-09-25,"(37.7629443092, -122.452568)"
N200803288288,2,2,0,0,1169 STANYAN ST,2630018,BP ISSUED,2013-09-25,"(37.7628731218, -122.452553)"
N200806114219,2,1,0,0,1173 PLYMOUTH AV,6942004,BP FILED,2008-06-11,"(37.7233349901, -122.456463)"
N201508265383,42,42,0,0,1174 - 1178 FOLSOM ST,3730023,BP FILED,2015-08-26,"(37.7757141161, -122.409743)"
N201403100278,3,1,0,0,1181 VALENCIA ST,3636027,BP ISSUED,2015-08-10,"(37.7540655441, -122.420487)"
N201511102336,2,1,0,0,1187 PALOU AV,4757014,BP FILED,2015-11-10,"(37.7293857768, -122.383347)"
N201406249298,39,39,0,0,119 07TH ST,3726103,BP ISSUED,2015-05-11,"(37.7790728702, -122.410312)"
N201402067966,1,1,0,0,119 VERNON ST,7085017,BP FILED,2014-02-06,"(37.7146829205, -122.468278)"
N201601227793,2,1,0,0,1192 NAPLES ST,6482021,BP Filed,2016-01-22,"(37.7122429973, -122.437913)"
N201505146405,3,1,0,0,1221 14TH AV,1736061,BP FILED,2015-05-14,"(37.7652358042, -122.472110)"
N200710155355,2,1,0,0,1196 HAMPSHIRE ST,4210013,CONSTRUCTION,2013-07-03,"(37.7532979612, -122.407607)"
N201507141495,52,52,0,0,1198 VALENCIA ST,3635014,PL FILED,2015-07-14,"(37.7539317730, -122.421184)"
N201501155871,2,1,0,0,1200 32ND AV,1719012,BP ISSUED,2015-09-04,"(37.7646747841, -122.490898)"
N201312234917,259,259,34,34,1201 - 1225 TENNESSEE STREET,4172022,CONSTRUCTION,2016-03-25,"(37.7559279758, -122.388603)"
N201510260810,299,299,0,0,1208 JUNIPERO SERRA BL,7326001,BP FILED,2015-10-26,"(37.7160294558, -122.473170)"
N201509156948,3,1,0,0,1211 SCOTT ST,1127003,BP FILED,2015-09-15,"(37.7811960138, -122.437660)"
N201312315375,2,2,0,0,1212 EGBERT AV,4909003,BP FILED,2013-12-31,"(37.7209163434, -122.389006)"
N201309237536,1,1,0,0,122 ARCH ST,7119027,BP FILED,2013-09-23,"(37.7129377246, -122.466877)"
N201506189331,2,1,0,0,1225 ATHENS ST,6447040,BP ISSUED,2015-12-14,"(37.7119469765, -122.436379)"
N200703307744,3,3,0,0,1225 DOLORES ST,6534029,BP ISSUED,2015-04-03,"(37.7498370308, -122.424540)"
N201509258131,24,24,0,0,1228 FOLSOM ST,3729011,BP FILED,2015-09-25,"(37.7747316495, -122.410808)"
N201511021410,2,1,0,0,123 YUKON ST,2716037,BP FILED,2015-11-02,"(37.7575961417, -122.442061)"
N201507313053,2,1,0,0,1230 21ST AV,1730037,BP FILED,2015-07-31,"(37.7647251228, -122.479044)"
N200810224855,1,1,0,0,1230 TWIN PEAKS BL,2821022,BP APPROVED,2010-05-26,"(37.7464361987, -122.450489)"
N201507091099,4,4,0,0,1234 GRANT AV,0145044,BP FILED,2015-07-09,"(37.7986478663, -122.407002)"
N201402078043,3,2,0,0,1236 19TH AV,1732037,BP FILED,2014-02-07,"(37.7646824367, -122.476875)"
N201405236581,3,2,0,0,1236 ARGUELLO BL,1265019,BP ISSUED,2016-04-01,"(37.7652681893, -122.457341)"
N201510099392,2,2,0,0,1238 45TH AV,1706037,BP FILED,2015-10-09,"(37.7634520517, -122.504737)"
N201507161644,37,37,4,4,1238 SUTTER ST,0670011,BP FILED,2015-07-16,"(37.7879292460, -122.420824)"
N201311212547,5,3,0,0,1239 17TH ST,3985027,BP FILED,2013-11-21,"(37.7649140459, -122.396544)"
N201404163343,2,1,0,0,1239 21ST AV,1729007,BP FILED,2014-04-16,"(37.7645597991, -122.479672)"
N201512144945,3,3,0,0,1244 LARKIN ST,0278010,BP FILED,2015-12-14,"(37.7895520942, -122.418548)"
N201411212188,2,1,0,0,1246 38TH AV,1713036,BP FILED,2014-11-21,"(37.7636446638, -122.497224)"
N201005061831,2,1,0,0,1248 SILVER AV,5918001,BP FILED,2010-05-06,"(37.7303383086, -122.411438)"
N200801172733,1,1,0,0,3342 STEINER ST,0491020,BP FILED,2008-01-17,"(37.8003130052, -122.437535)"
N201306149565,20,20,0,0,1255- 1275 COLUMBUS AV,0028014,BP ISSUED,2014-04-22,"(37.8057080586, -122.418380)"
N201304295719,2,1,0,0,1259 21ST AV,1729012,CONSTRUCTION,2016-02-17,"(37.7642170351, -122.479648)"
N201512235842,7,2,0,0,126 LAGUNA ST,0856013,PL APPROVED,2015-12-23,"(37.7722522789, -122.425133)"
N201408295126,2,1,0,0,1267 NOE ST,6553024,CONSTRUCTION,2016-02-09,"(37.7487370866, -122.431327)"
N201412194190,1,1,0,0,127 23RD AV,1383004,BP FILED,2014-12-19,"(37.7852732100, -122.483293)"
N201208076803,4,4,0,0,127 BUCHANAN ST,0869007,BP FILED,2012-08-07,"(37.7709840977, -122.427208)"
N201405296982,1,1,0,0,127 EDGEHILL WY,2933007,BP FILED,2014-05-29,"(37.7432997831, -122.460148)"
N201310169408,2,2,0,0,1271 19TH AV,1731015,BP ISSUED,2016-02-01,"(37.7641077529, -122.477551)"
N201510099393,3,1,0,0,1273 24TH AV,1726015,BP FILED,2015-10-09,"(37.7638666251, -122.482850)"
N201503039869,3,1,0,0,1274 HAMPSHIRE ST,4266012,BP FILED,2015-03-03,"(37.7518161535, -122.407465)"
N201503251826,3,1,0,0,1308 04TH AV,1758046,BP FILED,2015-03-25,"(37.7640745401, -122.460658)"
N201502198775,35,35,0,0,1278 - 1298 VALENCIA ST,3644021,BP FILED,2015-02-19,"(37.7523096416, -122.420977)"
N200909237457,1,1,0,0,128 ELSIE ST,5618011,BP ISSUED,2015-05-22,"(37.7425784611, -122.418058)"
N201511203280,2,1,0,0,1290 SHAFTER AV,4787012A,BP FILED,2015-11-20,"(37.7279195600, -122.384763)"
N201410108662,9,9,0,0,1298 FITZGERALD AVENUE,4913011,BP FILED,2014-10-10,"(37.7221253373, -122.392796)"
N201406067752,125,125,0,0,1298 HOWARD ST,3728019,BP FILED,2014-06-06,"(37.7756285777, -122.412779)"
N201303212751,1,1,0,0,13 LUCKY ST,6521004,BP FILED,2013-03-21,"(37.7522359491, -122.413258)"
N201505085804,2,1,0,0,1507 DIAMOND ST,6604026,BP FILED,2015-05-08,"(37.7453864868, -122.435423)"
N201507272485,143,143,0,0,1300 04TH ST,8711021,BP ISSUED,2016-01-22,"(37.7714019595, -122.391772)"
N201506199453,1,1,0,0,1301 TURK ST,0756018,BP FILED,2015-06-19,"(37.7803894323, -122.430728)"
N201310119147,3,1,0,0,1302 YORK ST,4274001,CONSTRUCTION,2015-08-25,"(37.7511146781, -122.408250)"
N201306199977,9,9,0,0,131 MISSOURI ST,3985024,CONSTRUCTION,2016-01-21,"(37.7646797618, -122.396413)"
N201504214240,2,1,0,0,1315 SILLIMAN ST,5938049,CONSTRUCTION,2016-03-11,"(37.7276210028, -122.418165)"
N201510210391,2,1,0,0,1318 COLE ST,1286024,BP FILED,2015-10-21,"(37.7622323393, -122.448944)"
N201407312605,2,1,0,0,1318 HAMPSHIRE ST,4275001A,BP APPROVED,2015-01-12,"(37.7509966058, -122.407344)"
N201409186681,2,1,0,0,1321 19TH AV,1774006,BP FILED,2014-09-18,"(37.7630610704, -122.477466)"
N200804038738,3,2,0,0,1321 DE HARO ST,4218036,BP ISSUED,2016-03-17,"(37.7531363165, -122.400172)"
N201104113839,2,1,0,0,1322 47TH AV,1801040,BP ISSUED,2014-05-07,"(37.7618364605, -122.506773)"
N201301087514,2,1,0,0,1325 OCEAN AV,6942054,CONSTRUCTION,2016-03-15,"(37.7236960262, -122.456658)"
N201504012491,2,1,0,0,1330 HAMPSHIRE ST,4275003,BP ISSUED,2015-12-22,"(37.7508570883, -122.407374)"
N201507131253,2,1,0,0,1331 SAN BRUNO AV,4262020A,BP FILED,2015-07-13,"(37.7526737740, -122.404008)"
N201505085803,3,1,0,0,1333 42ND AV,1797006,BP APPROVED,2016-03-02,"(37.7617716554, -122.502052)"
N201505065520,3,1,0,0,1335 05TH AV,1760009,BP FILED,2015-05-06,"(37.7635206950, -122.462311)"
N201406269542,65,65,0,0,1335 FOLSOM ST,3519063,BP FILED,2014-06-26,"(37.7731843918, -122.411916)"
N201403100361,20,20,0,0,1335 LARKIN ST,0645003,PL FILED,2014-07-23,"(37.7903301147, -122.419308)"
N201009271690,8,4,0,0,1338 FILBERT ST,0524031,BP ISSUED,2011-01-31,"(37.8001114619, -122.421504)"
N201512114904,3,1,0,0,1339 FRANCISCO ST,0480013,BP FILED,2015-12-11,"(37.8026386556, -122.427182)"
N201511303726,2,1,0,0,1342 YORK ST,4274005,BP FILED,2015-11-30,"(37.7505196226, -122.408245)"
N201508033190,3,1,0,0,1349 TARAVAL ST,2402034,BP FILED,2015-08-03,"(37.7425798606, -122.480754)"
N201306038460,5,5,0,0,135 WETMORE ST,0212031,BP ISSUED,2015-11-19,"(37.7941998905, -122.410648)"
N201512155196,3,1,0,0,1351 REVERE AV,4788020A,BP FILED,2015-12-15,"(37.7288411778, -122.385718)"
N201504224304,2,1,0,0,1354 27TH AV,1781033,BP FILED,2015-04-22,"(37.7621634172, -122.485298)"
N201508063611,3,1,0,0,1355 JACKSON ST,0187036,BP FILED,2015-08-06,"(37.7943941308, -122.417189)"
N201009080449,4,4,0,0,136 PIXLEY ST,0516028A,CONSTRUCTION,2013-01-29,"(37.7988259178, -122.434803)"
N200504281137,1,1,0,0,136 SOUTH PARK AV,3775063,BP ISSUED,2015-06-19,"(37.7814997618, -122.394675)"
N201408123674,1,1,0,0,1364 PACIFIC AV,0155020,BP FILED,2014-08-12,"(37.7956907705, -122.417699)"
N201504032736,2,1,0,0,1366 09TH AV,1763027,BP ISSUED,2016-01-08,"(37.7628132414, -122.465896)"
N201408123679,1,1,0,0,1370 PACIFIC AV,0155021,BP FILED,2014-08-12,"(37.7956826009, -122.417763)"
N201309308119,1,1,0,0,1375 EVANS AV,5237013,BP ISSUED,2015-10-05,"(37.7404082740, -122.384452)"
N201511233357,2,2,0,0,1380 REVERE AV,4761039,BP FILED,2015-11-23,"(37.7295133454, -122.385831)"
N201504224361,2,1,0,0,139 SWEENY ST,5879040,BP FILED,2015-04-22,"(37.7327135466, -122.408098)"
N201508194769,68,68,0,0,1394 HARRISON ST,3519017,BP FILED,2015-08-19,"(37.7719064068, -122.411298)"
N201512145054,256,256,0,0,1395 22ND ST,4167011,BP FILED,2015-12-14,"(37.7562034242, -122.393594)"
N201511203191,2,1,0,0,1395 SHAFTER AV,4791025,BP FILED,2015-11-20,"(37.7286367346, -122.387023)"
N201112070227,65,65,0,0,1400 07TH ST,3833001,CONSTRUCTION,2016-03-03,"(37.7671083415, -122.396595)"
N201505136221,3,1,0,0,1407 29TH AV,1824001A,BP FILED,2015-05-13,"(37.7610063056, -122.487915)"
N201206041789,2,1,0,0,1411 CHURCH ST,6566027,BP FILED,2012-06-04,"(37.7482552428, -122.426790)"
N200808290369,6,6,0,0,1415 OCEAN AV,6941063,BP FILED,2008-08-29,"(37.7238951768, -122.457594)"
N201407010196,2,1,0,0,1419 FUNSTON AV,1840002,BP FILED,2014-07-01,"(37.7615543678, -122.470765)"
N201309197251,2,1,0,0,1433 48TH AV,1805006,CONSTRUCTION,2016-02-16,"(37.7596583269, -122.508349)"
N201410239774,3,1,0,0,144 LEXINGTON ST,3589091,BP FILED,2014-10-23,"(37.7609862083, -122.421230)"
N201301288928,2,1,0,0,1443 12TH AV,1841007,BP FILED,2013-01-28,"(37.7611900902, -122.469665)"
N201603232845,2,1,0,0,1447 OAKDALE AV,5324020,BP Filed,2016-03-23,"(37.7327935595, -122.387682)"
N200609253192,1,1,0,0,193 BREWSTER ST,5577010,CONSTRUCTION,2016-01-22,"(37.7435369076, -122.407203)"
N201306280738,23,23,3,3,1450 15TH ST,3549064,CONSTRUCTION,2016-02-04,"(37.7670915644, -122.416833)"
N200809252660,69,69,9,9,1450 FRANKLIN ST,0671006,CONSTRUCTION,2016-03-16,"(37.7880562912, -122.423253)"
N201302250862,3,1,0,0,1451 MARIPOSA ST,4004034,CONSTRUCTION,2016-02-26,"(37.7635671486, -122.398125)"
N201510169913,3,1,0,0,1453 18TH AV,1835010,BP FILED,2015-10-16,"(37.7607671066, -122.476188)"
N201407070583,1,1,0,0,1455 11TH AV,1842011,BP FILED,2014-07-07,"(37.7610326757, -122.468577)"
N201405276744,8,8,0,0,1458 BROADWAY,0572013,BP FILED,2014-05-27,"(37.7963395157, -122.421087)"
N201512215664,3,1,0,0,1460 PAGE ST,1222014,BP FILED,2015-12-21,"(37.7715099132, -122.444904)"
N201404223881,9,7,0,0,1463 LOMBARD ST,0503021,BP FILED,2014-04-22,"(37.8008589105, -122.425496)"
N201512114902,2,1,0,0,1465 REVERE AV,4789014,BP FILED,2015-12-11,"(37.7300509907, -122.387849)"
N201602230257,2,1,0,0,1466 PALOU AV,5324010,BP Filed,2016-02-23,"(37.7327495639, -122.388200)"
N201210313210,9,9,0,0,1469 PACIFIC AV,0185029,PL FILED,2013-07-10,"(37.7950610382, -122.419425)"
N201302150317,3,3,0,0,1470 MCALLISTER ST,0776035,CONSTRUCTION,2015-05-22,"(37.7782758913, -122.436398)"
N201309126610,2,1,0,0,1474 48TH AV,1806019A,BP ISSUED,2015-03-12,"(37.7589664425, -122.507642)"
N201411212191,2,1,0,0,1477 26TH AV,1827013A,BP ISSUED,2016-03-22,"(37.7599102176, -122.484724)"
N200810315636,13,13,0,0,1490 OCEAN AV,3197010,CONSTRUCTION,2016-02-16,"(37.7245330026, -122.457882)"
N201004029551,2,1,0,0,1491 FUNSTON AV,1840015,BP FILED,2010-04-02,"(37.7603204126, -122.470679)"
N201601126880,13,13,0,0,15 - 23 GRACE ST,3509024,BP REINSTATED,2016-01-19,"(37.7751995622, -122.414756)"
N201506229593,1,1,0,0,15 JOY ST,5577005,BP FILED,2015-06-22,"(37.7436591110, -122.406896)"
N201012106469,1,1,0,0,1927 ALEMANY BL,6959030,CONSTRUCTION,2013-12-31,"(37.7209489756, -122.438681)"
N201311010933,2,1,0,0,1936 FOLSOM ST,3552008,BP APPROVED,2014-06-06,"(37.7663134184, -122.415759)"
N200908033985,1,1,0,0,194 SWEENY ST,5858024,BP ISSUED,2015-03-09,"(37.7327266289, -122.409353)"
N201405125450,2,2,0,0,1947 OAKDALE AV,5319037,CONSTRUCTION,2016-02-24,"(37.7380891066, -122.397030)"
N200609253191,3,3,0,0,195 BREWSTER ST,5577009,CONSTRUCTION,2016-02-11,"(37.7434667113, -122.407232)"
N201502188607,4,2,0,0,195 BROAD ST,7113063,BP FILED,2015-02-18,"(37.7129604602, -122.458832)"
N201504103368,2,1,0,0,25 JOSIAH AV,7050031,BP FILED,2015-04-10,"(37.7183888636, -122.452542)"
N200904106077,2,2,0,0,1966 GREAT HY,2086007A,BP FILED,2009-04-10,"(37.7497758180, -122.507788)"
N201504153723,3,1,0,0,1967 HAYES ST,1210031,BP FILED,2015-04-15,"(37.7733128308, -122.448755)"
N201507171855,2,2,0,0,1973 GREENWICH ST,0518029,BP FILED,2015-07-17,"(37.7990596296, -122.432024)"
N201312174382,351,351,0,0,1979 MISSION ST,3553052,BP FILED,2013-12-17,"(37.7655813755, -122.419123)"
N201408053094,28,28,0,0,198 VALENCIA ST,3502108,BP FILED,2014-08-05,"(37.7700962835, -122.422686)"
N201505126143,2,1,0,0,1987 OAKDALE AV,5319028,CONSTRUCTION,2016-03-23,"(37.7384878582, -122.397734)"
N201509308468,2,1,0,0,1988 21ST AV,2114022,BP FILED,2015-09-30,"(37.7506436036, -122.478108)"
N201405226523,1,1,0,0,2495 HARRISON ST,4084018,CONSTRUCTION,2016-02-23,"(37.7575693117, -122.412055)"
N201410229595,4,1,0,0,25 ALVARADO ST,3634025,BP FILED,2014-10-22,"(37.7541962916, -122.421905)"
N201408123622,12,3,0,0,25 ELGIN PARK ST,3502111,BP FILED,2014-08-12,"(37.7710538871, -122.423117)"
N201301228393,3,1,0,0,333 SAN CARLOS ST,3609109,BP FILED,2013-01-22,"(37.7580106722, -122.419583)"
N201501075157,3,1,0,0,3336 BRODERICK ST,0927024,BP FILED,2015-01-07,"(37.8012685251, -122.444491)"
N201504093287,2,1,0,0,334 32ND AV,1402036,BP FILED,2015-04-09,"(37.7828582053, -122.492132)"
N201003188484,1,1,0,0,3350 TARAVAL ST,2372024A,BP FILED,2010-03-18,"(37.7421253625, -122.502318)"
N201408063130,2,1,0,0,336 HANOVER ST,6489035,BP FILED,2014-08-06,"(37.7092264780, -122.443650)"
N201404012185,1,1,0,0,457 WALLER ST,0867031,BP ISSUED,2016-01-19,"(37.7707979720, -122.431159)"
N201601147151,3,1,0,0,458 12TH AV,1533029,BP Filed,2016-01-14,"(37.7795785346, -122.470292)"
N201506259894,10,1,0,0,460 14TH ST,3533021,BP FILED,2015-06-25,"(37.7682808096, -122.423526)"
N201412184051,2,2,0,0,460 31ST AV,1462031,BP FILED,2014-12-18,"(37.7806293793, -122.490887)"
N201303212727,2,1,2,1,4616 03RD ST,5306025,CONSTRUCTION,2015-08-19,"(37.7362024195, -122.390594)"
N201502128133,1,1,0,0,462 PRENTISS ST,5701011,BP FILED,2015-02-12,"(37.7374724710, -122.412388)"
N201506027757,2,1,0,0,463 32ND AV,1464006,BP FILED,2015-06-02,"(37.7804829710, -122.492618)"
N201602089074,3,1,0,0,829 YORK ST,4088024,BP Filed,2016-02-08,"(37.7581806239, -122.408424)"
N200711077576,1,1,0,0,83 PANORAMA DR,2821010,CONSTRUCTION,2015-03-17,"(37.7468757324, -122.450958)"
N201312134211,1,1,0,0,830 EL CAMINO DEL MAR *,1312022,BP FILED,2013-12-13,"(37.7872968008, -122.492644)"
N201411040616,1,1,0,0,831 CHENERY ST,6738020,BP FILED,2014-11-04,"(37.7346702889, -122.436199)"
N201406138386,27,27,2,2,832 SUTTER ST,0281003,CONSTRUCTION,2016-01-21,"(37.7888008535, -122.414204)"
N200902182284,3,1,0,0,835 LOMBARD ST,0073020,BP FILED,2009-02-18,"(37.8022612799, -122.415252)"
N201412113579,3,3,0,0,835 SOUTH VAN NESS AV,3594023,BP FILED,2014-12-11,"(37.7598043593, -122.416615)"
N200709072126,2,1,0,0,836 48TH AV,1690032,BP REINSTATED,2011-11-08,"(37.7726035166, -122.508578)"
N201508174387,4,4,0,0,150 EUREKA ST,2692007,BP FILED,2015-08-17,"(37.7599001658, -122.438506)"
N201406138394,429,429,50,50,150 VAN NESS AV,0814001,BP FILED,2014-06-13,"(37.7773006581, -122.418295)"
N201601076586,3,1,0,0,1500 INNES AV,5259034,BP Filed,2016-01-07,"(37.7386357561, -122.386915)"
N201511303685,10,1,0,0,1500 McAllister Street,1155005,BP Filed,2015-11-30,"(37.7781946107, -122.436921)"
N201409297547,2,1,0,0,1507 33RD AV,1879001A,BP ISSUED,2015-05-15,"(37.7589449510, -122.492137)"
N201411262632,3,2,0,0,151 BERNARD ST,0156015A,BP ISSUED,2015-12-18,"(37.7960937855, -122.415924)"
N201009140824,1,1,0,0,1510 25TH ST,4224027,BP ISSUED,2011-08-19,"(37.7526811564, -122.394124)"
N201409196840,2,1,0,0,1510 YORK ST,5514002,BP FILED,2014-09-19,"(37.7478610740, -122.407848)"
N201407090780,2,2,0,0,1513 YORK ST,5513011,BP FILED,2014-07-09,"(37.7481252875, -122.406867)"
N201512175343,2,1,0,0,1514 25TH AV,1870023,BP FILED,2015-12-17,"(37.7592157491, -122.483005)"
