PERMIT_ID,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,NAMEADDR,APN,BESTSTAT,BESTDATE,LOCATION
N201004261017,2,1,0,0,1710 OAKDALE AV,5312049,BP FILED,2010-04-26,"(37.73603443750, -122.39233179600)"
N201005061831,2,1,0,0,1248 SILVER AV,5918001,BP FILED,2010-05-06,"(37.73033830770, -122.41143753700)"
N201008279734,2,1,0,0,4335 LINCOLN WY,1706045,PL FILED,2011-05-06,"(37.76397146010, -122.50465258900)"
N201205251254,2,1,0,0,2851 FILBERT ST,948018,PL FILED,2010-08-23,"(37.79638373040, -122.44636202400)"
N201408053038,2,1,0,0,335 RALSTON ST,7003013,BP ISSUED,2015-06-01,"(37.71854319680, -122.46921948100)"
N201407171522,2,1,0,0,466 VERNON ST,6994039,BP FILED,2014-07-17,"(37.72088229670, -122.46778985300)"
N200703216875,1,1,0,0,345 LOUISBURG ST,7036012,BP FILED,2007-03-21,"(37.71870986170, -122.45091409400)"
N200804159728,6,1,0,0,5498 MISSION ST,7044A006,PL FILED,2009-11-18,"(37.71291432320, -122.44482641100)"
N201503231627,3,1,0,0,3769 CESAR CHAVEZ ST,6577046,BP FILED,2015-03-23,"(37.74763871670, -122.42396591900)"
N201503060173,3,1,0,0,53 MIGUEL ST,6665049,BP FILED,2015-03-06,"(37.73915761310, -122.42933969700)"
N200908144854,2,1,0,0,2727 GOUGH ST,529002,BP FILED,2009-08-14,"(37.79852234880, -122.42767822100)"
N200902182284,3,1,0,0,835 LOMBARD ST,73020,BP FILED,2009-02-18,"(37.80226127990, -122.41525246900)"
N200806114219,2,1,0,0,1173 PLYMOUTH AV,6942004,BP FILED,2008-06-11,"(37.72333499010, -122.45646270200)"
N200902122009,2,1,0,0,227 NORIEGA ST,2046040A,BP FILED,2009-02-12,"(37.75444553440, -122.46617716000)"
N201501276733,2,1,0,0,34 COUNTRY CLUB DR,7279041,BP FILED,2015-01-27,"(37.72986839460, -122.49508721700)"
N201503029743,2,1,0,0,868 DUNCAN ST,7518081,BP FILED,2015-03-02,"(37.74560302020, -122.43923195400)"
N200902061524,2,1,0,0,421 ALVARADO ST,3625040,BP FILED,2009-02-06,"(37.75368098610, -122.43039474600)"
N201103232716,2,1,0,0,977 NORTH POINT ST,453011,BP FILED,2011-03-23,"(37.80506578760, -122.42313911400)"
N201411040625,2,1,0,0,508 GARFIELD ST,6994020,BP FILED,2014-11-04,"(37.71985540630, -122.46738876600)"
N200809040762,2,1,0,0,762 37TH AV,1608012,BP FILED,2008-09-04,"(37.77455589010, -122.49690809000)"
N200707066144,2,1,0,0,623 40TH AV,1583006,BP FILED,2007-07-06,"(37.77692561080, -122.50095611800)"
N200605222098,2,1,0,0,622 29TH AV,1571015C,BP FILED,2006-05-22,"(37.77749613010, -122.48851145800)"
N200804159772,2,1,0,0,411 28TH AV,1460024,BP FILED,2008-04-15,"(37.78157288840, -122.48829879000)"
N201412012693,1,1,0,0,2877 FOLSOM ST,6521025,BP FILED,2014-12-01,"(37.75129782240, -122.41362854100)"
N201407292390,2,1,0,0,112 12TH AV,1371039,BP FILED,2014-07-29,"(37.78591097540, -122.47074960400)"
N201503302274,2,1,0,0,1160 PRAGUE ST,6484024,BP FILED,2015-03-30,"(37.71027135450, -122.43908736700)"
N201410017778,1,1,0,0,339 CRESCENT AV,5744016,BP FILED,2014-10-01,"(37.73516711780, -122.41790542800)"
N201410068159,2,1,0,0,601 29TH ST,7537001,BP FILED,2014-10-06,"(37.74315509540, -122.43358402000)"
N201312315426,2,1,0,0,2337 TARAVAL ST,2392037,BP FILED,2013-12-31,"(37.74211206560, -122.49138775600)"
N201410280037,1,1,0,0,268 GRAND VIEW AV,2764010,BP FILED,2014-10-28,"(37.75394217140, -122.44154572700)"
N201410158900,1,1,0,0,19 ARGUELLO BL,1355004,BP FILED,2014-10-15,"(37.78912888830, -122.45982181700)"
N201410169094,1,1,0,0,628 29TH ST,7536010,BP FILED,2014-10-16,"(37.74348266060, -122.43431853500)"
N200807035945,2,1,0,0,427 MORAGA ST,2039044,BP FILED,2008-07-03,"(37.75626693150, -122.46737928700)"
N200612018971,2,1,0,0,1698 10TH AV,1934023,BP FILED,2006-12-01,"(37.75672484210, -122.46666169100)"
N201412123652,2,1,0,0,37 BLAKE ST,1067009,BP FILED,2014-12-12,"(37.78305817680, -122.45164926500)"
N201503312380,3,1,0,0,267 SAN CARLOS ST,3596025,BP FILED,2015-03-31,"(37.75915971620, -122.41969588200)"
N200905289263,2,1,0,0,473 11TH AV,1533017,BP FILED,2009-05-28,"(37.77925462300, -122.46985138700)"
N201210172213,5,1,0,0,811 CAPP ST,3642062,BP FILED,2012-10-17,"(37.75369121220, -122.41716492000)"
N201503090286,1,1,0,0,532 NATOMA ST,3726062,BP FILED,2015-03-09,"(37.77968575850, -122.40858221200)"
N201411040616,1,1,0,0,831 CHENERY ST,6738020,BP FILED,2014-11-04,"(37.73467028890, -122.43619857400)"
N201503191328,1,1,0,0,2181 09TH AV,2860004,BP FILED,2015-03-19,"(37.74824793540, -122.46529565900)"
N201503241678,2,1,0,0,428 GROVE ST,793009,BP FILED,2015-03-24,"(37.77793251660, -122.42374777100)"
N201502249184,3,1,0,0,1594 GOLDEN GATE AV,753010,BP FILED,2015-02-24,"(37.77921261280, -122.43676834600)"
N201502178476,2,1,0,0,779 40TH AV,1604003I,BP FILED,2015-02-17,"(37.77410670830, -122.50070929100)"
N201503120626,2,1,0,0,4820 FULTON ST,1667024,BP FILED,2015-03-12,"(37.77284883210, -122.48358719800)"
N201503191386,3,1,0,0,844 33RD AV,1675016,BP FILED,2015-03-19,"(37.77323424460, -122.49250925300)"
N200707025741,2,1,0,0,2237 POLK ST,550004,BP FILED,2007-07-02,"(37.79748612070, -122.42234810800)"
N201411030494,1,1,0,0,2008 KEITH ST,5386002,BP FILED,2014-11-03,"(37.72858017170, -122.39041005900)"
N201411191947,1,1,0,0,116 ELSIE ST,5618007,BP FILED,2014-11-19,"(37.74282279530, -122.41789962500)"
N201410108695,2,1,0,0,331 COLLINGWOOD ST,2752024,BP FILED,2014-10-10,"(37.75707410820, -122.43543706800)"
N201504153735,2,1,0,0,240 CHENERY ST,6685006A,BP FILED,2015-04-15,"(37.73833989370, -122.42656623700)"
N200801172733,1,1,0,0,3342 STEINER ST,491020,BP FILED,2008-01-17,"(37.80031300520, -122.43753469200)"
N201503201411,1,1,0,0,4500 17TH ST,2628034,BP FILED,2015-03-20,"(37.76207085070, -122.44542477600)"
N201502128133,1,1,0,0,462 PRENTISS ST,5701011,BP FILED,2015-02-12,"(37.73747247010, -122.41238786600)"
N201502178455,3,1,0,0,978 - 980 GUERRERO ST,3618092,BP FILED,2015-02-17,"(37.75553060370, -122.42356322500)"
N201501155871,2,1,0,0,1200 32ND AV,1719012,BP FILED,2015-01-15,"(37.76467478410, -122.49089755500)"
N201503251826,3,1,0,0,1308 04TH AV,1758046,BP FILED,2015-03-25,"(37.76407454010, -122.46065809000)"
N200805142097,2,1,0,0,1331 FLORIDA ST,4273018,BP FILED,2008-05-14,"(37.75005931980, -122.40953337300)"
N200703216793,3,1,0,0,1366 SAN BRUNO AV,4263007,BP FILED,2007-03-21,"(37.75222475630, -122.40459009800)"
N201410229595,4,1,0,0,25 ALVARADO ST,3634025,BP FILED,2014-10-22,"(37.75419628980, -122.42190476100)"
N201501054868,3,1,0,0,1837 LARKIN ST,596004,BP FILED,2015-01-05,"(37.79485545710, -122.42017282600)"
N200612159955,2,1,0,0,749 WISCONSIN ST,4098027,BP FILED,2006-12-15,"(37.75799065860, -122.39869230200)"
N201402118267,2,1,0,0,891 CAROLINA ST,4097027,BP FILED,2014-02-11,"(37.75745146010, -122.39961517200)"
N201503312413,1,1,0,0,268 CLARA ST,3753075,BP FILED,2015-03-31,"(37.77835577900, -122.40405669800)"
N201502107933,2,1,0,0,1110 YORK ST,4209002,BP FILED,2015-02-10,"(37.75402692200, -122.40857966000)"
N200803066478,2,1,0,0,3301 FOLSOM ST,5524045,BP FILED,2008-03-06,"(37.74503991460, -122.41302501200)"
N200606204561,1,1,0,0,47 LEDYARD ST,5395065,BP FILED,2006-06-20,"(37.73330081900, -122.40177459500)"
