PERMIT_ID,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,NAMEADDR,APN,BESTSTAT,BESTDATE,LOCATION
N201012106469,1,1,0,0,1927 ALEMANY BL,6959030,CONSTRUCTION,2016-06-17,"(37.72094897560, -122.43868077600)"
N201405286908,90,90,0,0,1075 MARKET ST,3703062,BP FILED,2015-11-13,"(37.78064421450, -122.41161520400)"
N201412123641,2,1,0,0,1076 RHODE ISLAND ST,4158011,BP APPROVED,2016-05-31,"(37.75615776230, -122.40205617500)"
N201407231943,2,1,0,0,108 ORSI CR,5428D037,BP FILED,2014-07-23,"(37.72821050510, -122.39821842900)"
N201511102331,2,1,0,0,1083 HOLLISTER AV,4965029,BP FILED,2015-11-10,"(37.71933392730, -122.39228350500)"
N201308295550,3,1,0,0,1087 MISSISSIPPI ST,4224049,BP REINSTATED,2015-10-01,"(37.75290437180, -122.39334793000)"
N201409116118,202,202,0,0,1095 MARKET ST,3703059,BP ISSUED,2015-11-17,"(37.78032868840, -122.41201361200)"
N201511233353,1,1,0,0,11 HILIRITAS AV,7552026,BP FILED,2015-11-23,"(37.73760797440, -122.43704361800)"
N201505085779,2,1,0,0,11 MADDUX AV,5384C013C,BP FILED,2015-05-08,"(37.73495192490, -122.39798095600)"
N201207104447,98,98,98,98,1100 GOLDEN GATE AV,0757025,CONSTRUCTION,2016-07-01,"(37.78035348790, -122.42950939400)"
N201503161018,3,3,0,0,1100 POTRERO AV,4211001,BP FILED,2015-03-17,"(37.75440794930, -122.40681090300)"
N201502107933,2,1,0,0,1110 YORK ST,4209002,BP ISSUED,2016-06-17,"(37.75402692290, -122.40857966300)"
N201109215213,2,1,0,0,1115 POTRERO AV,4212011,BP APPROVED,2012-03-05,"(37.75403624930, -122.40608257500)"
N201401307462,1,1,0,0,1117 HOWARD ST,3730118,BP FILED,2014-01-30,"(37.77748650920, -122.40955757700)"
N201407292390,2,1,0,0,112 12TH AV,1371039,BP FILED,2014-07-29,"(37.78591097540, -122.47074960400)"
N201507232260,2,1,0,0,1121 FELTON ST,5971029,BP ISSUED,2016-06-22,"(37.72686011500, -122.41584808300)"
N201003037492,4,1,0,0,1122 PAGE ST,1219008,BP ISSUED,2011-05-31,"(37.77216542280, -122.43936507000)"
N200907072084,1,1,0,0,1123 GIRARD ST,6173005,BP REINSTATED,2014-01-14,"(37.71867696100, -122.40065391500)"
N201509187456,3,1,0,0,1133 TENNESSEE ST,4172028,BP FILED,2015-09-18,"(37.75723293860, -122.38887559400)"
N201411101145,112,112,13,13,1140 FOLSOM ST,3730015,CONSTRUCTION,2016-06-29,"(37.77623837930, -122.40895221800)"
N201509086400,2,1,0,0,1145 BACON ST,6038036,BP APPROVED,2016-03-09,"(37.72473871720, -122.41419353100)"
N201511203273,54,54,0,0,1145 POLK ST,0691001,BP FILED,2015-11-20,"(37.78746580810, -122.42029839100)"
N201506229509,3,1,0,0,1148 MONTGOMERY ST,0134025,BP FILED,2015-06-22,"(37.79989251310, -122.40395299900)"
N201407252206,4,2,0,0,115 - 117 PLYMOUTH AV,7138056,PL APPROVED,2014-08-15,"(37.71196969360, -122.45623165200)"
N201505227051,3,3,0,0,115 TELEGRAPH HILL BL,0105065,BP FILED,2015-05-22,"(37.80160159300, -122.40575006300)"
N201307252822,3,1,0,0,1150 SOUTH VAN NESS AV,3637010,BP APPROVED,2014-05-20,"(37.75470847930, -122.41683993800)"
N201502249220,3,2,0,0,1152 POTRERO AV,4211011,PL FILED,2015-12-16,"(37.75370945160, -122.40674426000)"
N201605318684,2,1,0,0,1153 CAPP ST,6571017,BP FILED,2016-05-31,"(37.74842537390, -122.41729503900)"
N201411191947,1,1,0,0,116 ELSIE ST,5618007,BP FILED,2014-11-19,"(37.74282279620, -122.41789962600)"
N201606291163,2,1,0,0,116 VIRGINIA AV,5643035,BP FILED,2016-06-29,"(37.74227561340, -122.41989370500)"
N201502047491,18,3,0,0,1160 PINE ST,0252011,BP FILED,2015-02-04,"(37.79061672760, -122.41494618600)"
N201410280026,2,1,0,0,1167 PALOU AV,4757047,BP FILED,2014-10-28,"(37.72918618100, -122.38299497700)"
N200803288274,1,1,0,0,1167 STANYAN ST,2630017,BP ISSUED,2013-09-25,"(37.76294430920, -122.45256816300)"
N200803288288,2,2,0,0,1169 STANYAN ST,2630018,BP ISSUED,2013-09-25,"(37.76287312180, -122.45255312400)"
N201508265383,42,42,0,0,1174 - 1178 FOLSOM ST,3730023,BP APPROVED,2016-05-13,"(37.77571411610, -122.40974319600)"
N201403100278,3,1,0,0,1181 VALENCIA ST,3636027,CONSTRUCTION,2016-06-30,"(37.75406554410, -122.42048735500)"
N201511102336,2,1,0,0,1187 PALOU AV,4757014,BP FILED,2015-11-10,"(37.72938577680, -122.38334664900)"
N201406249298,39,39,0,0,119 07TH ST,3726103,BP ISSUED,2015-05-11,"(37.77907287020, -122.41031238200)"
N201402067966,1,1,0,0,119 VERNON ST,7085017,BP FILED,2014-02-06,"(37.71468292050, -122.46827829800)"
N201601227793,2,1,0,0,1192 NAPLES ST,6482021,BP FILED,2016-01-22,"(37.71224299730, -122.43791319800)"
N200710155355,2,1,0,0,1196 HAMPSHIRE ST,4210013,CONSTRUCTION,2013-07-03,"(37.75329796120, -122.40760652500)"
N201507141495,52,52,0,0,1198 VALENCIA ST,3635014,BP ISSUED,2016-06-10,"(37.75393177300, -122.42118351600)"
N201605177697,3,1,0,0,1199 DOLORES ST,6511018,BP FILED,2016-05-17,"(37.75039338160, -122.42463055700)"
N201501155871,2,1,0,0,1200 32ND AV,1719012,BP ISSUED,2015-09-04,"(37.76467478410, -122.49089755500)"
N201312234917,263,263,34,34,1201 - 1225 TENNESSEE ST,4172022,CONSTRUCTION,2016-06-06,"(37.75592797580, -122.38860297400)"
N200605111391,2,2,0,0,1208 15TH AV,1736033,CONSTRUCTION,2014-06-06,"(37.76525058600, -122.47254232300)"
N201510260810,299,299,0,0,1208 JUNIPERO SERRA BL,7326001,BP FILED,2015-10-26,"(37.71602945580, -122.47317010600)"
N201509156948,3,1,0,0,1211 SCOTT ST,1127003,BP FILED,2015-09-15,"(37.78119601380, -122.43765994600)"
N201312315375,2,2,0,0,1212 EGBERT AV,4909003,BP FILED,2013-12-31,"(37.72091634340, -122.38900562600)"
N201505146405,3,1,0,0,1221 14TH AV,1736061,CONSTRUCTION,2016-06-14,"(37.76523580420, -122.47210971900)"
N201506189331,2,1,0,0,1225 ATHENS ST,6447040,BP ISSUED,2015-12-14,"(37.71194697650, -122.43637918800)"
N200703307744,3,3,0,0,1225 DOLORES ST,6534029,BP ISSUED,2015-04-03,"(37.74983703080, -122.42453984900)"
N201509258131,24,24,0,0,1228 FOLSOM ST / 723-725 CLEMENTINA,3729011,BP FILED,2015-09-25,"(37.77473164950, -122.41080814000)"
N201511021410,2,1,0,0,123 YUKON ST,2716037,BP FILED,2015-11-02,"(37.75759614170, -122.44206057400)"
N201507313053,2,1,0,0,1230 21ST AV,1730037,BP FILED,2015-07-31,"(37.76472512280, -122.47904354600)"
N200810224855,1,1,0,0,1230 TWIN PEAKS BL,2821022,BP APPROVED,2010-05-26,"(37.74643619870, -122.45048851000)"
N201507091099,4,4,0,0,1234 GRANT AV,0145044,BP FILED,2015-07-09,"(37.79864786630, -122.40700243300)"
N201402078043,3,2,0,0,1236 19TH AV,1732037,BP FILED,2014-02-07,"(37.76468243670, -122.47687473100)"
N201405236581,3,2,0,0,1236 ARGUELLO BL,1265019,BP REINSTATED,2016-05-23,"(37.76526818930, -122.45734108100)"
N201510099392,2,2,0,0,1238 45TH AV,1706037,BP FILED,2015-10-09,"(37.76345205170, -122.50473704000)"
N201507161644,37,37,4,4,1238 SUTTER ST,0670011,BP ISSUED,2016-05-09,"(37.78792924600, -122.42082397100)"
N201404163343,2,1,0,0,1239 21ST AV,1729007,BP FILED,2014-04-16,"(37.76455979910, -122.47967199300)"
N201512155191,3,1,0,0,1270 FITZGERALD AV,4913010,BP FILED,2015-12-15,"(37.72197859780, -122.39253780800)"
N201512144945,3,3,0,0,1244 LARKIN ST,0278010,BP FILED,2015-12-14,"(37.78955209420, -122.41854810500)"
N201411212188,2,1,0,0,1246 38TH AV,1713036,BP FILED,2014-11-21,"(37.76364466380, -122.49722375700)"
N201306149565,20,20,0,0,1255- 1275 COLUMBUS AV,0028014,BP ISSUED,2014-04-22,"(37.80570805860, -122.41837966600)"
N201604205221,2,1,0,0,1255 BAY ST,0473017,BP FILED,2016-04-20,"(37.80353558760, -122.42764929800)"
N201304295719,2,1,0,0,1259 21ST AV,1729012,CONSTRUCTION,2016-02-17,"(37.76421703510, -122.47964798600)"
N201512235842,7,2,0,0,126 LAGUNA ST,0856013,PL APPROVED,2015-12-23,"(37.77225227890, -122.42513330100)"
N201408295126,2,1,0,0,1267 NOE ST,6553024,CONSTRUCTION,2016-04-21,"(37.74873708660, -122.43132742600)"
N201412194190,1,1,0,0,127 23RD AV,1383004,BP ISSUED,2016-06-30,"(37.78527321000, -122.48329327400)"
N201208076803,4,4,0,0,127 BUCHANAN ST,0869007,BP FILED,2012-08-07,"(37.77098409770, -122.42720819800)"
N201405296982,1,1,0,0,127 EDGEHILL WY,2933007,BP ISSUED,2016-05-11,"(37.74329978310, -122.46014819700)"
N201310169408,2,2,0,0,1271 19TH AV,1731015,BP ISSUED,2016-02-01,"(37.76410775290, -122.47755111200)"
N201510099393,3,1,0,0,1273 24TH AV,1726015,BP FILED,2015-10-09,"(37.76386662510, -122.48284971100)"
N201503039869,3,1,0,0,1274 HAMPSHIRE ST,4266012,BP FILED,2015-03-03,"(37.75181615350, -122.40746526600)"
N201502198775,35,35,0,0,1278 - 1298 VALENCIA ST,3644021,BP FILED,2015-02-19,"(37.75230964160, -122.42097736700)"
N200909237457,1,1,0,0,128 ELSIE ST,5618011,BP ISSUED,2015-05-22,"(37.74257846110, -122.41805754800)"
N201511203280,2,1,0,0,1290 SHAFTER AV,4787012A,BP FILED,2015-11-20,"(37.72791956000, -122.38476288300)"
N201410108662,9,9,0,0,1298 FITZGERALD AV,4913011,BP FILED,2014-10-10,"(37.72212533730, -122.39279638700)"
N201406067752,125,125,0,0,1298 HOWARD ST,3728019,BP FILED,2014-06-06,"(37.77562857770, -122.41277867700)"
N201303212751,1,1,0,0,13 LUCKY ST,6521004,BP FILED,2013-03-21,"(37.75223594910, -122.41325780500)"
N201507272485,143,143,0,0,1300 04TH ST,8711021,BP ISSUED,2016-01-22,"(37.77140195950, -122.39177164800)"
N201506199453,1,1,0,0,1301 TURK ST,0756018,BP ISSUED,2016-04-20,"(37.78038943230, -122.43072791800)"
N201310119147,3,1,0,0,1302 YORK ST,4274001,CONSTRUCTION,2015-08-25,"(37.75111467810, -122.40824997100)"
N201503251826,3,1,0,0,1308 04TH AV,1758046,BP FILED,2015-03-25,"(37.76407454010, -122.46065808900)"
N201306199977,9,9,0,0,131 MISSOURI ST,3985024,CONSTRUCTION,2016-06-30,"(37.76467976180, -122.39641291600)"
N201510210391,2,1,0,0,1318 COLE ST,1286024,CONSTRUCTION,2016-06-30,"(37.76223233930, -122.44894397800)"
N201407312605,2,1,0,0,1318 HAMPSHIRE ST,4275001A,BP APPROVED,2015-01-12,"(37.75099660580, -122.40734378200)"
N201409186681,2,1,0,0,1321 19TH AV,1774006,BP FILED,2014-09-18,"(37.76306107040, -122.47746598800)"
N200804038738,3,2,0,0,1321 DE HARO ST,4218036,BP ISSUED,2016-03-17,"(37.75313631650, -122.40017151400)"
N201104113839,2,1,0,0,1322 47TH AV,1801040,BP ISSUED,2014-05-07,"(37.76183646050, -122.50677280500)"
N201301087514,2,1,0,0,1325 OCEAN AV,6942054,CONSTRUCTION,2016-03-15,"(37.72369602620, -122.45665818200)"
N201605177611,1,1,0,0,1327 COLUMBUS AV,0024020,BP FILED,2016-05-17,"(37.80634753450, -122.41932571900)"
N201504012491,2,1,0,0,1330 HAMPSHIRE ST,4275003,CONSTRUCTION,2016-06-29,"(37.75085708830, -122.40737384200)"
N201507131253,2,1,0,0,1331 SAN BRUNO AV,4262020A,BP FILED,2015-07-13,"(37.75267377400, -122.40400842300)"
N201505085803,3,1,0,0,1333 42ND AV,1797006,BP ISSUED,2016-05-09,"(37.76177165540, -122.50205153100)"
N201505065520,3,1,0,0,1335 05TH AV,1760009,BP FILED,2015-05-06,"(37.76352069500, -122.46231087200)"
N201406269542,65,65,0,0,1335 FOLSOM ST,3519063,BP FILED,2014-06-26,"(37.77318439180, -122.41191612300)"
N201403100361,20,20,0,0,1335 LARKIN ST,0645003,PL FILED,2014-07-23,"(37.79033011470, -122.41930836400)"
N201009271690,8,4,0,0,1338 FILBERT ST,0524031,BP ISSUED,2011-01-31,"(37.80011146190, -122.42150353700)"
N201512114904,3,1,0,0,1339 FRANCISCO ST,0480013,BP FILED,2015-12-11,"(37.80263865560, -122.42718215800)"
N201511303726,2,1,0,0,1342 YORK ST,4274005,BP FILED,2015-11-30,"(37.75051962260, -122.40824527100)"
N201508033190,3,1,0,0,1349 TARAVAL ST,2402034,BP FILED,2015-08-03,"(37.74257986060, -122.48075357000)"
N201306038460,5,5,0,0,135 WETMORE ST,0212031,BP ISSUED,2015-11-19,"(37.79419989050, -122.41064823700)"
N201512155196,3,1,0,0,1351 REVERE AV,4788020A,BP FILED,2015-12-15,"(37.72884117780, -122.38571764500)"
N201504224304,2,1,0,0,1354 27TH AV,1781033,BP FILED,2015-04-22,"(37.76216341720, -122.48529817600)"
N201508063611,3,1,0,0,1355 JACKSON ST,0187036,BP FILED,2015-08-06,"(37.79439413080, -122.41718901200)"
N201009080449,4,4,0,0,136 PIXLEY ST,0516028A,CONSTRUCTION,2013-01-29,"(37.79882591780, -122.43480319800)"
N200504281137,1,1,0,0,136 SOUTH PARK ST,3775063,BP ISSUED,2015-06-19,"(37.78149976180, -122.39467508700)"
N201408123674,1,1,0,0,1364 PACIFIC AV,0155020,BP APPROVED,2016-06-29,"(37.79569077050, -122.41769908500)"
N201504032736,2,1,0,0,1366 09TH AV,1763027,BP ISSUED,2016-01-08,"(37.76281324140, -122.46589598700)"
N201604185001,2,1,0,0,1369 29TH AV,1784001O,BP FILED,2016-04-18,"(37.76178616830, -122.48807654700)"
N201606018887,3,2,0,0,137 CLAYTON ST,1194006,BP FILED,2016-06-01,"(37.77388681390, -122.44971766900)"
N201408123679,1,1,0,0,1370 PACIFIC AV,0155021,BP APPROVED,2016-06-10,"(37.79568260090, -122.41776315400)"
N201309308119,1,1,0,0,1375 EVANS AV,5237013,BP ISSUED,2015-10-05,"(37.74040827400, -122.38445161100)"
N201606149938,2,1,0,0,1379 KANSAS ST,4260014,BP FILED,2016-06-14,"(37.75223822540, -122.40207109900)"
N201511233357,2,2,0,0,1380 REVERE AV,4761039,BP FILED,2015-11-23,"(37.72951334540, -122.38583144800)"
N201504224361,2,1,0,0,139 SWEENY ST,5879040,BP FILED,2015-04-22,"(37.73271354660, -122.40809803500)"
N201508194769,68,68,0,0,1394 HARRISON ST,3519017,BP FILED,2015-08-19,"(37.77190640680, -122.41129830400)"
N201512145054,256,256,0,0,1395 22ND ST,4167011,BP FILED,2015-12-14,"(37.75620342420, -122.39359366900)"
N201511203191,2,1,0,0,1395 SHAFTER AV,4791025,BP FILED,2015-11-20,"(37.72863673460, -122.38702273100)"
N201606230730,3,1,0,0,1396 REVERE AV,4761036,BP FILED,2016-06-23,"(37.72967318080, -122.38611215100)"
N201505136221,3,1,0,0,1407 29TH AV,1824001A,BP FILED,2015-05-13,"(37.76100630560, -122.48791461700)"
N201206041789,2,1,0,0,1411 CHURCH ST,6566027,BP FILED,2012-06-04,"(37.74825524280, -122.42678970200)"
N201407010196,2,1,0,0,1419 FUNSTON AV,1840002,BP FILED,2014-07-01,"(37.76155436780, -122.47076478500)"
N201309197251,2,1,0,0,1433 48TH AV,1805006,CONSTRUCTION,2016-06-30,"(37.75965832690, -122.50834941700)"
N201410239774,3,1,0,0,144 LEXINGTON ST,3589091,BP FILED,2014-10-23,"(37.76098620830, -122.42122984600)"
N201301288928,2,1,0,0,1443 12TH AV,1841007,BP FILED,2013-01-28,"(37.76119009020, -122.46966471400)"
N201603232845,2,1,0,0,1447 OAKDALE AV,5324020,BP FILED,2016-03-23,"(37.73279355950, -122.38768223300)"
N201306280738,23,23,0,0,1450 15TH ST,3549064,CONSTRUCTION,2016-06-06,"(37.76709156440, -122.41683342200)"
N200809252660,69,69,9,9,1450 FRANKLIN ST,0671006,CONSTRUCTION,2016-06-28,"(37.78805629120, -122.42325307500)"
N201604285888,4,2,0,0,1450 UNION ST,0526014,BP FILED,2016-04-28,"(37.79893322250, -122.42324312100)"
N201302250862,3,1,0,0,1451 MARIPOSA ST,4004034,CONSTRUCTION,2016-02-26,"(37.76356714860, -122.39812496000)"
N201510169913,3,1,0,0,1453 18TH AV,1835010,BP FILED,2015-10-16,"(37.76076710660, -122.47618795500)"
N201405276744,8,8,0,0,1458 BROADWAY,0572013,BP FILED,2014-05-27,"(37.79633951570, -122.42108681800)"
N201512215664,3,1,0,0,1460 PAGE ST,1222014,BP APPROVED,2016-05-27,"(37.77150991320, -122.44490359600)"
N201404223881,14,14,2,2,1463 LOMBARD ST,0503021,BP FILED,2014-04-22,"(37.80085891050, -122.42549628000)"
N201512114902,2,1,0,0,1465 REVERE AV,4789014,BP FILED,2015-12-11,"(37.73005099070, -122.38784938900)"
N201602230257,2,1,0,0,1466 PALOU AV,5324010,BP FILED,2016-02-23,"(37.73274956390, -122.38819993000)"
N201210313210,9,9,0,0,1469 PACIFIC AV,0185029,PL FILED,2013-07-10,"(37.79506103820, -122.41942478000)"
N201302150317,3,3,0,0,1470 MCALLISTER ST,0776035,CONSTRUCTION,2016-06-15,"(37.77827589130, -122.43639816800)"
N201309126610,2,1,0,0,1474 48TH AV,1806019A,BP ISSUED,2015-03-12,"(37.75896644250, -122.50764241900)"
N201411212191,2,1,0,0,1477 26TH AV,1827013A,CONSTRUCTION,2016-06-17,"(37.75991021760, -122.48472371600)"
N200810315636,13,13,0,0,1490 OCEAN AV,3197010,CONSTRUCTION,2016-02-16,"(37.72453300260, -122.45788196400)"
N201004029551,2,1,0,0,1491 FUNSTON AV,1840015,BP FILED,2010-04-02,"(37.76032041260, -122.47067851500)"
N201601126880,13,13,0,0,15 - 23 GRACE ST,3509024,BP REINSTATED,2016-01-19,"(37.77519956220, -122.41475646100)"
N201604134664,2,1,0,0,15 GUY PL,3749012,BP FILED,2016-04-13,"(37.78630745690, -122.39435201600)"
N201506229593,1,1,0,0,15 JOY ST,5577005,BP FILED,2015-06-22,"(37.74365911100, -122.40689582500)"
N201508174387,4,4,0,0,150 EUREKA ST,2692007,BP FILED,2015-08-17,"(37.75990016580, -122.43850604000)"
N201406138394,431,431,50,50,150 VAN NESS AV,0814001,BP ISSUED,2016-05-23,"(37.77730065810, -122.41829544700)"
N201601076586,3,1,0,0,1500 INNES AV,5259034,BP FILED,2016-01-07,"(37.73863575610, -122.38691458100)"
N201511303685,10,1,0,0,1500 MCALLISTER ST,1155005,BP FILED,2015-11-30,"(37.77819461070, -122.43692117400)"
N201409297547,2,1,0,0,1507 33RD AV,1879001A,BP ISSUED,2015-05-15,"(37.75894495100, -122.49213705300)"
N201505085804,2,1,0,0,1507 DIAMOND ST,6604026,BP FILED,2015-05-08,"(37.74538648680, -122.43542334500)"
N201411262632,3,2,0,0,151 BERNARD ST,0156015A,BP ISSUED,2015-12-18,"(37.79609378550, -122.41592354600)"
N201009140824,1,1,0,0,1510 25TH ST,4224027,BP ISSUED,2011-08-19,"(37.75268115640, -122.39412416500)"
N201409196840,2,1,0,0,1510 YORK ST,5514002,BP FILED,2014-09-19,"(37.74786107400, -122.40784763300)"
N201407090780,2,2,0,0,1513 YORK ST,5513011,BP FILED,2014-07-09,"(37.74812528750, -122.40686730500)"
N201512175343,2,1,0,0,1514 25TH AV,1870023,BP FILED,2015-12-17,"(37.75921574910, -122.48300450900)"
N201504305084,3,1,0,0,1518 19TH AV,1864001N,BP FILED,2015-04-30,"(37.75943502620, -122.47645671900)"
N201607011432,7,7,0,0,1523 FRANKLIN ST,0665005,BP FILED,2016-07-01,"(37.78858686680, -122.42389834100)"
N201410148838,3,3,0,0,1524 OCEAN AV,3196006,BP REINSTATED,2015-03-30,"(37.72465720590, -122.45870690500)"
N201312305280,1,1,0,0,1525 SHOTWELL ST,5545019,BP APPROVED,2016-06-14,"(37.74473515120, -122.41465452600)"
N201504305082,2,1,0,0,1526 22ND AV,1867036,BP FILED,2015-04-30,"(37.75914994450, -122.47970869300)"
N201603222793,5,1,0,0,1528 15TH ST,3548021,PL APPROVED,2016-02-24,"(37.76696489830, -122.41831657800)"
N201308285446,2,2,0,0,153 ARKANSAS ST,3983014,BP FILED,2013-08-28,"(37.76422112240, -122.39831338200)"
N201509086337,2,1,0,0,1531 44TH AV,1890005,BP ISSUED,2016-05-05,"(37.75801002310, -122.50393807700)"
N201405307085,15,15,0,0,1532 HOWARD ST,3511015,BP FILED,2014-05-30,"(37.77281762610, -122.41628426400)"
N201409106031,9,8,0,0,1532 OCEAN AV,3196028,BP FILED,2014-09-10,"(37.72469704110, -122.45877928000)"
N201512094574,2,2,0,0,1545 CLEMENT ST,1448038,BP FILED,2015-12-09,"(37.78220934700, -122.47601494400)"
N201312033256,107,107,12,12,1545 PINE ST,0667016,CONSTRUCTION,2016-06-23,"(37.78927210560, -122.42121123000)"
N201311222657,110,110,13,13,1546 - 1564 MARKET ST,0836007,BP FILED,2013-11-22,"(37.77498042420, -122.42019610800)"
N201106228677,4,1,0,0,1551  FRANKLIN ST,0665002,BP ISSUED,2014-06-30,"(37.78896526490, -122.42398483000)"
N201312305292,1,1,0,0,1551 SHOTWELL ST,5545017,BP FILED,2013-12-30,"(37.74459823410, -122.41464132700)"
N201505146319,2,1,0,0,1555 23RD AV,1869011,BP APPROVED,2016-05-25,"(37.75859384450, -122.48140315700)"
N201506199431,3,1,0,0,1555 FRANCISCO ST,0482030,CONSTRUCTION,2016-06-28,"(37.80220398890, -122.43059802600)"
N201410159002,2,1,0,0,1560 DOLORES ST,6618003,BP ISSUED,2016-03-08,"(37.74435086690, -122.42481604700)"
N201606149976,2,1,0,0,1583 OAKDALE AV,5323016B,BP FILED,2016-06-14,"(37.73420711330, -122.39018878500)"
N201502249184,3,1,0,0,1594 GOLDEN GATE AV,0753010,CONSTRUCTION,2016-04-08,"(37.77921261190, -122.43676834600)"
N201512235830,28,28,0,0,1598 BAY ST,0459007,PL FILED,2015-12-17,"(37.80337067070, -122.43305160700)"
N201602220209,3,1,0,0,1599 DOLORES ST,6617018,BP FILED,2016-02-22,"(37.74398458600, -122.42401833500)"
N201408133730,2,2,0,0,160 BERNARD ST,0156036,BP FILED,2014-08-13,"(37.79632821400, -122.41605980300)"
N200810315629,1,1,0,0,160 SAN MARCOS AV,2861011,CONSTRUCTION,2014-01-23,"(37.74709320810, -122.46511538900)"
N201603031058,145,145,0,0,1601 - 1677 MARIPOSA ST / 485 CAROLINA (BLDG 1 OF 2),4006006,BP FILED,2016-03-03,"(37.76323624080, -122.39976097400)"
N201603010904,154,154,0,0,1601 - 1677 MARIPOSA ST / 485 CAROLINA (BLDG 2 OF 2),4005001B,BP FILED,2016-03-01,"(37.76293307420, -122.39899152800)"
N200412171712,27,27,0,0,1601 LARKIN ST,0620006,CONSTRUCTION,2016-06-28,"(37.79277873080, -122.41976349100)"
N201307222452,1,1,0,0,1893 OAKDALE AV,5320015,BP FILED,2013-07-22,"(37.73747661330, -122.39592648200)"
