PERMIT_ID,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,NAMEADDR,APN,BESTSTAT,BESTDATE,LOCATION
N200810013158,16,16,0,0,300 Octavia St,832025,BP Filed,2008-10-01,"(37.774853999999998, -122.4239918)"
N200810013162,16,16,0,0,360 Octavia St,832026,BP Filed,2008-10-01,"(37.775421799999997, -122.42409960000001)"
N200912032516,35,35,0,0,1 Franklin St,837003,BP Filed,2009-12-03,"(37.774456399999998, -122.420956)"
N201208036517,49,49,0,0,8 Octavia St,855011,CONSTRUCTION,2014-09-26,"(37.772170899999999, -122.42380009999999)"
N201209059006,133,133,0,0,55 Laguna Street,857001,CONSTRUCTION,2014-07-31,"(37.7710334, -122.4252554)"
N200605091174,3,1,0,0,279 26th Av,1386015,CONSTRUCTION,2014-02-24,"(37.784236, -122.48644299999999)"
N200207171660,8,8,0,0,3150 Geary Bl,1066028,CONSTRUCTION,2007-09-17,"(37.782054000000002, -122.45303800000001)"
N201204168406,50,50,0,0,800 Presidio Av,1073013,BP ISSUED,2014-06-20,"(37.784109000000001, -122.445779)"
N200702214545,3,2,0,0,1419 Broderick St,1080008,BP Filed,2007-02-21,"(37.783467999999999, -122.441515)"
N200712140534,13,13,0,0,1 Stanyan Street,1084001B,BP Filed,2007-12-14,"(37.781305500000002, -122.456298)"
N200804250691,2,1,0,0,417 Lyon St,1198004,BP ISSUED,2009-03-17,"(37.774925000000003, -122.44319)"
N201111189212,3,3,0,0,2175 Hayes St,1212022,BP Filed,2011-11-18,"(37.772893000000003, -122.45206)"
N201307313282,1,1,0,0,1055 Ashbury St,1269167,BP Filed,2013-07-31,"(37.763692200000001, -122.44673830000001)"
N200806275518,2,2,0,0,339 18th Av,1450007,BP Filed,2008-06-27,"(37.780474300000002, -122.47726969999999)"
N200806275522,39,39,0,0,5400 Geary Bl,1450008,PL Approved,2013-04-25,"(37.781106999999999, -122.477592)"
N200505273609,1,1,0,0,346 22nd Av,1453033,CONSTRUCTION,2014-09-05,"(37.781271699999998, -122.481498)"
N200606295405,3,2,0,0,322 22nd Av,1453039,PL Approved,2011-03-03,"(37.781714800000003, -122.4815258)"
N200804159772,2,1,0,0,411 28th Av,1460024,BP Filed,2008-04-15,"(37.781573000000002, -122.488299)"
N200608179803,2,1,0,0,536 40th Av,1505027,CONSTRUCTION,2014-02-04,"(37.778616, -122.500423)"
N200810295438,2,1,0,0,563 34th Av,1510013,BP ISSUED,2010-07-01,"(37.778405900000003, -122.494618)"
N200706143970,3,2,0,0,520 28th Av,1517030,CONSTRUCTION,2014-09-25,"(37.779428000000003, -122.487579)"
N200803106731,2,1,0,0,474 11th Av,1534026,BP Filed,2008-03-10,"(37.779353, -122.469202)"
N200609182560,3,2,0,0,470 08th Av,1537027,BP Filed,2006-09-18,"(37.779587200000002, -122.4662079)"
N200605222098,2,1,0,0,622 29th Av,1571015C,BP Filed,2006-05-22,"(37.777495999999999, -122.488511)"
N200809262781,6,6,0,0,700 36th Av,1609021F,BP Filed,2008-09-26,"(37.775539999999999, -122.496011)"
N200806134390,3,3,0,0,3201 Balboa St,1611001,BP Filed,2008-06-13,"(37.7756118, -122.5018153)"
N201303071701,6,4,0,0,327 Balboa St,1640051,CONSTRUCTION,2014-07-16,"(37.777213199999998, -122.4624321)"
N200711198515,2,1,0,0,658 03rd Av,1642036,BP ISSUED,2013-01-25,"(37.776291000000001, -122.460387)"
N200612069310,2,2,0,0,2416 30th Av,2396036,BP Filed,2006-12-06,"(37.742164500000001, -122.48743109999999)"
N201402047761,56,56,0,0,2800 Sloat Bl,2515001,BP Filed,2014-02-04,"(37.735854000000003, -122.50473700000001)"
N200201106632,3,3,0,0,950 Corbett Av,2799013,CONSTRUCTION,2007-03-13,"(37.751832, -122.44373)"
N200612018971,2,1,0,0,1698 10th Av,1934023,BP Filed,2006-12-01,"(37.756720899999998, -122.4666821)"
N200807035945,2,1,0,0,427 Moraga St,2039044,BP Filed,2008-07-03,"(37.756267000000001, -122.46737899999999)"
N200904065665,6,6,0,0,1701 09th Av,2040001,CONSTRUCTION,2013-01-08,"(37.756383, -122.46606199999999)"
N200708079019,10,10,0,0,2350 19th Av,2347004G,BP ISSUED,2014-07-11,"(37.7438194, -122.47562910000001)"
N200806033455,2,1,0,0,2322 21st Av,2349036,BP ISSUED,2011-11-08,"(37.744416000000001, -122.477609)"
N200712120290,3,3,0,0,3534 Taraval St,2374019,BP APPROVED,2009-02-26,"(37.741893599999997, -122.5041823)"
N201312315426,2,1,0,0,2337 Taraval St,2392037,BP Filed,2013-12-31,"(37.742111999999999, -122.491388)"
N201007146550,2,2,0,0,2115 Taraval St,2394046,BP ISSUED,2012-12-31,"(37.742221999999998, -122.488893)"
N201206293848,2,2,0,0,188 Museum Wy,2620119,CONSTRUCTION,2014-07-23,"(37.764132099999998, -122.4392874)"
N201305177243,24,24,0,0,376 Castro St,2623006,BP Filed,2013-05-17,"(37.762872799999997, -122.4354909)"
N201405307098,1,1,0,0,4126 17th St,2623028,BP Filed,2014-05-30,"(37.762422899999997, -122.43792639999999)"
N200509021966,2,1,0,0,70 Douglass St,2625007A,BP Filed,2006-03-03,"(37.762803300000002, -122.4396844)"
N200803288288,2,2,0,0,1169 Stanyan St,2630018,BP ISSUED,2013-09-25,"(37.762890499999997, -122.45226580000001)"
N200507137493,2,2,0,0,1665 Palou Av,5327038,CONSTRUCTION,2014-09-11,"(37.734544999999997, -122.39222599999999)"
N200407158977,1,1,0,0,1310 Stanyan St,2706035,CONSTRUCTION,2012-07-05,"(37.758529000000003, -122.4513055)"
N200803278181,1,1,0,0,125 Crown Tr,2719B003,BP Filed,2008-03-27,"(37.757702000000002, -122.446962)"
N200601132095,1,1,0,0,331 Collingwood St,2752024,BP Filed,2006-01-13,"(37.757074000000003, -122.43543699999999)"
N200711077576,1,1,0,0,83 Panorama Dr,2821010,CONSTRUCTION,2014-09-23,"(37.747147900000002, -122.4509959)"
N200810224853,1,1,0,0,1240 Twin Peaks Bl,2821021,BP APPROVED,2010-05-26,"(37.746445000000001, -122.45070800000001)"
N200810224855,1,1,0,0,1230 Twin Peaks Bl,2821022,BP APPROVED,2010-05-26,"(37.746442999999999, -122.450416)"
N200908255545,5,5,0,0,70 Crestline Dr,2845005,BP ISSUED,2013-05-15,"(37.7515334, -122.4461587)"
N200810315629,1,1,0,0,160 San Marcos Av,2861011,CONSTRUCTION,2014-01-23,"(37.747093, -122.465115)"
N201208207720,1,1,0,0,69 Garcia Av,2936A001D,BP Filed,2012-08-20,"(37.744012599999998, -122.4595218)"
N200609061483,1,1,0,0,1325 Portola Dr,2987A036,CONSTRUCTION,2013-12-20,"(37.739653799999999, -122.4646329)"
N201203015201,71,71,0,0,50 Phelan Av,3180001,CONSTRUCTION,2014-09-05,"(37.724704500000001, -122.4529158)"
N200810315636,13,13,0,0,1446 Ocean Av,3197010,BP Filed,2008-10-31,"(37.724297, -122.4577536)"
N200607186852,6,6,0,0,270 Ocean Av,3211010A,BP APPROVED,2014-04-15,"(37.7232913, -122.442488)"
N200807308027,2,1,0,0,49 Grace St,3509027,BP Filed,2008-07-30,"(37.775060600000003, -122.41457509999999)"
N200810315586,121,121,0,0,1415 Mission St,3510001,CONSTRUCTION,2014-09-17,"(37.774896499999997, -122.4159124)"
N200708109444,3,3,0,0,85 Brosnan St,3533165,BP ISSUED,2014-07-08,"(37.768618699999998, -122.4240432)"
N201205180774,37,37,0,0,25 Dolores St,3534069,CONSTRUCTION,2014-09-16,"(37.768560000000001, -122.42630800000001)"
N201301097560,3,1,0,0,45 Belcher St,3537078,CONSTRUCTION,2014-09-12,"(37.768627500000001, -122.43007350000001)"
N200803207576,5,3,0,0,435 Duboce Av,3537087,PL Approved,2011-08-10,"(37.769321300000001, -122.42983479999999)"
N201312134180,87,87,0,0,2198 Market St,3542039,BP Filed,2013-12-13,"(37.766527000000004, -122.430769)"
N201012237367,39,39,0,0,1875 Mission St,3548032,CONSTRUCTION,2014-07-17,"(37.767100900000003, -122.41944599999999)"
N201306280738,23,23,0,0,1450 15th St,3549064,BP Filed,2013-06-28,"(37.767091999999998, -122.416833)"
N201210242702,8,8,0,0,1785 15th St,3555036,BP ISSUED,2013-12-18,"(37.766205900000003, -122.423806)"
N200311180506,13,13,0,0,200 Dolores St,3557062,BP Filed,2008-08-19,"(37.766058000000001, -122.426912)"
N200810023278,22,22,0,0,2210 Market St,3560001,BP ISSUED,2012-03-14,"(37.766242800000001, -122.43071620000001)"
N200808139076,1,1,0,0,3927 19th St,3601073,BP Filed,2008-08-13,"(37.759275000000002, -122.431032)"
N201409196883,1,1,0,0,799 Castro Street,3603024,BP Filed,2014-09-19,"(37.756119599999998, -122.43452430000001)"
N201003248891,3,2,0,0,3249 17th St,3575063,BP ISSUED,2014-03-17,"(37.763278999999997, -122.41826399999999)"
N200805192371,2,1,0,0,4035 18th St,3583082,CONSTRUCTION,2014-06-23,"(37.760899299999998, -122.4336086)"
N200701292823,4,2,0,0,2374 Folsom St,3594009,CONSTRUCTION,2012-05-10,"(37.759346000000001, -122.415088)"
N200512200747,6,6,0,0,3360 20th St,3594016,BP APPROVED,2010-10-21,"(37.759027000000003, -122.41615299999999)"
N200408121427,18,18,0,0,899 Valencia St,3596113,CONSTRUCTION,2014-09-18,"(37.758507299999998, -122.421269)"
N200507147539,3,2,0,0,2986 22nd St,3613018B,CONSTRUCTION,2014-05-01,"(37.755901999999999, -122.413965)"
N201301168124,114,114,0,0,2558 Mission St,3616007,CONSTRUCTION,2014-09-11,"(37.75611, -122.418986)"
N201012277437,15,15,0,0,1050 Valencia St,3617008,BP ISSUED,2013-07-17,"(37.755944, -122.421318)"
N200602094307,2,2,0,0,1090 Church St,3628014,BP Filed,2006-02-09,"(37.753472000000002, -122.4276201)"
N200602023710,47,47,0,0,570 Jessie St,3703086,BP Filed,2006-02-02,"(37.780766100000001, -122.4101733)"
N201305015894,74,74,0,0,181 Fremont St,3719010,BP ISSUED,2013-12-26,"(37.789645, -122.39542400000001)"
N200806164548,76,37,0,0,226 06th St,3731003,CONSTRUCTION,2014-09-24,"(37.779330999999999, -122.406813)"
N200601202701,8,8,0,0,190 Russ St,3731087,BP Filed,2006-01-20,"(37.777757999999999, -122.407112)"
N201208036505,384,384,0,0,340 Fremont St,3748006,BP FILED,2012-08-03,"(37.787363999999997, -122.39304)"
N200809252699,10,10,0,0,574 Natoma St,3726075,BP Filed,2008-09-25,"(37.778916000000002, -122.4093867)"
N201207124717,669,669,0,0,201 Folsom St,3746001,CONSTRUCTION,2014-09-30,"(37.789186000000001, -122.391823)"
N200605161774,452,452,0,0,399 Fremont St,3747320,CONSTRUCTION,2014-08-07,"(37.7868171, -122.3920976)"
N200709193092,2,1,0,0,1076 Hampshire St,4152016,CONSTRUCTION,2012-02-21,"(37.754974400000002, -122.4076295)"
N9902819,8,8,0,0,1179 Tennessee St,4172053,CONSTRUCTION,2014-09-05,"(37.7559927, -122.3890583)"
N201104194374,3,1,0,0,639 Natoma St,3727035,CONSTRUCTION,2013-04-01,"(37.777586999999997, -122.410698)"
N200609253191,3,3,0,0,195 Brewster St,5577009,BP ISSUED,2014-09-04,"(37.743127000000001, -122.40773799999999)"
N200606093615,25,25,0,0,1145 Mission St,3727168,BP Filed,2006-06-09,"(37.778401000000002, -122.411708)"
N200806063801,4,4,0,0,48 Harriet St,3731102,BP Filed,2008-06-06,"(37.778626000000003, -122.407056)"
N200702204428,3,3,0,0,12 Sherman St,3754042,BP ISSUED,2012-11-26,"(37.777211999999999, -122.406993)"
N201307303137,408,408,0,0,350 08th St,3756003,BP ISSUED,2014-03-20,"(37.773693999999999, -122.40965799999999)"
N200705312675,3,2,0,0,56 Ringold St,3756025,CONSTRUCTION,2014-08-06,"(37.7739598, -122.4105294)"
N200412211855,312,312,0,0,425 First Street,3765015,CONSTRUCTION,2014-06-09,"(37.786482999999997, -122.39203500000001)"
N200903134091,113,113,0,0,429 Beale St,3767305,PL Approved,2009-05-14,"(37.787224000000002, -122.390383)"
N200504281137,1,1,0,0,136 South Park Av,3775063,BP APPROVED,2011-02-08,"(37.781460000000003, -122.394685)"
N201309045886,557,557,0,0,801 Brannan St,3783001,BP ISSUED,2014-09-26,"(37.772950000000002, -122.40322399999999)"
N200705010136,74,74,0,0,72 Townsend St,3789003,CONSTRUCTION,2014-09-11,"(37.781143, -122.39009299999999)"
N201306280783,132,132,0,0,144 King St,3794024,BP ISSUED,2014-08-28,"(37.778734, -122.391289)"
N201107220904,15,15,0,0,1150 16th Street,3821007,BP Filed,2011-07-22,"(37.766499000000003, -122.398135)"
N201112070227,385,385,0,0,1000 16th St,3833001,BP ISSUED,2012-09-07,"(37.766489999999997, -122.39698799999999)"
N201306250394,560,560,0,0,1 Henry Adams St,3911001,BP ISSUED,2014-07-08,"(37.769666000000001, -122.40386599999999)"
N201306250465,77,77,0,0,480 Potrero Av,3973002C,BP REINSTATED,2014-05-23,"(37.763525000000001, -122.407532)"
N200408040564,12,12,0,0,140 Pennsylvania Av,3987010,BP ISSUED,2014-08-06,"(37.764698000000003, -122.394006)"
N201312244989,111,111,0,0,630 Indiana St,4041009,BP Filed,2013-12-24,"(37.762477199999999, -122.39165010000001)"
N201309257711,69,69,0,0,2298 03rd St,4059009,BP Filed,2013-09-25,"(37.760595000000002, -122.388823)"
N200609071583,1,1,0,0,750 Jamestown Av,4976019,CONSTRUCTION,2009-04-16,"(37.715691, -122.38934999999999)"
N200805232798,2,1,0,0,838 Kansas St,4093007,CONSTRUCTION,2014-09-16,"(37.758980999999999, -122.40316)"
N200506074411,2,2,0,0,746 Carolina St,4096005,CONSTRUCTION,2010-03-22,"(37.759036999999999, -122.40023600000001)"
N201402118267,2,1,0,0,891 Carolina St,4097027,BP Filed,2014-02-11,"(37.757322000000002, -122.399838)"
N200612159955,2,1,0,0,749 Wisconsin St,4098027,BP Filed,2006-12-15,"(37.758091999999998, -122.398869)"
N201405085278,9,9,0,0,2420 03rd St,4108003F,BP Filed,2014-05-08,"(37.758983999999998, -122.388699)"
N200503298688,2,1,0,0,948 Hampshire St,4143008,BP ISSUED,2009-03-12,"(37.756912999999997, -122.40785)"
N201207114624,4,3,0,0,2830 24th St,4209017,BP Filed,2012-07-11,"(37.752974000000002, -122.40875699999999)"
N200710155355,2,1,0,0,1196 Hampshire St,4210013,CONSTRUCTION,2013-07-03,"(37.753107999999997, -122.407517)"
N200804038738,3,2,0,0,1321 De Haro St,4218036,PL Approved,2009-07-16,"(37.752861000000003, -122.400218)"
N200609253192,1,1,0,0,193 Brewster St,5577010,BP ISSUED,2014-09-04,"(37.743155999999999, -122.40768799999999)"
N200705010141,28,28,0,0,1004 Mississippi St,4224015,BP APPROVED,2009-01-16,"(37.753143999999999, -122.393815)"
N200705010119,2,2,0,0,1036 Mississippi St,4224018,BP APPROVED,2009-12-01,"(37.752943000000002, -122.39385299999999)"
N201308295550,3,1,0,0,1087 Mississippi St,4224049,BP Filed,2013-08-29,"(37.752659000000001, -122.393488)"
N200703216793,3,1,0,0,1366 San Bruno Av,4263007,BP Filed,2007-03-21,"(37.752305, -122.40444599999999)"
N200805142097,2,1,0,0,1331 Florida St,4273018,BP Filed,2008-05-14,"(37.750588999999998, -122.40966400000001)"
N200402267273,4,4,0,0,860 Innes Av,4645018,BP ISSUED,2013-06-24,"(37.731973000000004, -122.37538499999999)"
N200607106046,1,1,0,0,162 Brewster St,5556019,CONSTRUCTION,2014-05-21,"(37.744056999999998, -122.407352)"
N200612018992,2,1,0,0,2838 Jennings St,4912002,CONSTRUCTION,2007-11-16,"(37.722476, -122.39299099999999)"
N200610245911,1,1,0,0,1060 Gilman Av,4937014,BP REINSTATED,2010-11-04,"(37.718952999999999, -122.389126)"
N200407027962,1,1,0,0,870 Ingerson Av,4964019,BP REINSTATED,2014-05-23,"(37.717782, -122.39040300000001)"
N9924080S,132,14,0,0,833-881 Jamestown,4991277,CONSTRUCTION,2007-09-17,"(37.711415000000002, -122.38678899999999)"
N200611036818,4,4,0,0,2175 Bayshore Bl,5066B003,BP APPROVED,2009-11-23,"(37.712342999999997, -122.401304)"
N201308235141,1,1,0,0,1415 Hudson Av,5258026,BP ISSUED,2014-07-11,"(37.738036000000001, -122.385023)"
N201308235140,1,1,0,0,1411 Hudson Av,5258027,BP ISSUED,2014-07-08,"(37.738011999999998, -122.384981)"
N200707055953,7,7,0,0,4132 Third Street,5260002,CONSTRUCTION,2014-07-28,"(37.740113999999998, -122.389089)"
N200701171881,1,1,0,0,1911 Quesada Av,5336048,PL Filed,2013-08-08,"(37.735792000000004, -122.39607599999999)"
N200606204561,1,1,0,0,47 Ledyard St,5395065,BP Filed,2006-06-20,"(37.733381999999999, -122.401974)"
N201211073775,121,121,0,0,5800 03rd St,5431A001,CONSTRUCTION,2014-09-29,"(37.725430000000003, -122.39448299999999)"
N201209270766,10,10,0,0,2895 San Bruno Av,5457037,BP ISSUED,2013-08-19,"(37.725451, -122.402519)"
N200611308862,1,1,0,0,3595 Keith St,5476014,BP ISSUED,2014-04-08,"(37.719186000000001, -122.39865399999999)"
N200701121612,2,2,0,0,3119 Harrison St,5504001H,CONSTRUCTION,2011-05-03,"(37.748055999999998, -122.41127400000001)"
N200803066478,2,1,0,0,3301 Folsom St,5524045,BP Filed,2008-03-06,"(37.745061999999997, -122.413265)"
N200805051348,1,1,0,0,98 Norwich St,5525018,BP Filed,2008-05-05,"(37.745246000000002, -122.411804)"
N200609253190,3,3,0,0,384 Holladay Av,5577002,PL Approved,2009-08-19,"(37.743780999999998, -122.406375)"
N200806114219,2,1,0,0,1173 Plymouth Av,6942004,BP Filed,2008-06-11,"(37.723242999999997, -122.456332)"
N200609253193,1,1,0,0,191 Brewster St,5577011,BP ISSUED,2014-09-04,"(37.743184999999997, -122.40763800000001)"
N201305157021,1,1,0,0,175 Brewster St,5577012,BP Filed,2013-05-15,"(37.743527999999998, -122.40725)"
N200609253194,1,1,0,0,29 Joy St,5577013,BP Filed,2006-09-25,"(37.743603999999998, -122.406711)"
N200712120285,4,3,0,0,353 San Jose Av,6531022,BP REINSTATED,2013-08-05,"(37.749704999999999, -122.42118000000001)"
N200603015694,1,1,0,0,133 Elsie St,5619057,CONSTRUCTION,2014-06-26,"(37.742367999999999, -122.41781400000001)"
N200701192144,1,1,0,0,495 Chapman St,5627042,BP Filed,2007-01-19,"(37.741756000000002, -122.41308100000001)"
N200703307666,3,3,0,0,42 Leese St,5719023,BP Filed,2007-03-30,"(37.736739, -122.42384800000001)"
N201303293381,2,1,0,0,349 Richland Av,5721077,BP Filed,2013-03-29,"(37.735821000000001, -122.41846700000001)"
N200806043667,2,2,0,0,347 Crescent Av,5744075,BP APPROVED,2014-09-25,"(37.735062999999997, -122.417761)"
N200603025880,6,6,0,0,782-786 Andover St,5825007,CONSTRUCTION,2013-08-01,"(37.733671000000001, -122.417086)"
N200603025881,2,2,0,0,790 Andover St,5825008,CONSTRUCTION,2014-01-30,"(37.733618999999997, -122.417035)"
N200908144854,2,1,0,0,2727 Gough St,529002,BP Filed,2009-08-14,"(37.798521999999998, -122.427678)"
N200706265226,2,2,0,0,104 Bache St,5826002,BP ISSUED,2009-08-04,"(37.733907000000002, -122.41763)"
N200704279893,2,2,0,0,106 Bache St,5826003,BP Filed,2007-04-27,"(37.733901000000003, -122.417637)"
N200412010421,2,2,0,0,2350 San Bruno Av,5880002,BP ISSUED,2013-01-24,"(37.733184000000001, -122.406229)"
N200708099236,2,1,0,0,1395 Silver Av,5883002,BP Filed,2007-08-09,"(37.731473999999999, -122.40907799999999)"
N200807176988,1,1,0,0,167 Brussels St,5926021,BP ISSUED,2011-03-07,"(37.730009000000003, -122.406589)"
N200711077587,2,1,0,0,268 Madison St,5943008,CONSTRUCTION,2014-01-08,"(37.725757999999999, -122.42266100000001)"
N200806194898,1,1,0,0,138 Alpha St,6208003,BP ISSUED,2013-04-25,"(37.714095, -122.404408)"
N200812228987,2,1,0,0,239 Valley Street,6619022,CONSTRUCTION,2012-12-21,"(37.744318, -122.427634)"
N200804028581,2,1,0,0,564 Chenery St,6727016,BP Filed,2008-04-02,"(37.734904, -122.431482)"
N200810013092,2,2,0,0,1794 San Jose Av,6793011,BP Filed,2008-10-01,"(37.729145000000003, -122.44004)"
N200808290369,6,6,0,0,1415 Ocean Av,6941063,BP Filed,2008-08-29,"(37.724066000000001, -122.457572)"
N200809091137,4,4,0,0,285 Ocean Av,6951021,PL Approved,2009-11-18,"(37.723013000000002, -122.442728)"
N201006104250,61,61,0,0,5050 Mission St,6969001,BP APPROVED,2014-03-13,"(37.717564000000003, -122.440393)"
N200703065518,2,1,0,0,715 Holloway Av,6986040,BP Filed,2007-03-06,"(37.721682999999999, -122.46046699999999)"
N200311240936,1,1,0,0,652 Lakeview Av,7016023,CONSTRUCTION,2013-06-24,"(37.718400000000003, -122.457838)"
N200703216875,1,1,0,0,345 Louisburg St,7036012,BP Filed,2007-03-21,"(37.718843999999997, -122.450965)"
N200804159728,6,1,0,0,5498 Mission St,7044A006,PL Filed,2009-11-18,"(37.712769000000002, -122.44476)"
N201209119428,182,182,0,0,800 Brotherhood Way,7331003,CONSTRUCTION,2012-09-11,"(37.714747000000003, -122.47841)"
N201107261089,3,3,0,0,70 Gold Mine Dr,7520033,BP Filed,2011-07-26,"(37.743960999999999, -122.437377)"
N200706154066,1,1,0,0,2395 Diamond St,7551033,BP Filed,2007-06-15,"(37.738422, -122.436138)"
N200904065668,3,1,0,0,355 Capp St,3590056,BP Filed,2009-04-06,"(37.761037000000002, -122.418013)"
N201009271690,8,4,0,0,1338 Filbert St,524031,BP ISSUED,2011-01-31,"(37.799951, -122.421565)"
N200906251343,1,1,0,0,506 Oak St,829007,BP Filed,2009-06-25,"(37.774495999999999, -122.427818)"
N200905208827,3,2,0,0,251 Arkansas St,4004024,CONSTRUCTION,2014-05-29,"(37.763095, -122.398348)"
N200906261414,2,1,0,0,279 Monterey Bl,6771032,BP ISSUED,2014-01-16,"(37.731461000000003, -122.441411)"
N201207316121,2,1,0,0,77 Farallones Street,7108033,CONSTRUCTION,2014-01-03,"(37.713971000000001, -122.454972)"
N200902182284,3,1,0,0,835 Lombard St,73020,BP Filed,2009-02-18,"(37.802404000000003, -122.41526399999999)"
N200712200979,2,1,0,0,7 Seymour St,1154023,CONSTRUCTION,2010-10-12,"(37.778962999999997, -122.437872)"
N200901150303,3,1,0,0,338 Carl St,1265009,CONSTRUCTION,2011-06-30,"(37.765247000000002, -122.455184)"
N200903174286,2,1,0,0,212 23rd Av,1411022,CONSTRUCTION,2011-12-21,"(37.783605999999999, -122.48267)"
N200902122009,2,1,0,0,227 Noriega St,2046040A,BP Filed,2009-02-12,"(37.754562999999997, -122.465996)"
N200902041380,3,1,0,0,161 San Carlos St,3589026,BP ISSUED,2009-11-23,"(37.760852999999997, -122.419831)"
N200902061524,2,1,0,0,421 Alvarado St,3625040,BP Filed,2009-02-06,"(37.753763999999997, -122.430452)"
N200904106077,2,2,0,0,1966 Great Hy,2086007A,BP Filed,2009-04-10,"(37.749786999999998, -122.507876)"
N201211284953,28,28,0,0,One Capitol Av,7148040,CONSTRUCTION,2014-09-04,"(37.710872999999999, -122.459069)"
N200908034026,2,1,0,0,445 Waller St,867033,BP Filed,2009-08-03,"(37.770820000000001, -122.430988)"
N200908185077,5,4,0,0,598 Belvedere St,1279048,BP Filed,2009-08-18,"(37.761958, -122.447681)"
N200909146733,1,1,0,0,854 Folsom St,3733020A,BP ISSUED,2010-06-14,"(37.781281, -122.402698)"
N201006225046,1,1,0,0,62 Schwerin St,6255006,CONSTRUCTION,2011-08-19,"(37.712532500000002, -122.41052380000001)"
N200907203013,3,1,0,0,1533 Pacific Av,596031,BP Filed,2009-07-20,"(37.794887000000003, -122.42052)"
N201007015845,2,1,0,0,500 Capp St,3610032,BP ISSUED,2012-02-17,"(37.758561999999998, -122.41818600000001)"
