PERMIT_ID,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,NAMEADDR,APN,BESTSTAT,BESTDATE,LOCATION
N201312184508,260,260,31,31,1634 - 1690 PINE ST,0647007,CONSTRUCTION,2016-01-14,"(37.78959297440, -122.42295081000)"
N201312234917,259,259,34,34,1201 - 1225 TENNESSEE STREET,4172022,CONSTRUCTION,2015-12-14,"(37.75592797580, -122.38860297400)"
N201512145054,256,256,0,0,1395 22ND ST,4167011,PL FILED,2015-12-14,"(37.75620342420, -122.39359366900)"
N201510230640,248,248,0,0,"PARKMERCED, PHASE I",7335001,BP FILED,2015-10-23,"(37.71826625910, -122.48090814300)"
N201409116118,202,202,0,0,1095 MARKET ST,3703059,BP ISSUED,2015-11-17,"(37.78032868840, -122.41201361200)"
N201404042522,200,200,0,0,MISSION BAY BLOCK 7,8711031,CONSTRUCTION,2016-01-06,"(37.77145701630, -122.39085776200)"
N201312204747,185,185,0,0,706 MISSION ST,3706093,BP ISSUED,2015-10-27,"(37.78620609590, -122.40253249000)"
N201504012491,2,1,0,0,1330 HAMPSHIRE ST,4275003,BP ISSUED,2015-12-22,"(37.75085708830, -122.40737384200)"
N201210051462,182,182,0,0,PARCEL P - MARKET OCTAVIA,0831023,CONSTRUCTION,2014-12-31,"(37.77496211000, -122.42511956500)"
N201406188773,179,179,25,25,525 HARRISON ST,3764063,BP FILED,2014-06-18,"(37.78536720620, -122.39335932400)"
N201203276954,170,170,0,0,8 WASHINGTON ST,0201012,PL APPROVED,2012-08-30,"(37.79691372730, -122.39665067600)"
N201403181032,2,2,0,0,2506 MCALLISTER ST,1144020,BP FILED,2014-03-18,"(37.77593514650, -122.45327527200)"
N201307051190,162,162,19,19,101 POLK ST,0811002,CONSTRUCTION,2015-12-03,"(37.77774073440, -122.41831840500)"
N201406108024,160,160,0,0,1699 MARKET ST,3504030,BP FILED,2014-06-10,"(37.77233473150, -122.42194349100)"
N201510301302,153,153,0,0,"OCEANWIDE, MISSION ST TOWER",3708012,BP FILED,2014-06-04,"(37.78947125520, -122.39838532100)"
N201408133766,152,152,0,0,MISSION BAY BLOCK 1,8715004,BP ISSUED,2015-11-17,"(37.77505087860, -122.39064339200)"
N201305036062,139,139,17,17,555 FULTON ST,0794028,CONSTRUCTION,2016-01-13,"(37.77816804100, -122.42575227900)"
N201312265046,129,129,0,0,360 BERRY ST,8704004,CONSTRUCTION,2016-01-08,"(37.77303448030, -122.39726333100)"
N201511021443,127,127,25,25,88 ARKANSAS ST,3953002,PL FILED,2015-03-25,"(37.76535613340, -122.39904772400)"
N201211073775,121,121,23,23,5800 03RD ST (BUILDING 4),5431A042,CONSTRUCTION,2016-01-14,"(37.72561895690, -122.39585488200)"
N201509177270,10,1,0,0,1117 OCEAN AV,6944046,BP FILED,2015-09-17,"(37.72326812940, -122.45456224600)"
N201406249199,85,85,85,85,TRANSBAY BLOCK 7,3738004,BP ISSUED,2015-06-23,"(37.78870573780, -122.39360853800)"
N201311202410,115,115,14,14,923 FOLSOM ST,3753106,CONSTRUCTION,2016-01-06,"(37.77960930320, -122.40338078200)"
N201510301303,112,112,0,0,"OCEANWIDE, FIRST ST TOWER",3708055,BP FILED,2014-06-04,"(37.79014908640, -122.39865818700)"
N201506229589,1,1,0,0,9 JOY ST,5577004,BP FILED,2015-06-22,"(37.74363396310, -122.40681753400)"
N201311222657,110,110,13,13,1546 - 1564 MARKET ST,0836007,BP FILED,2013-11-22,"(37.77498042420, -122.42019610800)"
N201306210213,109,109,0,0,2171 03RD ST,4045003,BP FILED,2013-06-21,"(37.76234051230, -122.38825522000)"
N201312033256,107,107,12,12,1545 PINE ST,0667016,BP ISSUED,2015-12-30,"(37.78927210560, -122.42121123000)"
N201207104447,98,98,98,98,1100 GOLDEN GATE AV,0757025,CONSTRUCTION,2016-01-13,"(37.78035348790, -122.42950939400)"
N201406279814,97,97,12,12,2051 03RD ST,3994001B,CONSTRUCTION,2015-08-26,"(37.76363908520, -122.38836077400)"
N201510281089,95,95,11,11,950 GOUGH ST,0744010,BP FILED,2015-10-28,"(37.78222256700, -122.42376594600)"
N201312093691,94,94,11,11,645 TEXAS ST,4102026,CONSTRUCTION,2016-01-12,"(37.75796341010, -122.39457181500)"
N201401166470,93,93,93,93,2600 ARELIOUS WALKER DR,4884025,CONSTRUCTION,2015-12-31,"(37.71938264020, -122.38493438200)"
N201405286908,90,90,0,0,1075 MARKET ST,3703062,PL FILED,2014-02-12,"(37.78064421450, -122.41161520400)"
N201510230639,89,89,0,0,"PARKMERCED, PHASE I",7308001,BP FILED,2015-10-23,"(37.72050478190, -122.48387500900)"
N201312134180,87,87,10,10,2198 MARKET ST,3542039,CONSTRUCTION,2016-01-14,"(37.76652671130, -122.43076850200)"
N201502138349,6,6,0,0,854 CAPP ST,3642041,BP FILED,2015-02-13,"(37.75300695550, -122.41773338000)"
N201306270692,85,85,10,10,101 HYDE ST,0346003A,BP FILED,2013-06-27,"(37.78180373590, -122.41589654900)"
N200705221925,4,3,0,0,101 LELAND AV,6250036,BP ISSUED,2015-06-26,"(37.71176606530, -122.40583053700)"
N200703307666,3,3,0,0,42 LEESE ST,5719023,BP FILED,2007-03-30,"(37.73646438110, -122.42374006900)"
N201010253666,3,3,0,0,2034 CLEMENT ST,1412019,CONSTRUCTION,2014-04-10,"(37.78252401470, -122.48128426100)"
N201503161018,3,3,0,0,1100 POTRERO AV,4211001,BP FILED,2015-03-17,"(37.75440794930, -122.40681090300)"
N201412113579,3,3,0,0,835 SOUTH VAN NESS AV,3594023,BP FILED,2014-12-11,"(37.75980435930, -122.41661513200)"
N201407090811,3,3,0,0,2815 POLK ST,0478003,BP FILED,2014-07-09,"(37.80275013350, -122.42341011400)"
N201205039740,2,1,0,0,188 BROAD ST,7107023,CONSTRUCTION,2013-07-01,"(37.71342445410, -122.45862306200)"
N200711198515,2,1,0,0,658 03RD AV,1642036,CONSTRUCTION,2015-11-30,"(37.77629101240, -122.46038685400)"
N201312093685,29,29,0,0,580 HAYES ST,0807010,CONSTRUCTION,2015-10-16,"(37.77675667670, -122.42602925600)"
N201205220992,2,1,0,0,526 UTAH ST,4013007,BP ISSUED,2013-11-19,"(37.76268188510, -122.40656263700)"
N200809040762,2,1,0,0,762 37TH AV,1608012,BP FILED,2008-09-04,"(37.77455588920, -122.49690808800)"
N200810295438,2,1,0,0,563 34TH AV,1510013,BP ISSUED,2010-07-01,"(37.77840640650, -122.49461832100)"
N201206253387,2,1,0,0,4546 19TH ST,2700012,CONSTRUCTION,2015-12-09,"(37.75922793150, -122.44005455300)"
N201301228393,3,1,0,0,333 SAN CARLOS ST,3609109,BP FILED,2013-01-22,"(37.75801067220, -122.41958302100)"
N200707066144,2,1,0,0,623 40TH AV,1583006,BP FILED,2007-07-06,"(37.77692561080, -122.50095611700)"
N200803106731,2,1,0,0,474 11TH AV,1534026,BP FILED,2008-03-10,"(37.77935277860, -122.46920191600)"
N201206041789,2,1,0,0,1411 CHURCH ST,6566027,BP FILED,2012-06-04,"(37.74825524280, -122.42678970200)"
N201303212751,1,1,0,0,13 LUCKY ST,6521004,BP FILED,2013-03-21,"(37.75223594910, -122.41325780500)"
N201303111903,2,1,0,0,456 27TH ST,6580018,BP REINSTATED,2015-02-04,"(37.74692973660, -122.43050932700)"
N201511203280,2,1,0,0,1290 SHAFTER AV,4787012A,BP FILED,2015-11-20,"(37.72791956000, -122.38476288300)"
N200712200952,2,1,0,0,6524 FULTON ST,1684002I,CONSTRUCTION,2011-06-03,"(37.77201737220, -122.50183377600)"
N200904065668,3,1,0,0,355 CAPP ST,3590056,BP FILED,2009-04-06,"(37.76102381450, -122.41787070800)"
N200903174286,2,1,0,0,212 23RD AV,1411022,CONSTRUCTION,2011-12-21,"(37.78364644800, -122.48255993300)"
N200901150303,3,1,0,0,338 CARL ST,1265009,CONSTRUCTION,2011-06-30,"(37.76541521070, -122.45522364000)"
N200706154066,1,1,0,0,2395 DIAMOND ST,7551033,BP FILED,2007-06-15,"(37.73854032970, -122.43621755200)"
N201512235837,2,1,0,0,917 CENTRAL AV,1149004,BP FILED,2015-12-23,"(37.77841751070, -122.44557194900)"
N200804159728,6,1,0,0,5498 MISSION ST,7044A006,PL FILED,2009-11-18,"(37.71291432410, -122.44482641000)"
N200902182284,3,1,0,0,835 LOMBARD ST,0073020,BP FILED,2009-02-18,"(37.80226127990, -122.41525246900)"
N201512185544,3,1,0,0,658 ELIZABETH ST,2804017,BP FILED,2015-12-18,"(37.75225757080, -122.43551958500)"
N201506199483,2,1,0,0,2130 SANTIAGO ST,2317016G,BP ISSUED,2015-10-02,"(37.74452347650, -122.49039459800)"
N201505146356,2,1,0,0,3839 LAWTON ST,1899045A,BP FILED,2015-05-14,"(37.75659754190, -122.50424829200)"
N201504103411,2,1,0,0,2427 23RD AV,2402002A,BP FILED,2015-04-09,"(37.74235857510, -122.48027216900)"
N201504284774,2,1,0,0,224 NUEVA AV,5081002,BP FILED,2015-04-28,"(37.71088559010, -122.39775076200)"
N201505085779,2,1,0,0,11 MADDUX AV,5384C013C,BP FILED,2015-05-08,"(37.73495192490, -122.39798095600)"
N201506249835,2,1,0,0,2082 BANCROFT AV,5403035,CONSTRUCTION,2015-11-05,"(37.73090814440, -122.40162625700)"
N201407292392,2,1,0,0,2014 10TH AV,2129001C,BP ISSUED,2015-08-26,"(37.75060081180, -122.46618066300)"
N201407312605,2,1,0,0,1318 HAMPSHIRE ST,4275001A,BP APPROVED,2015-01-12,"(37.75099660580, -122.40734378200)"
N201408063186,2,1,0,0,2355 31ST AV,2360006,BP ISSUED,2015-01-27,"(37.74329967200, -122.48893441500)"
N201409247165,2,1,0,0,1 HORACE ST,6525001A,BP FILED,2014-09-24,"(37.75072284580, -122.41439795200)"
N201511132572,64,64,0,0,"PARKMERCED, PHASE I",7308001,BP FILED,2015-11-13,"(37.72050478190, -122.48387500900)"
N201407302512,1,1,0,0,308 UNIVERSITY ST,5991004,BP APPROVED,2015-11-04,"(37.72614876660, -122.41417939000)"
N201504083155,6,1,0,0,2138 JONES ST,0092027,BP FILED,2015-04-08,"(37.80121125290, -122.41584898000)"
N201512316248,53,53,6,6,2435 - 2445 16TH ST,3965021,BP FILED,2015-12-31,"(37.76532087500, -122.41111997800)"
N201407252241,6,1,0,0,615 MINNA,3727085,BP ISSUED,2015-11-17,"(37.77832973730, -122.41070038500)"
N201408184086,2,1,0,0,645 FAXON AV,3191004,BP ISSUED,2015-05-20,"(37.72534594590, -122.46014751200)"
N201010052342,84,84,12,12,490 SOUTH VAN NESS AV,3553008,BP ISSUED,2015-06-01,"(37.76547993790, -122.41782385200)"
N201204168406,83,83,83,83,800 PRESIDIO AV,1073013,BP ISSUED,2014-06-20,"(37.78404515960, -122.44574326100)"
N201510270912,63,63,0,0,"HUNTERS POINT SHIPYARD, PHASE II",5000001,BP FILED,2015-10-27,"(37.71334402110, -122.38510692600)"
N201211093966,81,81,0,0,2655 BUSH ST,1052024,CONSTRUCTION,2016-01-12,"(37.78582138060, -122.44076997800)"
N201510270914,81,81,0,0,"HUNTERS POINT SHIPYARD, PHASE II",5000001,BP FILED,2015-10-27,"(37.71334402110, -122.38510692600)"
N201301238536,78,78,0,0,620 SUTTER ST,0283004A,BP FILED,2013-01-23,"(37.78924086080, -122.41073029600)"
N201306250465,77,77,11,11,480 POTRERO AV,3973002C,CONSTRUCTION,2016-01-13,"(37.76347766140, -122.40767136500)"
N201311222660,76,76,0,0,2101 & 2155 WEBSTER ST,0629037,CONSTRUCTION,2016-01-12,"(37.79029604720, -122.43277198300)"
N201305015894,74,74,0,0,181 FREMONT ST,3719010,CONSTRUCTION,2016-01-07,"(37.78964243830, -122.39522079000)"
N200705010136,74,74,7,7,72 TOWNSEND ST,3789003,CONSTRUCTION,2015-11-04,"(37.78138808910, -122.39035259500)"
N201311202405,72,72,11,11,346 POTRERO AV,3962008,CONSTRUCTION,2016-01-05,"(37.76513959890, -122.40781646000)"
N201510270913,71,71,0,0,"HUNTERS POINT SHIPYARD, PHASE II",5000001,BP FILED,2015-10-27,"(37.71334402110, -122.38510692600)"
N201410108662,9,9,0,0,2889 JENNINGS ST,4913011,BP FILED,2014-10-10,"(37.72212533730, -122.39279638700)"
N201303273113,69,69,8,8,PARCEL F,0785029,CONSTRUCTION,2016-01-14,"(37.77907202590, -122.42287966300)"
N201309257711,69,69,0,0,2290 03RD ST,4059009,BP APPROVED,2014-12-26,"(37.76079824980, -122.38890195900)"
N201405054911,69,69,10,10,815 TENNESSEE ST,4059001A,BP FILED,2014-05-05,"(37.76122837640, -122.38925074900)"
N200809252660,69,69,9,9,1450 FRANKLIN ST,0671006,CONSTRUCTION,2016-01-08,"(37.78805629120, -122.42325307500)"
N201508194769,68,68,0,0,1394 HARRISON ST,3519017,BP FILED,2015-08-19,"(37.77190640680, -122.41129830400)"
N201211295086,67,67,67,67,200 - 214 06TH ST,3731001,CONSTRUCTION,2015-11-03,"(37.77937939010, -122.40710157400)"
N201006104250,61,61,9,9,5050 MISSION ST,6969001,BP APPROVED,2014-03-13,"(37.71773277030, -122.44058782900)"
N201312244989,60,60,16,16,650 INDIANA ST,4041009,BP ISSUED,2014-12-24,"(37.76214783040, -122.39186164400)"
N201507141485,59,59,8,8,777 TENNESSEE ST,4044013,PL FILED,2013-05-30,"(37.76202676660, -122.38932447700)"
N201510270915,58,58,0,0,"HUNTERS POINT SHIPYARD, PHASE II",5000001,BP FILED,2015-10-27,"(37.71334402110, -122.38510692600)"
N201402047761,56,56,1,1,2800 SLOAT BLVD,2515001,BP ISSUED,2016-01-11,"(37.73585377480, -122.50473733100)"
N201510270916,55,55,0,0,"HUNTERS POINT SHIPYARD, PHASE II",5000001,BP FILED,2015-10-27,"(37.71334402110, -122.38510692600)"
N201203055396,34,34,0,0,1650 BROADWAY *,0570011,CONSTRUCTION,2016-01-13,"(37.79591251690, -122.42447095500)"
N201511203273,54,54,0,0,1145 POLK ST,0691001,PL FILED,2015-11-20,"(37.78746580810, -122.42029839100)"
N201507141495,52,52,0,0,1198 VALENCIA ST,3635014,PL FILED,2015-07-14,"(37.75393177300, -122.42118351600)"
N201312244992,51,51,16,16,650 INDIANA ST,4041009,CONSTRUCTION,2016-01-15,"(37.76214783040, -122.39186164400)"
N201504143580,50,50,0,0,3314 CESAR CHAVEZ ST,6571012,BP FILED,2015-04-14,"(37.74852121690, -122.41646248300)"
N200602023710,47,47,6,6,570 JESSIE ST,3703086,CONSTRUCTION,2015-12-22,"(37.78077927600, -122.41031027400)"
N201508265383,42,42,0,0,1174 - 1178 FOLSOM ST,3730023,PL FILED,2013-07-29,"(37.77571411610, -122.40974319600)"
N201306260573,41,41,5,5,450 HAYES ST,0808039,CONSTRUCTION,2015-12-29,"(37.77703611220, -122.42387937600)"
N201406249298,39,39,0,0,119 07TH ST,3726103,PL APPROVED,2015-05-11,"(37.77907287020, -122.41031238200)"
N201412294591,38,38,4,4,980 FOLSOM ST,3732028,BP FILED,2014-12-29,"(37.77901663150, -122.40536411200)"
N201507161644,37,37,4,4,1238 SUTTER ST,0670011,BP FILED,2015-07-16,"(37.78792924600, -122.42082397100)"
N200806164548,76,37,0,0,226 06TH ST,3731003,CONSTRUCTION,2014-10-20,"(37.77915909870, -122.40682647800)"
N200912223673,34,34,0,0,50 JERROLD AV,4591C099,CONSTRUCTION,2016-01-15,"(37.72765156750, -122.36923961200)"
N200806275522,37,37,4,4,5400 GEARY BL,1450008,BP ISSUED,2015-06-11,"(37.78110655500, -122.47759248000)"
N200608230323,37,37,4,4,181 TURK ST / 180 JONES ST,0343014,BP ISSUED,2015-09-09,"(37.78282592030, -122.41215509400)"
N200912223671,35,35,15,15,401 INNES AV,4591C095,CONSTRUCTION,2015-12-11,"(37.72813472500, -122.36944214900)"
N200602215057,35,35,0,0,1860 VAN NESS AV,0619012,CONSTRUCTION,2016-01-13,"(37.79291125530, -122.42241383400)"
N200912032516,35,35,5,5,1 FRANKLIN ST,0837003,CONSTRUCTION,2016-01-12,"(37.77442891680, -122.42111019300)"
N201502198775,35,35,0,0,1278 - 1298 VALENCIA ST,3644021,BP FILED,2015-02-19,"(37.75230964160, -122.42097736700)"
N201508134190,31,31,0,0,240 PACIFIC AV,0166003,PL FILED,2015-12-10,"(37.79786972610, -122.40045152400)"
N201506159021,28,28,0,0,241 10TH ST,3518020,BP FILED,2015-06-15,"(37.77364986310, -122.41343718100)"
N201408053094,28,28,0,0,198 VALENCIA ST,3502108,BP FILED,2014-08-05,"(37.77009628350, -122.42268628500)"
N200705010141,28,28,3,3,1004 MISSISSIPPI ST,4224015,BP APPROVED,2009-01-16,"(37.75361946390, -122.39404182300)"
N201404223881,9,7,0,0,1463 LOMBARD ST,0503021,BP FILED,2014-04-22,"(37.80085891050, -122.42549628000)"
N201504093240,28,28,0,0,22 FRANKLIN ST,0836011,PL FILED,2014-01-02,"(37.77472679970, -122.42060368400)"
N201512235830,28,28,0,0,1598 BAY ST,0459007,PL FILED,2015-12-17,"(37.80337067070, -122.43305160700)"
N200902061524,2,1,0,0,421 ALVARADO ST,3625040,BP FILED,2009-02-06,"(37.75368098700, -122.43039474600)"
N201512094600,28,28,0,0,469 EDDY ST,0337014A,PL FILED,2014-08-28,"(37.78330386790, -122.41531872200)"
N201401136108,27,27,4,4,600 SOUTH VAN NESS AV,3575070,BP ISSUED,2015-11-02,"(37.76331814650, -122.41761693000)"
N201406138386,27,27,2,2,832 SUTTER ST,0281003,CONSTRUCTION,2015-10-07,"(37.78880085350, -122.41420385400)"
N201406269575,26,26,0,0,2601 VAN NESS AV,0522002A,PL APPROVED,2014-06-26,"(37.79966248980, -122.42461667400)"
N201411121318,7,7,0,0,726 PRESIDIO AV,1055013,BP FILED,2014-11-12,"(37.78499239770, -122.44593018600)"
N200507208144,25,25,0,0,468 CLEMENTINA ST,3732071,CONSTRUCTION,2015-10-01,"(37.77988676250, -122.40569631200)"
N200907223200,25,25,0,0,201 DONAHUE ST,4591C093,CONSTRUCTION,2015-02-11,"(37.72838118430, -122.37019960000)"
N201305177243,24,24,3,3,376 CASTRO ST,2623006,BP FILED,2013-05-17,"(37.76292125260, -122.43550009100)"
N201509258131,24,24,0,0,1228 FOLSOM ST,3729011,BP FILED,2015-09-25,"(37.77473164950, -122.41080814000)"
N201306280738,23,23,3,3,1450 15TH ST,3549064,BP ISSUED,2015-05-29,"(37.76709156440, -122.41683342200)"
N201401247066,22,22,0,0,233-237 SHIPLEY ST,3753096,CONSTRUCTION,2015-10-30,"(37.77913167060, -122.40344872900)"
N201401297354,21,21,0,0,2353 - 2347 LOMBARD ST,0512026,CONSTRUCTION,2015-12-18,"(37.79907540630, -122.43993003800)"
N201508063607,20,20,0,0,595 MARIPOSA ST,3995022,PL FILED,2015-05-27,"(37.76414083160, -122.38952840200)"
N201306149565,20,20,0,0,1255- 1275 COLUMBUS AV,0028014,BP ISSUED,2014-04-22,"(37.80570805860, -122.41837966600)"
N201403100361,20,20,0,0,1335 LARKIN ST,0645003,PL FILED,2014-07-23,"(37.79033011470, -122.41930836400)"
N201403170944,20,20,0,0,449 14TH ST,3546026,BP FILED,2014-03-17,"(37.76780880310, -122.42325364200)"
N201507171867,18,18,0,0,2092 03RD ST / 600 18TH ST,3995007,PL FILED,2014-09-30,"(37.76318810420, -122.38908918000)"
N200908124639,19,18,0,0,1731 - 1741 POWELL ST,0101004,BP ISSUED,2015-02-24,"(37.80068262270, -122.41128750400)"
N201410108636,418,18,2,2,100 VAN NESS AVE (ADDL 18 UNITS),0814020,BP FILED,2014-10-10,"(37.77672111210, -122.41917732500)"
N201211284953,17,17,17,17,ONE CAPITOL AV,7148040,CONSTRUCTION,2016-01-14,"(37.71093100220, -122.46024012900)"
N201504224344,81,17,0,0,555 POST ST,0306020,BP ISSUED,2016-01-04,"(37.78768282700, -122.41094321600)"
N201508103804,17,17,0,0,2293 POWELL ST,0041001,PL FILED,2014-06-16,"(37.80561720190, -122.41219978900)"
N201512316257,17,17,0,0,6424 3RD ST / 1088 KEY AV,5470002,PL FILED,2015-12-31,"(37.71984966090, -122.39716768900)"
N201311041054,16,16,0,0,3420 18TH ST,3576090,CONSTRUCTION,2015-10-05,"(37.76200424840, -122.41998607500)"
N201505297549,16,16,0,0,502 07TH ST,3780001,BP FILED,2015-05-29,"(37.77399389340, -122.40478807300)"
N201405307085,15,15,0,0,1532 HOWARD ST,3511015,BP FILED,2014-05-30,"(37.77281762610, -122.41628426400)"
N201012277437,15,15,0,0,1050 VALENCIA ST,3617008,CONSTRUCTION,2016-01-07,"(37.75594399060, -122.42131765200)"
N201407100913,15,15,2,2,236 - 238 SHIPLEY ST / 77 FALMOUTH ST,3753314,CONSTRUCTION,2015-11-02,"(37.77922783210, -122.40385748500)"
N201202295144,9,9,0,0,420 INNES AV,4591C070,CONSTRUCTION,2015-10-23,"(37.72825254160, -122.36864516200)"
N200712140534,13,13,0,0,1 STANYAN ST,1084001B,BP APPROVED,2015-10-22,"(37.78107236200, -122.45652162400)"
N200810315636,13,13,0,0,1490 OCEAN AV,3197010,CONSTRUCTION,2015-12-09,"(37.72453300260, -122.45788196400)"
N200912223676,12,12,0,0,198 COLEMAN ST,4591C069,CONSTRUCTION,2016-01-15,"(37.72826883310, -122.36834995100)"
N200512281146,110,12,60,60,101 EXECUTIVE PARK BL,4991600,BP FILED,2010-10-25,"(37.71267575460, -122.39544665600)"
N200408040564,12,12,5,5,140 PENNSYLVANIA AV,3987010,BP ISSUED,2014-08-06,"(37.76478238070, -122.39410864100)"
N201305217457,12,12,1,1,690 PAGE ST,0843016,CONSTRUCTION,2015-12-11,"(37.77306436070, -122.43203185400)"
N201312124038,12,12,0,0,520 09TH ST,3526005,CONSTRUCTION,2016-01-12,"(37.77078146350, -122.40832332800)"
N200912223674,12,12,0,0,200 COLEMAN ST,4591C098,CONSTRUCTION,2016-01-07,"(37.72764788760, -122.36890925200)"
N200912223677,12,12,0,0,201 FRIEDELL ST,4591C094,CONSTRUCTION,2015-12-04,"(37.72813840330, -122.36977251600)"
N200708079019,10,10,0,0,2350 19TH AV,2347004G,BP ISSUED,2014-07-11,"(37.74403844720, -122.47536814300)"
N201507091031,10,10,0,0,2 TINGLEY ST,6800045,BP FILED,2015-07-09,"(37.72845667520, -122.43189885300)"
N201412194135,31,10,0,0,10 INNES CT,4591C078,BP ISSUED,2015-06-29,"(37.72799618700, -122.36804862200)"
N201209270766,10,10,1,1,2895 SAN BRUNO AV,5457037,BP ISSUED,2013-08-19,"(37.72554114780, -122.40244871400)"
N200808058406,9,9,0,0,436 OFARRELL ST,0317005,BP APPROVED,2016-01-06,"(37.78610611410, -122.41199872800)"
N200605232239,9,9,0,0,130 TURK ST,0339006,CONSTRUCTION,2013-11-04,"(37.78341313260, -122.41145716300)"
N201505015151,9,9,0,0,1870 MARKET ST,0871004,BP FILED,2015-05-01,"(37.77126139230, -122.42467252000)"
N201210313210,9,9,0,0,1469 PACIFIC AV,0185029,PL FILED,2013-07-10,"(37.79506103820, -122.41942478000)"
N201512316246,9,9,0,0,225 SHIPLEY ST,3753099,BP FILED,2015-12-31,"(37.77927668360, -122.40326443000)"
N201405085278,9,9,0,0,2420 03RD ST,4108003F,BP FILED,2014-05-08,"(37.75894062450, -122.38872197100)"
N201202295142,9,9,0,0,101 AVOCET WY,4591C059,CONSTRUCTION,2015-11-12,"(37.72866259340, -122.36846713200)"
N201011305795,9,9,0,-1,80 JULIAN AV,3547027,BP ISSUED,2011-10-27,"(37.76720514830, -122.42139240000)"
N201507080963,9,9,0,0,1900 MISSION ST,3554001,BP FILED,2015-07-08,"(37.76653563720, -122.42010870100)"
N201202295141,9,9,0,0,100 AVOCET WY,4591C057,CONSTRUCTION,2015-11-12,"(37.72878483760, -122.36868226600)"
N201202295145,9,9,0,0,470 INNES AV,4591C046,CONSTRUCTION,2015-10-19,"(37.72851860010, -122.36911339600)"
N201306199977,9,9,0,0,131 MISSOURI ST,3985024,BP FILED,2016-01-11,"(37.76467976180, -122.39641291600)"
N201412053180,36,8,0,0,52 INNES CT,4591C082,CONSTRUCTION,2015-12-11,"(37.72768879990, -122.36746942300)"
N201409106031,9,8,0,0,1532 OCEAN AV,3196028,BP FILED,2014-09-10,"(37.72469704110, -122.45877928000)"
N201405276744,8,8,0,0,1458 BROADWAY,0572013,BP FILED,2014-05-27,"(37.79633951570, -122.42108681800)"
N201412053181,36,8,0,0,51 INNES CT,4591C092,BP ISSUED,2015-06-29,"(37.72693323190, -122.36751226900)"
N200806063801,4,4,0,0,48 HARRIET ST,3731102,BP FILED,2008-06-06,"(37.77863118100, -122.40712699900)"
N201210242702,8,8,0,0,1785 15TH ST,3555036,BP ISSUED,2013-12-18,"(37.76620632400, -122.42380624900)"
N201412053170,29,8,0,0,10 KENNEDY PL,4591C073,BP ISSUED,2015-12-07,"(37.72808501930, -122.36750509600)"
